label_horizon,baseline_train_count,augmented_train_count,validation_count,real_failure_train_count,baseline_accuracy,augmented_accuracy,baseline_balanced_accuracy,augmented_balanced_accuracy,baseline_negative_recall,augmented_negative_recall
1d,827,849,207,22,0.6135265700483091,0.6473429951690821,0.7905759162303665,0.7230039267015707,1.0,0.8125
