model,date,rank,feature,value,z_score_vs_train,driver_score_proxy,pred_adjustment,target_position_proxy
hgb_l2_leaf20_live,2026-04-21,6,component_above200_breadth,0.8988443829562137,0.9479036721163616,0.02933987556550643,-1,0.12098354
hgb_l2_leaf20_live,2026-04-22,1,ma200_slope20,0.03676109853739806,2.286199861719766,0.3701466442784383,-1,0.12191279
hgb_l2_leaf20_live,2026-04-22,2,ma50_over_ma200,0.1327770096082015,1.6895624559161497,0.22929776187433465,-1,0.12191279
hgb_l2_leaf20_live,2026-04-22,3,dist_sup60,0.16689228347671015,0.9294358998313423,0.15343068822612638,-1,0.12191279
hgb_l2_leaf20_live,2026-04-22,4,base_position_v3,0.37191279,-0.44778544138979093,0.09524325261306664,-1,0.12191279
hgb_l2_leaf20_live,2026-04-22,5,dist_ma200,0.21235115794947101,1.9820889946698041,0.04719259511118586,-1,0.12191279
hgb_l2_leaf20_live,2026-04-22,6,component_above200_breadth,0.8988443829562137,0.9479036721163616,0.02933987556550643,-1,0.12191279
hgb_l2_leaf20_live,2026-04-23,1,ma200_slope20,0.037053404937687606,2.3100318898489824,0.37400516311840665,-1,0.12016093
hgb_l2_leaf20_live,2026-04-23,2,ma50_over_ma200,0.1317204691758862,1.6715013978694753,0.22684661828228597,-1,0.12016093
hgb_l2_leaf20_live,2026-04-23,3,dist_sup60,0.15816536508614543,0.8068796824606124,0.1331991856760376,-1,0.12016093
hgb_l2_leaf20_live,2026-04-23,4,base_position_v3,0.37016093,-0.45294501779751645,0.09634068632518604,-1,0.12016093
hgb_l2_leaf20_live,2026-04-23,5,dist_ma200,0.2009642123694937,1.8451050142984864,0.04393107176901163,-1,0.12016093
hgb_l2_leaf20_live,2026-04-23,6,component_above200_breadth,0.882647903018314,0.8746139591582238,0.0270713844501355,-1,0.12016093
hgb_l2_leaf20_live,2026-04-24,1,ma200_slope20,0.037341138539358054,2.3334910932120914,0.37780331985338617,-1,0.12242326999999997
hgb_l2_leaf20_live,2026-04-24,2,ma50_over_ma200,0.13035250971477086,1.6481167790919813,0.2236729914481975,-1,0.12242326999999997
hgb_l2_leaf20_live,2026-04-24,3,dist_sup60,0.1694443951460154,0.9652764037182487,0.1593472158519014,-1,0.12242326999999997
hgb_l2_leaf20_live,2026-04-24,4,base_position_v3,0.37242327,-0.44628197617874915,0.09492346794913077,-1,0.12242326999999997
hgb_l2_leaf20_live,2026-04-24,5,dist_ma200,0.21029706270787507,1.957378404786037,0.04660424773300093,-1,0.12242326999999997
hgb_l2_leaf20_live,2026-04-24,6,component_above200_breadth,0.8491672483355922,0.7231126711774108,0.022382058869777004,-1,0.12242326999999997
