date,equity,position,close,regime
2016-06-21,10000000.000000,0.000000,16169.110352,unknown
2016-06-22,10000000.000000,0.000000,16065.719727,unknown
2016-06-23,10000000.000000,0.000000,16238.349609,unknown
2016-06-24,10000000.000000,0.000000,14952.019531,unknown
2016-06-27,10000000.000000,0.000000,15309.209961,unknown
2016-06-28,10000000.000000,0.000000,15323.139648,unknown
2016-06-29,10000000.000000,0.000000,15566.830078,unknown
2016-06-30,10000000.000000,0.000000,15575.919922,unknown
2016-07-01,10000000.000000,0.000000,15682.480469,unknown
2016-07-04,10000000.000000,0.000000,15775.799805,unknown
2016-07-05,10000000.000000,0.000000,15669.330078,unknown
2016-07-06,10000000.000000,0.000000,15378.990234,unknown
2016-07-07,10000000.000000,0.000000,15276.240234,unknown
2016-07-08,10000000.000000,0.000000,15106.980469,unknown
2016-07-11,10000000.000000,0.000000,15708.820312,unknown
2016-07-12,10000000.000000,0.000000,16095.650391,unknown
2016-07-13,10000000.000000,0.000000,16231.429688,unknown
2016-07-14,10000000.000000,0.000000,16385.890625,unknown
2016-07-15,10000000.000000,0.000000,16497.849609,unknown
2016-07-19,10000000.000000,0.000000,16723.310547,unknown
2016-07-20,10000000.000000,0.000000,16681.890625,unknown
2016-07-21,10000000.000000,0.000000,16810.220703,unknown
2016-07-22,10000000.000000,0.000000,16627.250000,unknown
2016-07-25,10000000.000000,0.000000,16620.289062,unknown
2016-07-26,10000000.000000,0.000000,16383.040039,unknown
2016-07-27,10000000.000000,0.000000,16664.820312,unknown
2016-07-28,10000000.000000,0.000000,16476.839844,unknown
2016-07-29,10000000.000000,0.000000,16569.269531,unknown
2016-08-01,10000000.000000,0.000000,16635.769531,unknown
2016-08-02,10000000.000000,0.000000,16391.449219,unknown
2016-08-03,10000000.000000,0.000000,16083.110352,unknown
2016-08-04,10000000.000000,0.000000,16254.889648,unknown
2016-08-05,10000000.000000,0.000000,16254.450195,unknown
2016-08-08,10000000.000000,0.000000,16650.570312,unknown
2016-08-09,10000000.000000,0.000000,16764.970703,unknown
2016-08-10,10000000.000000,0.000000,16735.119141,unknown
2016-08-12,10000000.000000,0.000000,16919.919922,unknown
2016-08-15,10000000.000000,0.000000,16869.560547,unknown
2016-08-16,10000000.000000,0.000000,16596.509766,unknown
2016-08-17,10000000.000000,0.000000,16745.640625,unknown
2016-08-18,10000000.000000,0.000000,16486.009766,unknown
2016-08-19,10000000.000000,0.000000,16545.820312,unknown
2016-08-22,10000000.000000,0.000000,16598.189453,unknown
2016-08-23,10000000.000000,0.000000,16497.359375,unknown
2016-08-24,10000000.000000,0.000000,16597.300781,unknown
2016-08-25,10000000.000000,0.000000,16555.949219,unknown
2016-08-26,10000000.000000,0.000000,16360.709961,unknown
2016-08-29,10000000.000000,0.000000,16737.490234,unknown
2016-08-30,10000000.000000,0.000000,16725.359375,unknown
2016-08-31,10000000.000000,0.000000,16887.400391,unknown
2016-09-01,10000000.000000,0.000000,16926.839844,unknown
2016-09-02,10000000.000000,0.000000,16925.679688,unknown
2016-09-05,10000000.000000,0.000000,17037.630859,unknown
2016-09-06,10000000.000000,0.000000,17081.980469,unknown
2016-09-07,10000000.000000,0.000000,17012.439453,unknown
2016-09-08,10000000.000000,0.000000,16958.769531,unknown
2016-09-09,9995791.344950,0.249684,16965.759766,unknown
2016-09-12,9952712.393133,0.246437,16672.919922,unknown
2016-09-13,9966206.637608,0.000000,16729.039062,unknown
2016-09-14,9966206.637608,0.000000,16614.240234,unknown
2016-09-15,9966206.637608,0.000000,16405.009766,unknown
2016-09-16,9966206.637608,0.000000,16519.289062,unknown
2016-09-20,9966206.637608,0.000000,16492.150391,unknown
2016-09-21,9966206.637608,0.000000,16807.619141,unknown
2016-09-23,9966206.637608,0.000000,16754.019531,unknown
2016-09-26,9966206.637608,0.000000,16544.560547,unknown
2016-09-27,9966206.637608,0.000000,16683.929688,unknown
2016-09-28,9966206.637608,0.000000,16465.400391,unknown
2016-09-29,9966206.637608,0.000000,16693.710938,unknown
2016-09-30,9966206.637608,0.000000,16449.839844,unknown
2016-10-03,9966206.637608,0.000000,16598.669922,unknown
2016-10-04,9966206.637608,0.000000,16735.650391,unknown
2016-10-05,9966206.637608,0.000000,16819.240234,unknown
2016-10-06,9966206.637608,0.000000,16899.099609,unknown
2016-10-07,9966206.637608,0.000000,16860.089844,unknown
2016-10-11,9966206.637608,0.000000,17024.759766,unknown
2016-10-12,9966206.637608,0.000000,16840.000000,unknown
2016-10-13,9966206.637608,0.000000,16774.240234,unknown
2016-10-14,9966206.637608,0.000000,16856.369141,unknown
2016-10-17,9966206.637608,0.000000,16900.119141,unknown
2016-10-18,9966206.637608,0.000000,16963.609375,unknown
2016-10-19,9966206.637608,0.000000,16998.910156,unknown
2016-10-20,9966206.637608,0.000000,17235.500000,unknown
2016-10-21,9966206.637608,0.000000,17184.589844,unknown
2016-10-24,9966206.637608,0.000000,17234.419922,unknown
2016-10-25,9966206.637608,0.000000,17365.250000,unknown
2016-10-26,9975237.479417,0.250679,17391.839844,unknown
2016-10-27,9967269.254773,0.250080,17336.419922,unknown
2016-10-28,9982821.728240,0.499974,17446.410156,unknown
2016-10-31,9976702.201783,0.499667,17425.019531,unknown
2016-11-01,9981674.596408,0.499916,17442.400391,unknown
2016-11-02,9893640.470051,0.495466,17134.679688,unknown
2016-11-04,9828035.480976,0.492098,16905.359375,unknown
2016-11-07,9905808.001838,0.496086,17177.210938,unknown
2016-11-08,9924543.184645,0.000000,17171.380859,unknown
2016-11-09,9924543.184645,0.000000,16251.540039,unknown
2016-11-10,9924543.184645,0.000000,17344.419922,unknown
2016-11-11,9924543.184645,0.000000,17374.789062,unknown
2016-11-14,9924543.184645,0.000000,17672.619141,unknown
2016-11-15,9918352.256527,0.499688,17668.150391,unknown
2016-11-16,9972788.046510,0.502419,17862.210938,unknown
2016-11-17,9972905.838505,0.502425,17862.630859,unknown
2016-11-18,10002297.406710,0.503887,17967.410156,unknown
2016-11-21,10041178.626765,0.505808,18106.019531,unknown
2016-11-22,10057145.194741,0.506592,18162.939453,unknown
2016-11-24,10104963.813945,0.508927,18333.410156,unknown
2016-11-25,10118375.117430,0.509578,18381.220703,unknown
2016-11-28,10111550.304018,0.509247,18356.890625,unknown
2016-11-29,10097566.476649,0.508568,18307.039062,unknown
2016-11-30,10097970.804521,0.508587,18308.480469,unknown
2016-12-01,10155373.857043,0.511365,18513.119141,unknown
2016-12-02,10130958.589731,0.510187,18426.080078,unknown
2016-12-05,10088576.482006,0.508130,18274.990234,unknown
2016-12-06,10112573.724702,0.509297,18360.539062,unknown
2016-12-07,10150765.176749,0.511143,18496.689453,unknown
2016-12-08,10226160.819562,0.514747,18765.470703,unknown
2016-12-09,10247061.502460,0.000000,18996.369141,unknown
2016-12-12,10247061.502460,0.000000,19155.029297,unknown
2016-12-13,10247061.502460,0.000000,19250.519531,unknown
2016-12-14,10247061.502460,0.000000,19253.609375,unknown
2016-12-15,10239916.049185,0.249477,19273.789062,unknown
2016-12-16,10256796.994863,0.250712,19401.150391,unknown
2016-12-19,10267648.642384,0.750443,19391.599609,unknown
2016-12-20,10291758.299447,0.501630,19494.529297,unknown
2016-12-21,10278506.664300,0.500987,19444.490234,unknown
2016-12-22,10274052.211456,0.500771,19427.669922,unknown
2016-12-26,10265834.852846,0.500371,19396.640625,unknown
2016-12-27,10267535.013843,0.500454,19403.060547,unknown
2016-12-28,10267180.188639,0.500437,19401.720703,unknown
2016-12-29,10240517.091833,0.000000,19145.140625,unknown
2016-12-30,10240517.091833,0.000000,19114.369141,unknown
2017-01-04,10240517.091833,0.000000,19594.160156,unknown
2017-01-05,10240517.091833,0.000000,19520.689453,unknown
2017-01-06,10240517.091833,0.000000,19454.330078,unknown
2017-01-10,10240517.091833,0.000000,19301.439453,unknown
2017-01-11,10240517.091833,0.000000,19364.669922,unknown
2017-01-12,10240517.091833,0.000000,19134.699219,unknown
2017-01-13,10240517.091833,0.000000,19287.279297,unknown
2017-01-16,10240517.091833,0.000000,19095.240234,unknown
2017-01-17,10240517.091833,0.000000,18813.529297,unknown
2017-01-18,10240517.091833,0.000000,18894.369141,unknown
2017-01-19,10240517.091833,0.000000,19072.250000,unknown
2017-01-20,10240517.091833,0.000000,19137.910156,unknown
2017-01-23,10227696.492986,0.499373,18891.029297,unknown
2017-01-24,10199838.528786,0.498006,18787.990234,unknown
2017-01-25,10272704.034547,0.501567,19057.500000,unknown
2017-01-26,10365949.745939,0.506050,19402.390625,unknown
2017-01-27,10383525.990127,0.506886,19467.400391,unknown
2017-01-30,10356881.491727,0.505618,19368.849609,unknown
2017-01-31,10268334.924005,0.501355,19041.339844,unknown
2017-02-01,10297193.548644,0.502752,19148.080078,unknown
2017-02-02,10234063.756090,0.499685,18914.580078,unknown
2017-02-03,10235042.238303,0.499733,18918.199219,unknown
2017-02-06,10250861.650152,0.500505,18976.710938,unknown
2017-02-07,10233036.164947,0.499634,18910.779297,unknown
2017-02-08,10259212.808386,0.500911,19007.599609,unknown
2017-02-09,10232195.504567,0.499593,18907.669922,unknown
2017-02-10,10359606.773273,0.505748,19378.929688,unknown
2017-02-13,10381295.494245,0.506780,19459.150391,unknown
2017-02-14,10321769.663433,0.503936,19238.980469,unknown
2017-02-15,10375571.927750,0.506508,19437.980469,unknown
2017-02-16,10351117.265152,0.505342,19347.529297,unknown
2017-02-17,10320590.521078,0.503879,19234.619141,unknown
2017-02-20,10325040.951783,0.504093,19251.080078,unknown
2017-02-21,10360285.321381,0.505780,19381.439453,unknown
2017-02-22,10359860.766767,0.505760,19379.869141,unknown
2017-02-23,10357587.498592,0.505651,19371.460938,unknown
2017-02-24,10333816.664631,0.504514,19283.539062,unknown
2017-02-27,10286214.270616,0.502221,19107.470703,unknown
2017-02-28,10289328.727225,0.502372,19118.990234,unknown
2017-03-01,10363556.609732,0.505936,19393.539062,unknown
2017-03-02,10409859.465308,0.508134,19564.800781,unknown
2017-03-03,10384004.406147,0.506909,19469.169922,unknown
2017-03-06,10359663.802997,0.505751,19379.140625,unknown
2017-03-07,10350203.733458,0.505299,19344.150391,unknown
2017-03-08,10325838.311817,0.504131,19254.029297,unknown
2017-03-09,10343290.463549,0.504968,19318.580078,unknown
2017-03-10,10377391.598397,0.000000,19604.609375,unknown
2017-03-13,10377391.598397,0.000000,19633.750000,unknown
2017-03-14,10377391.598397,0.000000,19609.500000,unknown
2017-03-15,10377391.598397,0.000000,19577.380859,unknown
2017-03-16,10377391.598397,0.000000,19590.140625,unknown
2017-03-17,10377391.598397,0.000000,19521.589844,unknown
2017-03-21,10377391.598397,0.000000,19455.880859,bull
2017-03-22,10377391.598397,0.000000,19041.380859,bull
2017-03-23,10377391.598397,0.000000,19085.310547,bull
2017-03-24,10377391.598397,0.000000,19262.529297,bull
2017-03-27,10377391.598397,0.000000,18985.589844,bull
2017-03-28,10377391.598397,0.000000,19202.869141,bull
2017-03-29,10377391.598397,0.000000,19217.480469,bull
2017-03-30,10377391.598397,0.000000,19063.220703,bull
2017-03-31,10377391.598397,0.000000,18909.259766,bull
2017-04-03,10377391.598397,0.000000,18983.230469,bull
2017-04-04,10377391.598397,0.000000,18810.250000,bull
2017-04-05,10377391.598397,0.000000,18861.269531,bull
2017-04-06,10377391.598397,0.000000,18597.060547,bull
2017-04-07,10377391.598397,0.000000,18664.630859,bull
2017-04-10,10377391.598397,0.000000,18797.880859,bull
2017-04-11,10377391.598397,0.000000,18747.869141,bull
2017-04-12,10377391.598397,0.000000,18552.609375,bull
2017-04-13,10377391.598397,0.000000,18426.839844,bull
2017-04-14,10377391.598397,0.000000,18335.630859,bull
2017-04-17,10377391.598397,0.000000,18355.259766,bull
2017-04-18,10377391.598397,0.000000,18418.589844,bull
2017-04-19,10377391.598397,0.000000,18432.199219,bull
2017-04-20,10377391.598397,0.000000,18430.490234,bull
2017-04-21,10377391.598397,0.000000,18620.750000,bull
2017-04-24,10377391.598397,0.000000,18875.880859,bull
2017-04-25,10377391.598397,0.000000,19079.330078,bull
2017-04-26,10377391.598397,0.000000,19289.429688,bull
2017-04-27,10377391.598397,0.000000,19251.869141,bull
2017-04-28,10377391.598397,0.000000,19196.740234,bull
2017-05-01,10377391.598397,0.000000,19310.519531,bull
2017-05-02,10377391.598397,0.000000,19445.699219,bull
2017-05-08,10377391.598397,0.000000,19895.699219,bull
2017-05-09,10377391.598397,0.000000,19843.000000,bull
2017-05-10,10377391.598397,0.000000,19900.089844,bull
2017-05-11,10377391.598397,0.000000,19961.550781,bull
2017-05-12,10377391.598397,0.000000,19883.900391,bull
2017-05-15,10377391.598397,0.000000,19869.849609,bull
2017-05-16,10377391.598397,0.000000,19919.820312,bull
2017-05-17,10377391.598397,0.000000,19814.880859,bull
2017-05-18,10377391.598397,0.000000,19553.859375,bull
2017-05-19,10377391.598397,0.000000,19590.759766,bull
2017-05-22,10377391.598397,0.000000,19678.279297,bull
2017-05-23,10377391.598397,0.000000,19613.279297,bull
2017-05-24,10377391.598397,0.000000,19742.980469,bull
2017-05-25,10377391.598397,0.000000,19813.130859,bull
2017-05-26,10377391.598397,0.000000,19686.839844,bull
2017-05-29,10377391.598397,0.000000,19682.570312,bull
2017-05-30,10377391.598397,0.000000,19677.849609,bull
2017-05-31,10377391.598397,0.000000,19650.570312,bull
2017-06-01,10377391.598397,0.000000,19860.029297,bull
2017-06-02,10377391.598397,0.000000,20177.279297,bull
2017-06-05,10377391.598397,0.000000,20170.820312,bull
2017-06-06,10377391.598397,0.000000,19979.900391,bull
2017-06-07,10377391.598397,0.000000,19984.619141,bull
2017-06-08,10377391.598397,0.000000,19909.259766,bull
2017-06-09,10377391.598397,0.000000,20013.259766,bull
2017-06-12,10377391.598397,0.000000,19908.580078,bull
2017-06-13,10377391.598397,0.000000,19898.750000,bull
2017-06-14,10377391.598397,0.000000,19883.519531,bull
2017-06-15,10377391.598397,0.000000,19831.820312,bull
2017-06-16,10377391.598397,0.000000,19943.259766,bull
2017-06-19,10377391.598397,0.000000,20067.750000,bull
2017-06-20,10377391.598397,0.000000,20230.410156,bull
2017-06-21,10377391.598397,0.000000,20138.789062,bull
2017-06-22,10377391.598397,0.000000,20110.509766,bull
2017-06-23,10377391.598397,0.000000,20132.669922,bull
2017-06-26,10377391.598397,0.000000,20153.349609,bull
2017-06-27,10377391.598397,0.000000,20225.089844,bull
2017-06-28,10377391.598397,0.000000,20130.410156,bull
2017-06-29,10377391.598397,0.000000,20220.300781,bull
2017-06-30,10377391.598397,0.000000,20033.429688,bull
2017-07-03,10377391.598397,0.000000,20055.800781,bull
2017-07-04,10377391.598397,0.000000,20032.349609,bull
2017-07-05,10377391.598397,0.000000,20081.630859,bull
2017-07-06,10377391.598397,0.000000,19994.060547,bull
2017-07-07,10377391.598397,0.000000,19929.089844,bull
2017-07-10,10377391.598397,0.000000,20080.980469,bull
2017-07-11,10377391.598397,0.000000,20195.480469,bull
2017-07-12,10377391.598397,0.000000,20098.380859,bull
2017-07-13,10377391.598397,0.000000,20099.810547,bull
2017-07-14,10377391.598397,0.000000,20118.859375,bull
2017-07-18,10377391.598397,0.000000,19999.910156,bull
2017-07-19,10377391.598397,0.000000,20020.859375,bull
2017-07-20,10377391.598397,0.000000,20144.589844,bull
2017-07-21,10377391.598397,0.000000,20099.750000,bull
2017-07-24,10377391.598397,0.000000,19975.669922,bull
2017-07-25,10377391.598397,0.000000,19955.199219,bull
2017-07-26,10377391.598397,0.000000,20050.160156,bull
2017-07-27,10377391.598397,0.000000,20079.640625,bull
2017-07-28,10377391.598397,0.000000,19959.839844,bull
2017-07-31,10377391.598397,0.000000,19925.179688,bull
2017-08-01,10377391.598397,0.000000,19985.789062,bull
2017-08-02,10377391.598397,0.000000,20080.039062,bull
2017-08-03,10377391.598397,0.000000,20029.259766,bull
2017-08-04,10377391.598397,0.000000,19952.330078,bull
2017-08-07,10377391.598397,0.000000,20055.890625,bull
2017-08-08,10377391.598397,0.000000,19996.009766,bull
2017-08-09,10377391.598397,0.000000,19738.710938,bull
2017-08-10,10377391.598397,0.000000,19729.740234,bull
2017-08-14,10377391.598397,0.000000,19537.099609,bull
2017-08-15,10377391.598397,0.000000,19753.310547,bull
2017-08-16,10377391.598397,0.000000,19729.279297,bull
2017-08-17,10377391.598397,0.000000,19702.630859,bull
2017-08-18,10377391.598397,0.000000,19470.410156,bull
2017-08-21,10377391.598397,0.000000,19393.130859,bull
2017-08-22,10377391.598397,0.000000,19383.839844,bull
2017-08-23,10377391.598397,0.000000,19434.640625,bull
2017-08-24,10377391.598397,0.000000,19353.769531,bull
2017-08-25,10377391.598397,0.000000,19452.609375,range
2017-08-28,10377391.598397,0.000000,19449.900391,range
2017-08-29,10377391.598397,0.000000,19362.550781,range
2017-08-30,10377391.598397,0.000000,19506.539062,range
2017-08-31,10377391.598397,0.000000,19646.240234,range
2017-09-01,10377391.598397,0.000000,19691.470703,range
2017-09-04,10377391.598397,0.000000,19508.250000,range
2017-09-05,10377391.598397,0.000000,19385.810547,range
2017-09-06,10377391.598397,0.000000,19357.970703,range
2017-09-07,10377391.598397,0.000000,19396.519531,range
2017-09-08,10377391.598397,0.000000,19274.820312,range
2017-09-11,10377391.598397,0.000000,19545.769531,range
2017-09-12,10377391.598397,0.000000,19776.619141,range
2017-09-13,10377391.598397,0.000000,19865.820312,range
2017-09-14,10377391.598397,0.000000,19807.439453,range
2017-09-15,10377391.598397,0.000000,19909.500000,bull
2017-09-19,10377391.598397,0.000000,20299.380859,bull
2017-09-20,10380192.040624,0.600108,20310.460938,bull
2017-09-21,10391545.961902,0.600545,20347.480469,bull
2017-09-22,10358046.659634,0.899481,20296.449219,bull
2017-09-25,10404469.678811,0.899929,20397.580078,bull
2017-09-26,10373534.746625,0.899631,20330.189453,bull
2017-09-27,10344551.627195,0.899350,20267.050781,bull
2017-09-28,10388646.278099,0.899777,20363.109375,bull
2017-09-29,10385511.005150,0.899747,20356.279297,bull
2017-10-02,10405938.245323,0.899943,20400.779297,bull
2017-10-03,10503847.162243,0.900876,20614.070312,bull
2017-10-04,10509626.392850,0.900931,20626.660156,bull
2017-10-05,10510498.746462,0.900939,20628.560547,bull
2017-10-06,10539028.206151,0.901207,20690.710938,bull
2017-10-10,10599988.061360,0.901775,20823.509766,bull
2017-10-11,10626502.052479,0.902020,20881.269531,bull
2017-10-12,10660047.173568,1.000000,20954.720703,bull
2017-10-13,10762024.301303,1.000000,21155.179688,bull
2017-10-16,10813089.868410,1.000000,21255.560547,bull
2017-10-17,10854071.488818,1.000000,21336.119141,bull
2017-10-18,10867772.103758,1.000000,21363.050781,bull
2017-10-19,10911251.609869,1.000000,21448.519531,bull
2017-10-20,10915891.675991,1.000000,21457.640625,bull
2017-10-23,11037480.286625,1.000000,21696.650391,bull
2017-10-24,11092686.143996,1.000000,21805.169922,bull
2017-10-25,11043060.289055,1.000000,21707.619141,bull
2017-10-26,11059420.744896,1.000000,21739.779297,bull
2017-10-27,11196098.015945,1.000000,22008.449219,bull
2017-10-30,11197736.446146,1.000000,22011.669922,bull
2017-10-31,11197705.644851,1.000000,22011.609375,bull
2017-11-01,11405502.113533,1.000000,22420.080078,bull
2017-11-02,11466059.447593,1.000000,22539.119141,bull
2017-11-06,11470755.154765,1.000000,22548.349609,bull
2017-11-07,11668773.702524,1.000000,22937.599609,bull
2017-11-08,11656676.742128,1.000000,22913.820312,bull
2017-11-09,11633728.783418,1.000000,22868.710938,bull
2017-11-10,11538450.440651,1.000000,22681.419922,bull
2017-11-13,11385616.399746,1.000000,22380.990234,bull
2017-11-14,11385117.617478,1.000000,22380.009766,bull
2017-11-15,11206206.802398,1.000000,22028.320312,bull
2017-11-16,11370420.431591,1.000000,22351.119141,bull
2017-11-17,11393659.512223,1.000000,22396.800781,bull
2017-11-20,11324961.693849,1.000000,22261.759766,bull
2017-11-21,11403670.926838,1.000000,22416.480469,bull
2017-11-22,11457935.854312,1.000000,22523.150391,bull
2017-11-24,11472026.950191,1.000000,22550.849609,bull
2017-11-27,11444118.989322,1.000000,22495.990234,bull
2017-11-28,11439158.987162,1.000000,22486.240234,bull
2017-11-29,11495605.838663,1.000000,22597.199219,bull
2017-11-30,11560600.546449,1.000000,22724.960938,bull
2017-12-01,11608454.830106,1.000000,22819.029297,bull
2017-12-04,11551544.965583,1.000000,22707.160156,bull
2017-12-05,11508416.196804,1.000000,22622.380859,bull
2017-12-06,11281862.732776,1.000000,22177.039062,bull
2017-12-07,11445156.297465,1.000000,22498.029297,bull
2017-12-08,11604410.918089,1.000000,22811.080078,bull
2017-12-11,11669348.991236,1.000000,22938.730469,bull
2017-12-12,11632436.122599,1.000000,22866.169922,bull
2017-12-13,11577443.887116,1.000000,22758.070312,bull
2017-12-14,11545078.680717,1.000000,22694.449219,bull
2017-12-15,11473233.168665,1.000000,22553.220703,bull
2017-12-18,11650546.290741,1.000000,22901.769531,bull
2017-12-19,11633367.116594,1.000000,22868.000000,bull
2017-12-20,11645434.269284,1.000000,22891.720703,bull
2017-12-21,11632400.353353,1.000000,22866.099609,bull
2017-12-22,11651050.040960,1.000000,22902.759766,bull
2017-12-25,11669577.516976,1.000000,22939.179688,bull
2017-12-26,11645927.090012,1.000000,22892.689453,bull
2017-12-27,11655349.305653,1.000000,22911.210938,bull
2017-12-28,11590624.854394,1.000000,22783.980469,bull
2017-12-29,11580938.343766,1.000000,22764.939453,bull
2018-01-04,11958097.225935,1.000000,23506.330078,bull
2018-01-05,12064011.951538,1.000000,23714.529297,bull
2018-01-09,12132923.391800,1.000000,23849.990234,bull
2018-01-10,12101489.179395,1.000000,23788.199219,bull
2018-01-11,12061926.405758,1.000000,23710.429688,bull
2018-01-12,12033128.188091,1.000000,23653.820312,bull
2018-01-15,12064190.797770,1.000000,23714.880859,bull
2018-01-16,12184721.234866,1.000000,23951.810547,bull
2018-01-17,12142258.171505,1.000000,23868.339844,bull
2018-01-18,12088857.667485,1.000000,23763.369141,bull
2018-01-19,12111592.997897,1.000000,23808.060547,bull
2018-01-22,12115799.858703,1.000000,23816.330078,bull
2018-01-23,12272393.644834,1.000000,24124.150391,bull
2018-01-24,12179109.437551,1.000000,23940.779297,bull
2018-01-25,12041099.762075,1.000000,23669.490234,bull
2018-01-26,12021967.189642,1.000000,23631.880859,bull
2018-01-29,12020674.528822,1.000000,23629.339844,bull
2018-01-30,11849048.716915,1.000000,23291.970703,bull
2018-01-31,11750519.347091,1.000000,23098.289062,bull
2018-02-01,11947810.586840,1.000000,23486.109375,bull
2018-02-02,11840175.956641,1.000000,23274.529297,bull
2018-02-05,11538786.274131,1.000000,22682.080078,bull
2018-02-06,11160574.683171,0.492516,21610.240234,bull
2018-02-07,11169510.039625,0.492922,21645.369141,bull
2018-02-08,11231952.711044,0.495741,21890.859375,bull
2018-02-09,11102677.190012,0.489870,21382.619141,bull
2018-02-13,11067591.036915,0.488252,21244.679688,bull
2018-02-14,11044569.055737,0.487186,21154.169922,bull
2018-02-15,11123626.542083,0.490830,21464.980469,bull
2018-02-16,11188556.666508,0.493785,21720.250000,bull
2018-02-19,11297666.778119,0.498674,22149.210938,bull
2018-02-20,11240662.025734,0.496132,21925.099609,bull
2018-02-21,11252289.017976,0.496652,21970.810547,bull
2018-02-22,11192674.600993,0.493971,21736.439453,bull
2018-02-23,11232441.060616,0.495763,21892.779297,bull
2018-02-26,11298791.025403,0.498724,22153.630859,bull
2018-02-27,11358877.894514,0.501376,22389.859375,bull
2018-02-28,11277071.144151,0.497758,22068.240234,bull
2018-03-01,11189630.240693,0.493834,21724.470703,bull
2018-03-02,11051556.478651,0.487510,21181.640625,bull
2018-03-05,11016060.469606,0.485859,21042.089844,bull
2018-03-06,11111615.527238,0.490280,21417.759766,bull
2018-03-07,11069636.342293,0.488347,21252.720703,bull
2018-03-08,11098976.563401,0.489699,21368.070312,bull
2018-03-09,11124699.619473,0.490879,21469.199219,bull
2018-03-12,11214953.873515,0.494977,21824.029297,bull
2018-03-13,11251599.466394,0.496621,21968.099609,bull
2018-03-14,11203065.070261,0.494441,21777.289062,bull
2018-03-15,11209846.323214,0.494747,21803.949219,bull
2018-03-16,11177430.940510,0.493281,21676.509766,bull
2018-03-19,11127675.918846,0.491016,21480.900391,bull
2018-03-20,11102257.894958,0.489850,21380.970703,bull
2018-03-22,11155932.629867,0.492305,21591.990234,bull
2018-03-23,10908153.595699,0.480772,20617.859375,bull
2018-03-26,10945859.846091,0.482561,20766.099609,bull
2018-03-27,11086067.839832,0.489105,21317.320312,bull
2018-03-28,11013318.657515,0.485731,21031.310547,bull
2018-03-29,11026115.764019,0.899609,21159.080078,bull
2018-03-30,11164512.720305,0.900854,21454.300781,bull
2018-04-02,11133703.413297,0.900579,21388.580078,bull
2018-04-03,11088563.003634,0.900175,21292.289062,bull
2018-04-04,11101343.065663,0.900290,21319.550781,bull
2018-04-05,11254107.748940,0.901643,21645.419922,bull
2018-04-06,11217588.707959,0.901323,21567.519531,bull
2018-04-09,11269502.788556,0.901777,21678.259766,bull
2018-04-10,11323910.986430,0.902249,21794.320312,bull
2018-04-11,11273646.832168,0.901814,21687.099609,bull
2018-04-12,11261073.697637,0.901704,21660.279297,bull
2018-04-13,11316607.178234,0.902186,21778.740234,bull
2018-04-16,11343229.408034,0.902416,21835.529297,bull
2018-04-17,11348883.289896,0.902465,21847.589844,bull
2018-04-18,11494494.324754,0.903700,22158.199219,bull
2018-04-19,11509955.288174,0.903829,22191.179688,bull
2018-04-20,11496388.718531,0.903716,22162.240234,bull
2018-04-23,11461603.839857,0.903424,22088.039062,bull
2018-04-24,11550711.764824,0.904169,22278.119141,bull
