date,equity,position,close
2016-04-25,10000000.000000,0.000000,17439.300781
2016-04-26,10000000.000000,0.000000,17353.279297
2016-04-27,10000000.000000,0.000000,17290.490234
2016-04-28,10000000.000000,0.000000,16666.050781
2016-05-02,10000000.000000,0.000000,16147.379883
2016-05-06,10000000.000000,0.000000,16106.719727
2016-05-09,10000000.000000,0.000000,16216.030273
2016-05-10,10000000.000000,0.000000,16565.189453
2016-05-11,10000000.000000,0.000000,16579.009766
2016-05-12,10000000.000000,0.000000,16646.339844
2016-05-13,10000000.000000,0.000000,16412.210938
2016-05-16,10000000.000000,0.000000,16466.400391
2016-05-17,10000000.000000,0.000000,16652.800781
2016-05-18,10000000.000000,0.000000,16644.689453
2016-05-19,10000000.000000,0.000000,16646.660156
2016-05-20,10000000.000000,0.000000,16736.349609
2016-05-23,10000000.000000,0.000000,16654.599609
2016-05-24,10000000.000000,0.000000,16498.759766
2016-05-25,10000000.000000,0.000000,16757.349609
2016-05-26,10000000.000000,0.000000,16772.460938
2016-05-27,10000000.000000,0.000000,16834.839844
2016-05-30,10000000.000000,0.000000,17068.019531
2016-05-31,10000000.000000,0.000000,17234.980469
2016-06-01,10000000.000000,0.000000,16955.730469
2016-06-02,10000000.000000,0.000000,16562.550781
2016-06-03,10000000.000000,0.000000,16642.230469
2016-06-06,10000000.000000,0.000000,16580.029297
2016-06-07,10000000.000000,0.000000,16675.449219
2016-06-08,10000000.000000,0.000000,16830.919922
2016-06-09,10000000.000000,0.000000,16668.410156
2016-06-10,10000000.000000,0.000000,16601.359375
2016-06-13,10000000.000000,0.000000,16019.179688
2016-06-14,10000000.000000,0.000000,15859.000000
2016-06-15,10000000.000000,0.000000,15919.580078
2016-06-16,10000000.000000,0.000000,15434.139648
2016-06-17,10000000.000000,0.000000,15599.660156
2016-06-20,10000000.000000,0.000000,15965.299805
2016-06-21,10000000.000000,0.000000,16169.110352
2016-06-22,10000000.000000,0.000000,16065.719727
2016-06-23,10000000.000000,0.000000,16238.349609
2016-06-24,10000000.000000,0.000000,14952.019531
2016-06-27,10000000.000000,0.000000,15309.209961
2016-06-28,10000000.000000,0.000000,15323.139648
2016-06-29,10000000.000000,0.000000,15566.830078
2016-06-30,10000000.000000,0.000000,15575.919922
2016-07-01,10000000.000000,0.000000,15682.480469
2016-07-04,10000000.000000,0.000000,15775.799805
2016-07-05,10000000.000000,0.000000,15669.330078
2016-07-06,10000000.000000,0.000000,15378.990234
2016-07-07,10000000.000000,0.000000,15276.240234
2016-07-08,10000000.000000,0.000000,15106.980469
2016-07-11,10000000.000000,0.000000,15708.820312
2016-07-12,10000000.000000,0.000000,16095.650391
2016-07-13,10000000.000000,0.000000,16231.429688
2016-07-14,10000000.000000,0.000000,16385.890625
2016-07-15,10000000.000000,0.000000,16497.849609
2016-07-19,10000000.000000,0.000000,16723.310547
2016-07-20,10000000.000000,0.000000,16681.890625
2016-07-21,10000000.000000,0.000000,16810.220703
2016-07-22,10000000.000000,0.000000,16627.250000
2016-07-25,10000000.000000,0.000000,16620.289062
2016-07-26,10000000.000000,0.000000,16383.040039
2016-07-27,10000000.000000,0.000000,16664.820312
2016-07-28,10000000.000000,0.000000,16476.839844
2016-07-29,10000000.000000,0.000000,16569.269531
2016-08-01,10000000.000000,0.000000,16635.769531
2016-08-02,10000000.000000,0.000000,16391.449219
2016-08-03,10000000.000000,0.000000,16083.110352
2016-08-04,10000000.000000,0.000000,16254.889648
2016-08-05,10000000.000000,0.000000,16254.450195
2016-08-08,10000000.000000,0.000000,16650.570312
2016-08-09,10000000.000000,0.000000,16764.970703
2016-08-10,10000000.000000,0.000000,16735.119141
2016-08-12,10000000.000000,0.000000,16919.919922
2016-08-15,10000000.000000,0.000000,16869.560547
2016-08-16,10000000.000000,0.000000,16596.509766
2016-08-17,10000000.000000,0.000000,16745.640625
2016-08-18,10000000.000000,0.000000,16486.009766
2016-08-19,10000000.000000,0.000000,16545.820312
2016-08-22,10000000.000000,0.000000,16598.189453
2016-08-23,10000000.000000,0.000000,16497.359375
2016-08-24,10000000.000000,0.000000,16597.300781
2016-08-25,10000000.000000,0.000000,16555.949219
2016-08-26,10000000.000000,0.000000,16360.709961
2016-08-29,10000000.000000,0.000000,16737.490234
2016-08-30,10000000.000000,0.000000,16725.359375
2016-08-31,10000000.000000,0.000000,16887.400391
2016-09-01,10000000.000000,0.000000,16926.839844
2016-09-02,10000000.000000,0.000000,16925.679688
2016-09-05,10000000.000000,0.000000,17037.630859
2016-09-06,10000000.000000,0.000000,17081.980469
2016-09-07,10000000.000000,0.000000,17012.439453
2016-09-08,10000000.000000,0.000000,16958.769531
2016-09-09,9994107.882930,0.349617,16965.759766
2016-09-12,9933797.350386,0.345668,16672.919922
2016-09-13,9952689.292651,0.000000,16729.039062
2016-09-14,9952689.292651,0.000000,16614.240234
2016-09-15,9952689.292651,0.000000,16405.009766
2016-09-16,9952689.292651,0.000000,16519.289062
2016-09-20,9952689.292651,0.000000,16492.150391
2016-09-21,9952689.292651,0.000000,16807.619141
2016-09-23,9952689.292651,0.000000,16754.019531
2016-09-26,9952689.292651,0.000000,16544.560547
2016-09-27,9952689.292651,0.000000,16683.929688
2016-09-28,9952689.292651,0.000000,16465.400391
2016-09-29,9952689.292651,0.000000,16693.710938
2016-09-30,9952689.292651,0.000000,16449.839844
2016-10-03,9952689.292651,0.000000,16598.669922
2016-10-04,9952689.292651,0.000000,16735.650391
2016-10-05,9952689.292651,0.000000,16819.240234
2016-10-06,9952689.292651,0.000000,16899.099609
2016-10-07,9952689.292651,0.000000,16860.089844
2016-10-11,9952689.292651,0.000000,17024.759766
2016-10-12,9952689.292651,0.000000,16840.000000
2016-10-13,9952689.292651,0.000000,16774.240234
2016-10-14,9952689.292651,0.000000,16856.369141
2016-10-17,9952689.292651,0.000000,16900.119141
2016-10-18,9952689.292651,0.000000,16963.609375
2016-10-19,9952689.292651,0.000000,16998.910156
2016-10-20,9952689.292651,0.000000,17235.500000
2016-10-21,9952689.292651,0.000000,17184.589844
2016-10-24,9952689.292651,0.000000,17234.419922
2016-10-25,9952689.292651,0.000000,17365.250000
2016-10-26,9965315.323014,0.350824,17391.839844
2016-10-27,9954174.938936,0.350097,17336.419922
2016-10-28,9975865.764850,0.749980,17446.410156
2016-10-31,9966692.629402,0.749750,17425.019531
2016-11-01,9974146.220741,0.749937,17442.400391
2016-11-02,9842183.564682,0.746584,17134.679688
2016-11-04,9743842.058185,0.744027,16905.359375
2016-11-07,9860422.625813,0.747053,17177.210938
2016-11-08,9865590.521706,0.559268,17171.380859
2016-11-09,9570026.990342,0.545657,16251.540039
2016-11-10,9784136.795883,0.258745,17344.419922
2016-11-11,9788569.475830,0.259080,17374.789062
2016-11-14,9832040.755815,0.262356,17672.619141
2016-11-15,9825407.638374,0.749766,17668.150391
2016-11-16,9906321.401561,0.751810,17862.210938
2016-11-17,9906496.488459,0.751814,17862.630859
2016-11-18,9950184.334087,0.752904,17967.410156
2016-11-21,10007977.668821,0.754331,18106.019531
2016-11-22,10031710.494238,0.754912,18162.939453
2016-11-24,10102788.445554,0.756636,18333.410156
2016-11-25,10122723.106823,0.757116,18381.220703
2016-11-28,10112578.653397,0.756872,18356.890625
2016-11-29,10091792.988368,0.756371,18307.039062
2016-11-30,10092393.984324,0.756386,18308.480469
2016-12-01,10177718.308623,0.758428,18513.119141
2016-12-02,10141427.273662,0.757563,18426.080078
2016-12-05,10078430.193451,0.756048,18274.990234
2016-12-06,10114099.873514,0.756908,18360.539062
2016-12-07,10170867.931949,0.758265,18496.689453
2016-12-08,10282936.576307,0.760900,18765.470703
2016-12-09,10362862.086303,0.572699,18996.369141
2016-12-12,10412430.317538,0.574733,19155.029297
2016-12-13,10442263.150999,0.575948,19250.519531
2016-12-14,10443228.472684,0.575987,19253.609375
2016-12-15,10449532.962985,0.576243,19273.789062
2016-12-16,10489322.888271,0.577851,19401.150391
2016-12-19,10496812.989655,1.000000,19391.599609
2016-12-20,10552529.573255,1.000000,19494.529297
2016-12-21,10525443.067148,1.000000,19444.490234
2016-12-22,10516338.110450,1.000000,19427.669922
2016-12-26,10499541.727838,1.000000,19396.640625
2016-12-27,10503016.877939,1.000000,19403.060547
2016-12-28,10502291.610835,1.000000,19401.720703
2016-12-29,10384500.198213,0.748476,19145.140625
2016-12-30,10372007.578081,0.748173,19114.369141
2017-01-04,10566793.335829,0.752815,19594.160156
2017-01-05,10536965.668960,0.752116,19520.689453
2017-01-06,10510025.062067,0.751480,19454.330078
2017-01-10,10447954.462007,0.750004,19301.439453
2017-01-11,10473624.794229,0.750617,19364.669922
2017-01-12,10380261.191725,0.748374,19134.699219
2017-01-13,10430788.871656,0.562718,19287.279297
2017-01-16,10372346.698488,0.560254,19095.240234
2017-01-17,10286615.185437,0.556589,18813.529297
2017-01-18,10311216.722676,0.557647,18894.369141
2017-01-19,10365350.209122,0.559957,19072.250000
2017-01-20,10385332.197015,0.560804,19137.910156
2017-01-23,10305242.507797,0.749530,18891.029297
2017-01-24,10263112.328961,0.748501,18787.990234
2017-01-25,10373308.349270,0.751173,19057.500000
2017-01-26,10514325.778561,0.754510,19402.390625
2017-01-27,10540906.698316,0.755129,19467.400391
2017-01-30,10500611.669054,0.754190,19368.849609
2017-01-31,10366700.852499,0.751015,19041.339844
2017-02-01,10410344.350937,0.752058,19148.080078
2017-02-02,10314871.852259,0.749763,18914.580078
2017-02-03,10316351.631267,0.749799,18918.199219
2017-02-06,10340275.656925,0.750378,18976.710938
2017-02-07,10313317.804794,0.749726,18910.779297
2017-02-08,10352905.287266,0.750683,19007.599609
2017-02-09,10312046.456612,0.749695,18907.669922
2017-02-10,10504733.169034,0.754286,19378.929688
2017-02-13,10537533.472987,0.755051,19459.150391
2017-02-14,10447511.320631,0.752940,19238.980469
2017-02-15,10528877.604301,0.754850,19437.980469
2017-02-16,10491894.309281,0.753986,19347.529297
2017-02-17,10445728.079117,0.752898,19234.619141
2017-02-20,10452458.558062,0.753057,19251.080078
2017-02-21,10505759.351455,0.754310,19381.439453
2017-02-22,10505117.288680,0.754295,19379.869141
2017-02-23,10501679.377923,0.754215,19371.460938
2017-02-24,10465730.251179,0.753370,19283.539062
2017-02-27,10393740.160354,0.751662,19107.470703
2017-02-28,10398450.217879,0.751775,19118.990234
2017-03-01,10510706.588886,0.754426,19393.539062
2017-03-02,10580731.360693,0.756051,19564.800781
2017-03-03,10541630.216816,0.755146,19469.169922
2017-03-06,10504819.416273,0.754288,19379.140625
2017-03-07,10490512.756294,0.753953,19344.150391
2017-03-08,10453664.422230,0.753086,19254.029297
2017-03-09,10480057.674382,0.753708,19318.580078
2017-03-10,10580585.143795,0.567292,19604.609375
2017-03-13,10589507.039489,0.567657,19633.750000
2017-03-14,10582082.491437,0.567353,19609.500000
2017-03-15,10572248.672758,0.566951,19577.380859
2017-03-16,10576155.291027,0.567111,19590.140625
2017-03-17,10555167.308784,0.566250,19521.589844
2017-03-21,10535049.390766,0.565422,19455.880859
2017-03-22,10408143.198292,0.560123,19041.380859
2017-03-23,10421593.015849,0.560691,19085.310547
2017-03-24,10475851.536470,0.562966,19262.529297
2017-03-27,10391061.834318,0.559400,18985.589844
2017-03-28,10457585.569589,0.562203,19202.869141
2017-03-29,10462059.075064,0.562390,19217.480469
2017-03-30,10414829.836204,0.560405,19063.220703
2017-03-31,10367692.088634,0.558407,18909.259766
2017-04-03,10390339.471718,0.559369,18983.230469
2017-04-04,10337378.572655,0.557112,18810.250000
2017-04-05,10352999.065907,0.557780,18861.269531
2017-04-06,10272107.012289,0.554298,18597.060547
2017-04-07,10292794.807425,0.555193,18664.630859
2017-04-10,10333591.550844,0.556950,18797.880859
2017-04-11,10318279.616451,0.556292,18747.869141
2017-04-12,10258497.533463,0.553706,18552.609375
2017-04-13,10219991.062196,0.552025,18426.839844
2017-04-14,10192065.887463,0.550797,18335.630859
2017-04-17,10198075.609429,0.551062,18355.259766
2017-04-18,10217465.185023,0.551914,18418.589844
2017-04-19,10221631.925586,0.552097,18432.199219
2017-04-20,10221108.691086,0.552074,18430.490234
2017-04-21,10279359.939425,0.554612,18620.750000
2017-04-24,10357472.571382,0.557971,18875.880859
2017-04-25,10419761.994092,0.560614,19079.330078
2017-04-26,10484087.546483,0.563309,19289.429688
2017-04-27,10472587.749158,0.562830,19251.869141
2017-04-28,10455709.101179,0.562124,19196.740234
2017-05-01,10490544.559197,0.563578,19310.519531
2017-05-02,10531932.109114,0.565293,19445.699219
2017-05-08,10669707.227602,0.570906,19895.699219
2017-05-09,10656343.062179,0.499086,19843.000000
2017-05-10,10671644.615522,0.499805,19900.089844
2017-05-11,10688117.734940,0.500576,19961.550781
2017-05-12,10667305.423744,0.499601,19883.900391
2017-05-15,10663539.451293,0.499425,19869.849609
2017-05-16,10676932.890988,0.500052,19919.820312
2017-05-17,10648806.405884,0.498732,19814.880859
2017-05-18,10578845.903202,0.495417,19553.859375
2017-05-19,10588736.161406,0.495888,19590.759766
2017-05-22,10612193.657311,0.497003,19678.279297
2017-05-23,10594771.977692,0.496175,19613.279297
2017-05-24,10629535.243270,0.497823,19742.980469
2017-05-25,10648337.360664,0.498710,19813.130859
2017-05-26,10614488.105080,0.497111,19686.839844
2017-05-29,10613343.760379,0.497057,19682.570312
2017-05-30,10612078.489958,0.496997,19677.849609
2017-05-31,10604766.933490,0.496650,19650.570312
2017-06-01,10660907.353783,0.499301,19860.029297
2017-06-02,10745938.551614,0.503263,20177.279297
2017-06-05,10744207.376900,0.503183,20170.820312
2017-06-06,10693035.904411,0.500805,19979.900391
2017-06-07,10694300.651345,0.500864,19984.619141
2017-06-08,10674102.391537,0.499920,19909.259766
2017-06-09,10701977.078927,0.501222,20013.259766
2017-06-12,10673920.638305,0.499847,19908.580078
2017-06-13,10671286.262529,0.499724,19898.750000
2017-06-14,10667204.628852,0.499532,19883.519531
2017-06-15,10653349.686117,0.498881,19831.820312
2017-06-16,10683214.494112,0.500282,19943.259766
2017-06-19,10716576.798417,0.501838,20067.750000
2017-06-20,10760168.311105,0.503856,20230.410156
2017-06-21,10735614.651728,0.502721,20138.789062
2017-06-22,10728036.045160,0.502370,20110.509766
2017-06-23,10733974.775053,0.502645,20132.669922
2017-06-26,10739516.752147,0.502902,20153.349609
2017-06-27,10758742.513446,0.503790,20225.089844
2017-06-28,10733369.177443,0.502617,20130.410156
2017-06-29,10757459.086186,0.503731,20220.300781
2017-06-30,10707379.251997,0.501410,20033.429688
2017-07-03,10713374.511313,0.501689,20055.800781
2017-07-04,10707089.800417,0.501396,20032.349609
2017-07-05,10720296.748474,0.502011,20081.630859
2017-07-06,10696828.663380,0.500918,19994.060547
2017-07-07,10679417.077809,0.500104,19929.089844
2017-07-10,10720122.449422,0.502003,20080.980469
2017-07-11,10750807.457464,0.503424,20195.480469
2017-07-12,10724785.603363,0.502219,20098.380859
2017-07-13,10725168.747227,0.502237,20099.810547
2017-07-14,10730273.668137,0.502474,20118.859375
2017-07-18,10698396.308015,0.500991,19999.910156
2017-07-19,10704010.517149,0.501253,20020.859375
2017-07-20,10737169.210849,0.502793,20144.589844
2017-07-21,10725152.521189,0.502236,20099.750000
2017-07-24,10691900.135205,0.500688,19975.669922
2017-07-25,10686414.164113,0.500432,19955.199219
2017-07-26,10711862.872680,0.501619,20050.160156
2017-07-27,10719763.382904,0.501986,20079.640625
2017-07-28,10687657.811409,0.500490,19959.839844
2017-07-31,10678369.189809,0.500055,19925.179688
2017-08-01,10694611.977226,0.500815,19985.789062
2017-08-02,10719870.160702,0.501991,20080.039062
2017-08-03,10706261.749060,0.501358,20029.259766
2017-08-04,10685645.259282,0.500396,19952.330078
2017-08-07,10713398.588660,0.501690,20055.890625
2017-08-08,10697351.037118,0.500942,19996.009766
2017-08-09,10628397.180259,0.497705,19738.710938
2017-08-10,10625993.109539,0.497591,19729.740234
2017-08-14,10574367.090959,0.495138,19537.099609
2017-08-15,10632309.749090,0.497890,19753.310547
2017-08-16,10625869.582282,0.497585,19729.279297
2017-08-17,10618728.031898,0.497247,19702.630859
2017-08-18,10556494.895277,0.494283,19470.410156
2017-08-21,10535784.713215,0.493289,19393.130859
2017-08-22,10533294.801519,0.493170,19383.839844
2017-08-23,10546908.970788,0.493824,19434.640625
2017-08-24,10525236.218280,0.492782,19353.769531
2017-08-25,10551724.440117,0.494055,19452.609375
2017-08-28,10550998.455774,0.494020,19449.900391
2017-08-29,10527589.517205,0.492895,19362.550781
2017-08-30,10566177.129154,0.494747,19506.539062
2017-08-31,10603615.832931,0.496531,19646.240234
2017-09-01,10615737.206707,0.497106,19691.470703
2017-09-04,10566635.645581,0.494769,19508.250000
2017-09-05,10533822.932884,0.493195,19385.810547
2017-09-06,10526362.095946,0.492836,19357.970703
2017-09-07,10536692.847920,0.493333,19396.519531
2017-09-08,10504078.511623,0.491760,19274.820312
2017-09-11,10576690.554910,0.495249,19545.769531
2017-09-12,10638556.250284,0.498184,19776.619141
2017-09-13,10662461.391562,0.499309,19865.820312
2017-09-14,10646815.827025,0.498574,19807.439453
2017-09-15,10674167.169398,0.499859,19909.500000
2017-09-19,10778651.862022,0.504707,20299.380859
2017-09-20,10781621.226969,0.504843,20310.460938
2017-09-21,10791542.140629,0.505298,20347.480469
2017-09-22,10762735.777209,0.748919,20296.449219
2017-09-25,10802898.328171,0.749853,20397.580078
2017-09-26,10776135.187546,0.749231,20330.189453
2017-09-27,10751060.644103,0.748647,20267.050781
2017-09-28,10789208.823508,0.749535,20363.109375
2017-09-29,10786496.364003,0.749472,20356.279297
2017-10-02,10804168.848236,0.749882,20400.779297
2017-10-03,10888874.064208,0.751828,20614.070312
2017-10-04,10893873.925223,0.751942,20626.660156
2017-10-05,10894628.635860,0.751959,20628.560547
2017-10-06,10919310.698746,0.752520,20690.710938
2017-10-10,10972049.691920,0.753709,20823.509766
2017-10-11,10994988.086242,0.754223,20881.269531
2017-10-12,11023712.082761,1.000000,20954.720703
2017-10-13,11129168.135335,1.000000,21155.179688
2017-10-16,11181975.791808,1.000000,21255.560547
2017-10-17,11224355.490200,1.000000,21336.119141
2017-10-18,11238523.498277,1.000000,21363.050781
2017-10-19,11283486.297133,1.000000,21448.519531
2017-10-20,11288284.657980,1.000000,21457.640625
2017-10-23,11414021.234408,1.000000,21696.650391
2017-10-24,11471110.426138,1.000000,21805.169922
2017-10-25,11419791.597260,1.000000,21707.619141
2017-10-26,11436710.186062,1.000000,21739.779297
2017-10-27,11578050.168876,1.000000,22008.449219
2017-10-30,11579744.493723,1.000000,22011.669922
2017-10-31,11579712.641649,1.000000,22011.609375
2017-11-01,11794598.036176,1.000000,22420.080078
2017-11-02,11857221.268916,1.000000,22539.119141
2017-11-06,11862077.168994,1.000000,22548.349609
2017-11-07,12066851.071209,1.000000,22937.599609
2017-11-08,12054341.425961,1.000000,22913.820312
2017-11-09,12030610.603237,1.000000,22868.710938
2017-11-10,11932081.863046,1.000000,22681.419922
2017-11-13,11774033.926114,1.000000,22380.990234
2017-11-14,11773518.128010,1.000000,22380.009766
2017-11-15,11588503.814113,1.000000,22028.320312
2017-11-16,11758319.551212,1.000000,22351.119141
2017-11-17,11782351.427410,1.000000,22396.800781
2017-11-20,11711309.999719,1.000000,22261.759766
2017-11-21,11792704.378994,1.000000,22416.480469
2017-11-22,11848820.541232,1.000000,22523.150391
2017-11-24,11863392.351410,1.000000,22550.849609
2017-11-27,11834532.317263,1.000000,22495.990234
2017-11-28,11829403.105839,1.000000,22486.240234
2017-11-29,11887775.627911,1.000000,22597.199219
2017-11-30,11954987.614300,1.000000,22724.960938
2017-12-01,12004474.435172,1.000000,22819.029297
