nikkei_event_date,nikkei_event_type,code,ticker,company,sector,normalized_top30_weight,component_breakdown20,component_breakdown60,component_volume_down,component_breakdown20_volume_confirmed,component_breakdown60_volume_confirmed,component_near_support20,component_low_volume_pullback,component_volume_ratio_60d,component_1d_return
2016-09-15,near_support_20d,8058,8058.T,MITSUBISHI CORP.,Materials,0.01634046,False,False,False,False,False,False,False,0.881045,-0.00190609
2016-09-15,near_support_20d,7203,7203.T,TOYOTA MOTOR CORP.,Technology,0.01619648,False,False,False,False,False,True,True,0.645172,-0.01322314
2016-09-15,near_support_20d,6988,6988.T,NITTO DENKO CORP.,Materials,0.01569411,False,False,False,False,False,True,False,1.148719,0.00242899
2016-09-15,near_support_20d,4062,4062.T,"IBIDEN CO., LTD.",Technology,0.01510409,False,False,False,False,False,False,False,0.521296,-0.00531915
2016-09-15,near_support_20d,6920,6920.T,LASERTEC CORP.,Technology,0.01366583,False,False,False,False,False,False,False,1.682201,0.04018110
2016-09-15,near_support_20d,7741,7741.T,HOYA CORP.,Technology,0.01360010,False,False,False,False,False,False,False,0.630485,-0.01347305
2016-09-15,near_support_20d,4503,4503.T,ASTELLAS PHARMA INC.,Technology,0.01290366,False,False,False,False,False,False,False,0.596021,-0.00878294
2016-09-15,near_support_20d,6146,6146.T,DISCO CORP.,Technology,0.01254683,False,False,False,False,False,False,False,0.766836,0.00086428
2016-09-15,near_support_20d,9735,9735.T,"SECOM CO., LTD.",Consumer Goods,0.01236686,False,False,False,False,False,False,False,1.167044,-0.01904145
2016-09-15,near_support_20d,8031,8031.T,"MITSUI & CO., LTD.",Materials,0.01220879,False,False,False,False,False,False,False,1.030088,-0.01366322
2016-09-15,near_support_20d,7832,7832.T,BANDAI NAMCO HOLDINGS INC.,Capital Goods/Others,0.01188483,False,False,False,False,False,False,False,1.186632,-0.02883973
2016-09-15,near_support_20d,4578,4578.T,"OTSUKA HOLDINGS CO., LTD.",Technology,0.01127916,False,False,False,False,False,False,False,0.596577,-0.00400178
2016-09-15,near_support_20d,8766,8766.T,"TOKIO MARINE HOLDINGS, INC.",Financials,0.01123064,False,False,False,False,False,True,True,0.837629,-0.01876265
2016-09-28,near_support_20d,6857,6857.T,ADVANTEST CORP.,Technology,0.16661606,False,False,False,False,False,False,False,0.705273,-0.01407407
