date,close,ma50,ma200,ma200_slope20,component_above_200d_weighted_breadth,component_above_200d_count,component_valid_count,market_regime,confirmed_regime
2019-05-08,21602.589844,21653.285859,21890.144531,-0.00167161,0.76466353,18,30,range,range
2019-05-09,21402.130859,21655.275469,21886.894287,-0.00157149,0.72023707,16,30,range,range
2019-05-10,21344.919922,21653.544063,21882.634434,-0.00150313,0.71532758,16,30,range,range
2019-05-13,21191.279297,21648.085039,21878.929775,-0.00140815,0.70278074,15,30,range,range
2019-05-14,21067.230469,21640.919453,21873.326123,-0.00144128,0.70278074,15,30,range,range
2019-05-15,21188.560547,21634.126055,21866.282178,-0.00152373,0.70296072,15,30,range,range
2019-05-16,21062.980469,21626.397852,21858.610332,-0.00164776,0.73644138,16,30,range,range
2019-05-17,21250.089844,21620.269453,21851.373984,-0.00184900,0.75287887,17,30,range,range
2019-05-20,21301.730469,21618.600859,21843.911689,-0.00203377,0.63827809,16,30,range,range
2019-05-21,21272.449219,21611.996055,21836.450537,-0.00225523,0.57712930,13,30,range,range
2019-05-22,21283.369141,21601.222656,21829.377979,-0.00251112,0.61060995,14,30,range,range
2019-05-23,21151.140625,21589.719883,21823.148730,-0.00278206,0.62184060,15,30,range,range
2019-05-24,21117.220703,21580.128086,21816.182432,-0.00304301,0.62184060,15,30,range,range
2019-05-27,21182.580078,21574.659492,21809.024082,-0.00335392,0.62184060,15,30,range,range
2019-05-28,21260.140625,21579.351094,21802.390439,-0.00364512,0.62184060,15,30,range,range
2019-05-29,21003.369141,21576.916680,21793.843535,-0.00402552,0.62184060,15,30,range,range
2019-05-30,20942.529297,21565.693477,21785.831982,-0.00447992,0.60817477,14,30,range,range
2019-05-31,20601.189453,21551.912461,21776.069326,-0.00504471,0.59694413,13,30,range,range
2019-06-03,20410.880859,21534.389687,21764.390234,-0.00570137,0.52206847,13,30,range,range
2019-06-04,20408.539062,21513.543477,21753.870283,-0.00626749,0.50292660,12,30,range,range
2019-06-05,20776.099609,21497.375469,21745.124883,-0.00662488,0.52206847,13,30,range,range
2019-06-06,20774.039062,21481.519258,21736.458477,-0.00687333,0.59580791,13,30,range,range
2019-06-07,20884.710938,21467.035078,21727.568330,-0.00708626,0.59580791,13,30,range,range
2019-06-10,21134.419922,21457.176680,21720.018877,-0.00726319,0.60947374,14,30,range,range
2019-06-11,21204.279297,21461.720078,21713.048320,-0.00732755,0.75263786,17,30,range,range
2019-06-12,21129.720703,21455.746680,21707.206523,-0.00727493,0.62567022,15,30,range,range
2019-06-13,21032.000000,21448.812070,21703.079375,-0.00711532,0.62567022,15,30,range,range
2019-06-14,21116.890625,21450.474687,21696.883428,-0.00707006,0.62437125,15,30,range,range
2019-06-17,21124.000000,21448.838477,21691.482324,-0.00697812,0.65808509,17,30,range,range
2019-06-18,20972.710938,21438.112109,21685.385684,-0.00691801,0.61434411,15,30,range,range
2019-06-19,21333.869141,21434.683281,21680.703125,-0.00681077,0.68163251,18,30,range,range
2019-06-20,21462.859375,21429.676250,21677.022422,-0.00669593,0.71145570,20,30,range,range
2019-06-21,21258.640625,21420.350078,21672.216973,-0.00659902,0.65980036,16,30,range,range
2019-06-24,21285.990234,21409.919883,21666.834170,-0.00651977,0.68626500,17,30,range,range
2019-06-25,21193.810547,21398.563086,21660.749121,-0.00649660,0.69749564,18,30,range,range
2019-06-26,21086.589844,21384.243086,21653.173223,-0.00645459,0.69881183,18,30,range,range
2019-06-27,21338.169922,21377.255078,21645.865869,-0.00642464,0.65998034,16,30,range,range
2019-06-28,21275.919922,21368.545859,21638.178115,-0.00633224,0.68644498,17,30,range,range
2019-07-01,21729.970703,21365.734062,21632.586865,-0.00605592,0.87014489,23,30,range,range
2019-07-02,21754.269531,21357.437266,21627.010713,-0.00583159,0.87014489,23,30,range,range
2019-07-03,21638.160156,21345.767266,21620.875762,-0.00571388,0.85777804,22,30,range,range
2019-07-04,21702.449219,21334.256836,21615.851104,-0.00554862,0.85777804,22,30,range,range
2019-07-05,21746.380859,21327.382070,21611.098506,-0.00536046,0.85777804,22,30,range,range
2019-07-08,21534.349609,21314.057852,21605.866104,-0.00525565,0.84050169,21,30,range,range
2019-07-09,21565.150391,21301.002852,21601.252158,-0.00514880,0.85777804,22,30,range,range
2019-07-10,21533.480469,21286.477656,21597.384258,-0.00505925,0.85777804,22,30,range,range
2019-07-11,21643.529297,21275.348242,21593.736455,-0.00503813,0.85777804,22,30,range,range
2019-07-12,21685.900391,21262.914648,21588.842510,-0.00497956,0.83062010,21,30,range,range
2019-07-16,21535.250000,21248.445039,21583.495713,-0.00497830,0.81081309,20,30,range,range
2019-07-17,21469.179688,21239.354219,21576.735010,-0.00501032,0.79353675,19,30,range,range
2019-07-18,21046.240234,21228.227227,21566.492861,-0.00526783,0.78132796,18,30,range,range
2019-07-19,21466.990234,21229.524414,21556.725117,-0.00554953,0.79353675,19,30,range,range
2019-07-22,21416.789062,21230.961797,21545.446465,-0.00584945,0.79353675,19,30,range,range
2019-07-23,21620.880859,21239.553828,21535.176221,-0.00607647,0.82069468,20,30,range,range
2019-07-24,21709.570312,21252.400625,21524.374424,-0.00629594,0.82069468,20,30,range,range
2019-07-25,21756.550781,21263.760430,21513.455879,-0.00645251,0.82069468,20,30,range,range
2019-07-26,21658.150391,21275.663828,21501.577686,-0.00666585,0.82069468,20,30,range,range
2019-07-29,21616.800781,21282.998047,21490.677988,-0.00681666,0.82069468,20,30,range,range
2019-07-30,21709.310547,21291.149648,21478.624346,-0.00711716,0.82069468,20,30,range,range
2019-07-31,21521.529297,21296.131250,21465.003193,-0.00749098,0.82069468,20,30,range,range
2019-08-01,21540.990234,21301.283672,21451.355049,-0.00784060,0.83869721,20,30,range,range
2019-08-02,21087.160156,21300.004063,21436.236045,-0.00830941,0.81153927,19,30,range,range
2019-08-05,20720.289062,21292.065430,21419.959395,-0.00884449,0.78132796,18,30,range,range
2019-08-06,20585.310547,21280.120039,21403.967344,-0.00934463,0.78132796,18,30,range,range
2019-08-07,20516.560547,21265.248437,21389.203193,-0.00981651,0.74784730,17,30,range,range
2019-08-08,20593.349609,21257.048047,21374.639746,-0.01031349,0.74784730,17,30,range,range
2019-08-09,20684.820312,21251.893867,21365.109551,-0.01058765,0.79860431,19,30,range,range
2019-08-13,20455.439453,21248.978867,21353.913447,-0.01088197,0.67771838,17,30,range,range
2019-08-14,20655.130859,21253.863867,21345.832598,-0.01101134,0.79860431,19,30,range,range
2019-08-15,20405.650391,21253.806094,21335.114648,-0.01119819,0.74563435,17,30,range,range
2019-08-16,20418.810547,21246.660313,21323.003105,-0.01129019,0.69170973,17,30,range,range
2019-08-19,20563.160156,21242.442734,21312.528105,-0.01132811,0.77911501,18,30,range,range
2019-08-20,20677.220703,21238.292930,21303.253809,-0.01124101,0.79860431,19,30,range,range
2019-08-21,20618.570312,21227.975937,21293.272559,-0.01123295,0.71119903,18,30,range,range
2019-08-22,20628.009766,21216.450547,21286.358711,-0.01105796,0.69170973,17,30,range,range
2019-08-23,20710.910156,21208.074336,21279.457363,-0.01087684,0.69170973,17,30,range,range
2019-08-26,20261.039062,21192.655117,21274.418906,-0.01056475,0.66320274,15,30,range,range
2019-08-27,20456.080078,21179.438906,21270.776309,-0.01023242,0.66320274,15,30,range,range
2019-08-28,20479.419922,21166.547305,21267.424404,-0.00983303,0.67448190,16,30,range,range
2019-08-29,20460.929688,21156.311680,21262.442607,-0.00943678,0.65442606,15,30,range,range
2019-08-30,20704.369141,21143.721680,21256.362148,-0.00909000,0.68571254,17,30,range,range
2019-09-02,20620.189453,21126.868281,21251.024844,-0.00864010,0.64314690,14,30,range,range
2019-09-03,20625.160156,21114.198672,21242.932344,-0.00826458,0.71322105,17,30,range,range
2019-09-04,20649.140625,21101.461680,21236.683096,-0.00781557,0.68463737,16,30,range,range
2019-09-05,21085.939453,21099.304258,21231.374043,-0.00737892,0.75522015,20,30,range,range
2019-09-06,21199.570312,21101.563867,21226.942891,-0.00690991,0.77350595,21,30,range,range
2019-09-09,21318.419922,21101.168867,21221.100391,-0.00674039,0.79808159,23,30,range,range
2019-09-10,21392.099609,21103.492461,21216.809639,-0.00642055,0.79281683,22,30,range,range
2019-09-11,21597.759766,21100.848242,21213.449033,-0.00620185,0.80518369,23,30,range,range
2019-09-12,21759.609375,21100.955039,21213.194482,-0.00571453,0.82523953,24,30,range,range
2019-09-13,21988.289062,21107.957617,21213.903525,-0.00511652,0.84093363,25,30,range,range
2019-09-17,22001.320312,21113.935039,21214.892031,-0.00458116,0.84251588,25,30,range,range
2019-09-18,21960.710938,21118.221641,21216.293887,-0.00408200,0.84251588,25,30,range,range
2019-09-19,22044.449219,21128.423633,21217.410332,-0.00356273,0.84251588,25,30,range,range
2019-09-20,22079.089844,21138.702422,21219.890186,-0.00312259,0.84251588,25,30,range,range
2019-09-24,22098.839844,21150.009609,21222.846689,-0.00266034,0.84251588,25,30,range,range
2019-09-25,22020.150391,21157.542031,21224.714687,-0.00233634,0.84251588,25,30,range,range
2019-09-26,22048.240234,21164.788828,21225.895889,-0.00210996,0.88056016,27,30,range,range
2019-09-27,21878.900391,21171.661836,21225.528389,-0.00196996,0.84251588,25,30,range,range
2019-09-30,21755.839844,21177.395039,21223.422490,-0.00183517,0.83123672,24,30,range,range
2019-10-01,21885.240234,21194.175039,21221.535693,-0.00163840,0.83123672,24,30,range,range
2019-10-02,21778.609375,21200.407422,21218.673438,-0.00152235,0.83123672,24,30,range,range
2019-10-03,21341.740234,21198.906445,21212.508340,-0.00143219,0.80074214,22,30,range,range
2019-10-04,21410.199219,21194.692813,21209.379082,-0.00128570,0.80074214,22,30,range,range
2019-10-07,21375.250000,21188.006406,21206.658682,-0.00116410,0.80074214,22,30,range,range
2019-10-08,21587.779297,21184.630977,21207.089482,-0.00093529,0.84416855,24,30,range,range
2019-10-09,21456.380859,21180.595586,21205.977988,-0.00071261,0.82588275,23,30,range,range
2019-10-10,21551.980469,21179.299180,21207.640391,-0.00043217,0.84416855,24,30,range,range
2019-10-11,21798.869141,21181.090352,21210.894639,-0.00012041,0.86928099,26,30,range,range
2019-10-15,22207.210938,21194.803984,21213.916943,0.00003406,0.89625426,28,30,range,range
2019-10-16,22472.919922,21213.442578,21217.200596,0.00015542,0.89625426,28,30,range,range
2019-10-17,22451.859375,21240.736562,21222.585742,0.00036266,0.89625426,28,30,bull,range
2019-10-18,22492.679688,21276.184375,21227.514736,0.00052888,0.89625426,28,30,bull,range
2019-10-21,22548.900391,21315.456172,21234.681992,0.00081403,0.89625426,28,30,bull,range
2019-10-23,22625.380859,21357.632578,21242.869297,0.00108290,0.89625426,28,30,bull,range
2019-10-24,22750.599609,21400.777578,21254.659395,0.00149898,0.89625426,28,30,bull,bull
2019-10-25,22799.810547,21443.077383,21267.827500,0.00203126,0.89625426,28,30,bull,bull
2019-10-28,22867.269531,21491.313984,21286.385146,0.00284979,0.89625426,28,30,bull,bull
2019-10-29,22974.130859,21537.693984,21304.620498,0.00372627,0.87644726,27,30,bull,bull
2019-10-30,22843.119141,21586.443359,21318.447998,0.00447739,0.87644726,27,30,bull,bull
2019-10-31,22927.039062,21636.607930,21333.009346,0.00525286,0.87644726,27,30,bull,bull
2019-11-01,22850.769531,21682.360117,21349.453389,0.00616344,0.89625426,28,30,bull,bull
2019-11-05,23251.990234,21733.855508,21365.518486,0.00721320,0.87644726,27,30,bull,bull
2019-11-06,23303.820312,21787.560508,21381.017393,0.00809257,0.87644726,27,30,bull,bull
2019-11-07,23330.320312,21841.606719,21395.533691,0.00890640,0.87644726,27,30,bull,bull
2019-11-08,23391.869141,21895.225898,21411.674033,0.00964699,0.87644726,27,30,bull,bull
2019-11-11,23331.839844,21956.641914,21426.534736,0.01040069,0.87644726,27,30,bull,bull
2019-11-12,23520.009766,22017.920508,21441.358340,0.01102046,0.87644726,27,30,bull,bull
2019-11-13,23319.869141,22074.729492,21455.743936,0.01154356,0.87644726,27,30,bull,bull
2019-11-14,23141.550781,22128.341914,21469.440342,0.01204508,0.87644726,27,30,bull,bull
2019-11-15,23303.320312,22180.320938,21482.626592,0.01250994,0.87644726,27,30,bull,bull
2019-11-18,23416.759766,22236.252344,21496.113740,0.01288853,0.87644726,27,30,bull,bull
2019-11-19,23292.650391,22289.602148,21509.462441,0.01328218,0.87644726,27,30,bull,bull
2019-11-20,23148.570312,22339.590742,21522.236689,0.01354175,0.89625426,28,30,bull,bull
2019-11-21,23038.580078,22378.643555,21534.556436,0.01373106,0.87644726,27,30,bull,bull
2019-11-22,23112.880859,22416.909766,21546.253037,0.01371905,0.87644726,27,30,bull,bull
2019-11-25,23292.810547,22456.397578,21559.472090,0.01371295,0.89625426,28,30,bull,bull
2019-11-26,23373.320312,22496.021992,21573.015488,0.01346543,0.89625426,28,30,bull,bull
2019-11-27,23437.769531,22532.822188,21587.421641,0.01327417,0.89625426,28,30,bull,bull
2019-11-28,23409.140625,22565.812813,21600.599893,0.01323510,0.87644726,27,30,bull,bull
2019-11-29,23293.910156,22591.925234,21613.127490,0.01313074,0.86408040,26,30,bull,bull
2019-12-02,23529.500000,22622.488828,21626.356143,0.01297002,0.91259472,29,30,bull,bull
2019-12-03,23379.810547,22650.870820,21639.032949,0.01280168,0.87644726,27,30,bull,bull
2019-12-04,23135.230469,22672.686445,21650.338799,0.01259629,0.89278772,28,30,bull,bull
2019-12-05,23300.089844,22697.106445,21663.082852,0.01250491,0.89278772,28,30,bull,bull
2019-12-06,23354.400391,22722.217656,21678.189004,0.01244718,0.89278772,28,30,bull,bull
2019-12-09,23430.699219,22750.428633,21691.021445,0.01234389,0.89278772,28,30,bull,bull
2019-12-10,23410.189453,22777.667617,21702.349990,0.01217235,0.89278772,28,30,bull,bull
2019-12-11,23391.859375,22807.926797,21713.610732,0.01201854,0.89278772,28,30,bull,bull
2019-12-12,23424.810547,22841.306211,21726.231631,0.01196078,0.89278772,28,30,bull,bull
2019-12-13,24023.099609,22884.063398,21739.937881,0.01197765,0.89278772,28,30,bull,bull
2019-12-16,23952.349609,22927.538203,21753.186377,0.01195903,0.89278772,28,30,bull,bull
2019-12-17,24066.119141,22982.025781,21766.359521,0.01194344,0.89278772,28,30,bull,bull
2019-12-18,23934.429688,23032.510391,21778.710518,0.01191669,0.89278772,28,30,bull,bull
2019-12-19,23864.849609,23082.302383,21790.907217,0.01190416,0.89278772,28,30,bull,bull
2019-12-20,23816.630859,23126.879414,21802.349219,0.01188588,0.89278772,28,30,bull,bull
2019-12-23,23821.109375,23174.173984,21814.207813,0.01181549,0.89278772,28,30,bull,bull
2019-12-24,23830.580078,23219.745977,21825.578164,0.01170734,0.89278772,28,30,bull,bull
2019-12-25,23782.869141,23259.425977,21837.566709,0.01158754,0.89278772,28,30,bull,bull
2019-12-26,23924.919922,23293.780156,21849.177861,0.01150792,0.89278772,28,30,bull,bull
2019-12-27,23837.720703,23321.076172,21859.256270,0.01138793,0.89278772,28,30,bull,bull
2019-12-30,23656.619141,23345.171367,21868.907969,0.01121557,0.89278772,28,30,bull,bull
2020-01-06,23204.859375,23359.414961,21876.948213,0.01099473,0.74126010,27,30,bull,bull
2020-01-07,23575.720703,23379.951367,21887.546768,0.01095632,0.74126010,27,30,bull,bull
2020-01-08,23204.759766,23391.538945,21898.442764,0.01086456,0.71410216,26,30,bull,bull
2020-01-09,23739.869141,23411.324336,21911.516660,0.01076324,0.74126010,27,30,bull,bull
2020-01-10,23850.570312,23432.339531,21923.251064,0.01070626,0.74126010,27,30,bull,bull
2020-01-14,24025.169922,23455.497539,21936.925713,0.01080877,0.82866537,28,30,bull,bull
2020-01-15,23916.580078,23474.346523,21950.073516,0.01089007,0.98019300,29,30,bull,bull
2020-01-16,23933.130859,23496.146758,21962.484922,0.01087410,0.89278772,28,30,bull,bull
2020-01-17,24041.259766,23518.431172,21974.768721,0.01080182,0.89278772,28,30,bull,bull
2020-01-20,24083.509766,23543.085977,21987.352021,0.01076466,0.74126010,27,30,bull,bull
2020-01-21,23864.560547,23555.337383,21998.630225,0.01067109,0.74126010,27,30,bull,bull
2020-01-22,24031.349609,23569.887969,22010.650273,0.01064984,0.82866537,28,30,bull,bull
2020-01-23,23795.439453,23579.190352,22024.741924,0.01073084,0.74126010,27,30,bull,bull
2020-01-24,23827.179688,23587.896562,22036.735869,0.01075052,0.74126010,27,30,bull,bull
2020-01-27,23343.509766,23588.129961,22046.559766,0.01065140,0.71611948,26,30,bull,bull
2020-01-28,23215.710938,23582.043984,22057.469521,0.01062475,0.67262108,24,30,bull,bull
2020-01-29,23379.400391,23583.234609,22068.337471,0.01056760,0.67262108,24,30,bull,bull
2020-01-30,22977.750000,23579.958594,22075.681074,0.01036667,0.69977902,25,30,bull,bull
2020-01-31,23205.179688,23577.995781,22084.180420,0.01028965,0.69977902,25,30,bull,bull
2020-02-03,22971.939453,23569.099375,22090.474063,0.01013156,0.69977902,25,30,bull,bull
2020-02-04,23084.589844,23564.938164,22097.272266,0.01007106,0.69977902,25,30,bull,bull
2020-02-05,23319.560547,23568.357969,22104.832568,0.00992737,0.74126010,27,30,bull,bull
2020-02-06,23873.589844,23585.058164,22115.392266,0.00990707,0.71611948,26,30,bull,bull
2020-02-07,23827.980469,23599.360156,22125.519219,0.00976667,0.80352476,27,30,bull,bull
2020-02-10,23685.980469,23607.223555,22135.511270,0.00968197,0.79163993,26,30,bull,bull
2020-02-12,23861.210938,23616.981367,22146.260420,0.00954257,0.79163993,26,30,bull,bull
2020-02-13,23827.730469,23624.780586,22156.046270,0.00938369,0.79163993,26,30,bull,bull
2020-02-14,23687.589844,23630.349570,22163.638672,0.00915897,0.79163993,26,30,bull,bull
2020-02-17,23523.240234,23634.936172,22170.146572,0.00889101,0.79163993,26,30,bull,bull
2020-02-18,23193.800781,23628.222187,22174.725723,0.00852189,0.79163993,26,30,bull,bull
2020-02-19,23400.699219,23628.639961,22181.278623,0.00830272,0.79163993,26,30,bull,bull
2020-02-20,23479.150391,23635.518359,22187.671572,0.00804253,0.79163993,26,30,bull,bull
2020-02-21,23386.740234,23637.251367,22193.515771,0.00766292,0.79163993,26,30,bull,bull
2020-02-25,22605.410156,23622.271562,22195.244121,0.00719291,0.70620972,21,30,bull,bull
2020-02-26,22426.189453,23602.181367,22196.375068,0.00679541,0.70620972,21,30,bull,bull
2020-02-27,21948.230469,23572.942188,22194.578320,0.00621598,0.67102631,19,30,range,bull
2020-02-28,21142.960938,23527.964219,22188.999473,0.00546765,0.64262105,17,30,range,bull
2020-03-02,21344.080078,23486.349609,22186.101270,0.00500189,0.63139040,16,30,range,bull
2020-03-03,21082.730469,23427.542227,22183.501973,0.00449741,0.61224854,15,30,range,bull
2020-03-04,21100.060547,23370.496445,22181.991621,0.00414285,0.61224854,15,30,range,range
2020-03-05,21329.119141,23315.756445,22181.912617,0.00383035,0.61224854,15,30,range,range
2020-03-06,20749.750000,23252.062852,22179.704971,0.00338715,0.51193960,13,30,range,range
2020-03-09,19698.759766,23168.741055,22172.862617,0.00259866,0.20163201,5,30,range,range
2020-03-10,19867.119141,23089.750820,22166.255410,0.00184114,0.39589900,8,30,range,range
2020-03-11,19416.060547,23001.649844,22158.020811,0.00101690,0.20163201,5,30,range,range
2020-03-12,18559.630859,22896.230859,22144.568516,-0.00007640,0.07361112,3,30,range,range
2020-03-13,17431.050781,22769.194492,22125.215117,-0.00139155,0.04013046,2,30,range,range
2020-03-16,17002.039062,22630.736875,22103.863066,-0.00269701,0.04013046,2,30,range,range
2020-03-17,17011.529297,22494.213047,22082.503867,-0.00395319,0.04013046,2,30,range,range
2020-03-18,16726.550781,22355.611680,22060.380918,-0.00515654,0.04013046,2,30,range,range
2020-03-19,16552.830078,22222.571094,22037.558965,-0.00647932,0.04013046,2,30,range,range
2020-03-23,16887.779297,22088.812266,22016.084961,-0.00773342,0.04013046,2,30,range,range
2020-03-24,18092.349609,21986.564063,22000.246006,-0.00870839,0.07361112,3,30,bear,range
2020-03-25,19546.630859,21902.699297,21992.962314,-0.00911375,0.23295919,7,30,bear,range
2020-03-26,18664.599609,21798.979883,21981.572666,-0.00967736,0.08721121,4,30,bear,range
2020-03-27,19389.429688,21706.265078,21975.513867,-0.00987018,0.27590044,10,30,bear,range
2020-03-30,19084.970703,21609.632891,21968.884316,-0.00992001,0.13249531,7,30,bear,bear
2020-03-31,18917.009766,21509.310469,21961.426670,-0.01012682,0.10599156,5,30,bear,bear
2020-04-01,18065.410156,21389.793477,21947.873223,-0.01062180,0.09088747,4,30,bear,bear
2020-04-02,17818.720703,21264.497695,21933.096631,-0.01122059,0.09088747,4,30,bear,bear
2020-04-03,17820.189453,21143.610273,21917.774023,-0.01190784,0.10448756,5,30,bear,bear
2020-04-06,18576.300781,21034.509297,21904.983428,-0.01238617,0.23181202,7,30,bear,bear
2020-04-07,18950.179688,20937.604102,21893.712930,-0.01258970,0.24789269,8,30,bear,bear
2020-04-08,19353.240234,20848.125313,21884.830527,-0.01269609,0.26079635,9,30,bear,bear
2020-04-09,19345.769531,20768.170508,21876.399375,-0.01270968,0.26079635,9,30,bear,bear
2020-04-10,19498.500000,20693.826289,21868.307422,-0.01247534,0.29285596,10,30,bear,bear
2020-04-13,19043.400391,20607.106289,21857.904424,-0.01208172,0.24435885,8,30,bear,bear
2020-04-14,19638.810547,20540.327500,21851.234922,-0.01142914,0.29285596,10,30,bear,bear
2020-04-15,19550.089844,20467.225703,21842.316025,-0.01087684,0.29285596,10,30,bear,bear
2020-04-16,19290.199219,20393.590898,21831.452725,-0.01037735,0.26079635,9,30,bear,bear
2020-04-17,19897.259766,20329.844297,21824.645820,-0.00966138,0.57434824,14,30,range,bear
2020-04-20,19669.119141,20256.835469,21816.561465,-0.00906262,0.56198139,13,30,range,bear
2020-04-21,19280.779297,20164.979258,21806.996309,-0.00878398,0.41013606,9,30,bear,bear
2020-04-22,19137.949219,20071.178633,21797.253105,-0.00889872,0.44251650,11,30,bear,bear
2020-04-23,19429.439453,19986.047813,21787.709453,-0.00881935,0.47457611,12,30,range,bear
2020-04-24,19262.000000,19894.063594,21777.639854,-0.00900430,0.16147964,9,30,bear,bear
2020-04-27,19783.220703,19813.173398,21767.906104,-0.00914831,0.47457611,12,30,range,bear
2020-04-28,19771.189453,19734.845391,21757.990703,-0.00926333,0.56198139,13,30,range,bear
2020-04-30,20193.689453,19668.254375,21750.768350,-0.00898059,0.56198139,13,30,range,bear
2020-05-01,19619.349609,19596.765352,21740.352852,-0.00878781,0.51264543,11,30,range,bear
2020-05-07,19674.769531,19522.246758,21729.994795,-0.00856744,0.42381911,10,30,bear,bear
2020-05-08,20179.089844,19456.245547,21723.218496,-0.00829788,0.56198139,13,30,range,bear
2020-05-11,20390.660156,19396.323945,21717.346045,-0.00805560,0.54470504,12,30,range,bear
2020-05-12,20366.480469,19351.545352,21711.511045,-0.00791962,0.54470504,12,30,range,bear
2020-05-13,20267.050781,19308.362578,21704.628652,-0.00785187,0.56198139,13,30,range,bear
2020-05-14,19914.779297,19267.693555,21695.773047,-0.00788970,0.47457611,12,30,range,range
2020-05-15,20037.470703,19245.583750,21688.284150,-0.00776013,0.47457611,12,30,range,range
2020-05-18,20133.730469,19221.376758,21681.606904,-0.00776286,0.45026496,12,30,range,range
2020-05-19,20433.449219,19208.391133,21678.542949,-0.00749797,0.48081432,12,30,range,range
2020-05-20,20595.150391,19198.292930,21674.183750,-0.00720378,0.49371798,13,30,range,range
2020-05-21,20552.310547,19182.756758,21669.861357,-0.00709219,0.48081432,12,30,range,range
2020-05-22,20388.160156,19175.524961,21663.697754,-0.00700677,0.54764260,13,30,range,range
2020-05-25,20741.650391,19196.382773,21658.858154,-0.00679315,0.54764260,13,30,range,range
2020-05-26,21271.169922,19224.463789,21656.431250,-0.00646053,0.54689921,13,30,range,range
2020-05-27,21419.230469,19264.527187,21655.236650,-0.00608016,0.52961034,16,30,range,range
2020-05-28,21916.310547,19331.660781,21656.734199,-0.00555183,0.65531030,18,30,range,range
2020-05-29,21877.890625,19420.597578,21657.577100,-0.00506843,0.70478398,19,30,range,range
2020-06-01,22062.390625,19521.804609,21660.281406,-0.00449073,0.84941609,21,30,range,range
2020-06-02,22325.609375,19628.086211,21664.204502,-0.00397981,0.84941609,21,30,range,range
2020-06-03,22613.759766,19745.830391,21671.837500,-0.00315153,0.86130091,22,30,range,range
2020-06-04,22695.740234,19868.688594,21681.714756,-0.00222182,0.86130091,22,30,range,range
2020-06-05,22863.730469,19988.207617,21693.106855,-0.00138615,0.86130091,22,30,range,range
2020-06-08,23178.099609,20089.922617,21706.414551,-0.00050335,0.87350970,23,30,range,range
2020-06-09,23091.029297,20160.810586,21718.902949,0.00034046,0.86130091,22,30,range,range
2020-06-10,23124.949219,20250.017578,21731.103594,0.00121978,0.86130091,22,30,range,range
2020-06-11,22472.910156,20311.687187,21741.190947,0.00209340,0.86130091,22,30,range,range
2020-06-12,22305.480469,20376.097383,21749.442695,0.00281989,0.84941609,21,30,range,range
2020-06-15,21530.949219,20428.376172,21755.069189,0.00338823,0.64520334,16,30,range,range
2020-06-16,22582.210938,20518.712188,21765.886191,0.00402902,0.84941609,21,30,range,range
2020-06-17,22455.759766,20611.452969,21775.349189,0.00466755,0.84941609,21,30,range,range
2020-06-18,22355.460938,20702.158398,21783.740391,0.00525518,0.84941609,21,30,range,range
2020-06-19,22478.789062,20780.208164,21793.041484,0.00597053,0.84941609,21,30,range,range
2020-06-22,22437.269531,20849.949961,21802.087783,0.00661298,0.84941609,21,30,range,range
2020-06-23,22549.050781,20913.866172,21811.278486,0.00715017,0.84941609,21,30,range,range
2020-06-24,22534.320312,20977.637188,21822.644893,0.00773061,0.84941609,21,30,range,range
2020-06-25,22259.789062,21032.862969,21831.663437,0.00807736,0.83704923,20,30,range,range
2020-06-26,22512.080078,21102.236562,21841.826738,0.00850740,0.83704923,20,30,range,range
2020-06-29,21995.039062,21149.361133,21849.497285,0.00873561,0.80989129,19,30,range,range
2020-06-30,22288.140625,21204.122148,21857.416143,0.00891847,0.84941609,21,30,range,range
2020-07-01,22121.730469,21260.752773,21864.923848,0.00890955,0.80408973,18,30,range,range
2020-07-02,22145.960938,21305.726797,21872.527852,0.00880065,0.74672048,16,30,range,range
2020-07-03,22306.480469,21358.474023,21880.814551,0.00865287,0.81920478,20,30,range,range
2020-07-06,22714.439453,21427.147227,21888.957051,0.00840961,0.84941609,21,30,range,range
2020-07-07,22614.689453,21496.682031,21896.032646,0.00815555,0.82523327,19,30,range,range
2020-07-08,22438.650391,21556.866250,21901.633799,0.00784729,0.78624528,18,30,range,range
2020-07-09,22529.289062,21622.212031,21907.319746,0.00764120,0.76259926,16,30,range,range
2020-07-10,22290.810547,21672.363828,21910.785000,0.00741823,0.76259926,16,30,range,range
2020-07-13,22784.740234,21732.634844,21915.910654,0.00739329,0.82414557,19,30,range,range
2020-07-14,22587.009766,21780.501250,21918.904258,0.00703018,0.80408973,18,30,range,range
2020-07-15,22945.500000,21847.024258,21923.625156,0.00680935,0.83651243,20,30,range,range
2020-07-16,22770.359375,21908.936055,21927.673398,0.00660736,0.80517743,18,30,range,range
2020-07-17,22696.419922,21959.282656,21930.933252,0.00632733,0.81645659,19,30,bull,range
2020-07-20,22717.480469,22005.819062,21934.125205,0.00605618,0.66492896,18,30,bull,range
2020-07-21,22884.220703,22056.173867,21938.052109,0.00581230,0.82834141,20,30,bull,range
2020-07-22,22751.609375,22105.865039,21941.709404,0.00545601,0.64128295,16,30,bull,range
2020-07-27,22715.849609,22161.886445,21945.047451,0.00519356,0.66553463,18,30,bull,bull
2020-07-28,22657.380859,22214.284648,21948.939854,0.00490404,0.65256211,17,30,bull,bull
2020-07-29,22397.109375,22259.552227,21952.146201,0.00469800,0.61412501,15,30,bull,bull
