nikkei_breakout_date,nikkei_event_type,nikkei_5d_fallback,code,ticker,company,sector,official_weight,normalized_top30_weight,component_breakout20,component_breakout60,component_volume_confirmed,component_volume_ratio_60d,component_breakout20_volume_confirmed,component_breakout60_volume_confirmed,component_breakout20_5d_no_fallback,component_breakout60_5d_no_fallback,component_close_position20
2016-12-01,breakout_20d,True,8058,8058.T,MITSUBISHI CORP.,Materials,0.01044100,0.01634046,False,False,True,1.371351,False,False,False,False,0.978979
2016-12-01,breakout_20d,True,7203,7203.T,TOYOTA MOTOR CORP.,Technology,0.01034900,0.01619648,False,False,True,1.693172,False,False,False,False,0.936777
2016-12-01,breakout_20d,True,6988,6988.T,NITTO DENKO CORP.,Materials,0.01002800,0.01569411,True,True,True,1.902388,True,True,True,True,1.122465
2016-12-01,breakout_20d,True,4062,4062.T,"IBIDEN CO., LTD.",Technology,0.00965100,0.01510409,False,False,False,1.193632,False,False,False,False,0.951140
2016-12-01,breakout_20d,True,6920,6920.T,LASERTEC CORP.,Technology,0.00873200,0.01366583,False,False,False,0.952888,False,False,False,False,0.847594
2016-12-01,breakout_20d,True,7741,7741.T,HOYA CORP.,Technology,0.00869000,0.01360010,False,False,True,1.222123,False,False,False,False,0.886827
2016-12-01,breakout_20d,True,4503,4503.T,ASTELLAS PHARMA INC.,Technology,0.00824500,0.01290366,False,False,True,1.320104,False,False,False,False,0.661538
2016-12-01,breakout_20d,True,6146,6146.T,DISCO CORP.,Technology,0.00801700,0.01254683,False,False,False,0.945598,False,False,False,False,0.988304
2016-12-01,breakout_20d,True,9735,9735.T,"SECOM CO., LTD.",Consumer Goods,0.00790200,0.01236686,False,False,True,1.509818,False,False,False,False,0.970149
2016-12-01,breakout_20d,True,8031,8031.T,"MITSUI & CO., LTD.",Materials,0.00780100,0.01220879,True,True,True,2.412097,True,True,True,True,1.141892
2016-12-01,breakout_20d,True,7832,7832.T,BANDAI NAMCO HOLDINGS INC.,Capital Goods/Others,0.00759400,0.01188483,False,False,True,1.268139,False,False,False,False,0.795455
2016-12-01,breakout_20d,True,4578,4578.T,"OTSUKA HOLDINGS CO., LTD.",Technology,0.00720700,0.01127916,False,False,True,1.752649,False,False,False,False,0.392111
2016-12-01,breakout_20d,True,8766,8766.T,"TOKIO MARINE HOLDINGS, INC.",Financials,0.00717600,0.01123064,True,True,True,1.896987,True,True,True,True,1.024535
2016-12-01,breakout_60d,True,6857,6857.T,ADVANTEST CORP.,Technology,0.10646200,0.16661606,False,False,False,1.057087,False,False,False,False,1.000000
2016-12-01,breakout_60d,True,9983,9983.T,"FAST RETAILING CO., LTD.",Consumer Goods,0.09682100,0.15152762,False,False,True,1.304605,False,False,False,False,0.816471
2016-12-01,breakout_60d,True,8035,8035.T,TOKYO ELECTRON LTD.,Technology,0.07311100,0.11442080,False,False,False,0.933515,False,False,False,False,0.996503
2016-12-01,breakout_60d,True,9984,9984.T,SOFTBANK GROUP CORP.,Technology,0.05584900,0.08740528,False,False,True,1.486188,False,False,False,False,0.896787
2016-12-01,breakout_60d,True,9433,9433.T,KDDI CORP.,Technology,0.02139300,0.03348065,False,False,True,1.485699,False,False,False,False,0.514995
2016-12-01,breakout_60d,True,4063,4063.T,"SHIN-ETSU CHEMICAL CO., LTD.",Materials,0.02048500,0.03205961,True,True,True,1.857333,True,True,True,True,1.168868
2016-12-01,breakout_60d,True,6762,6762.T,TDK CORP.,Technology,0.01930400,0.03021131,True,True,True,1.484046,True,True,False,False,1.028985
2016-12-01,breakout_60d,True,6954,6954.T,FANUC CORP.,Technology,0.01735300,0.02715794,False,False,True,1.420315,False,False,False,False,0.821429
2016-12-01,breakout_60d,True,4519,4519.T,"CHUGAI PHARMACEUTICAL CO., LTD.",Technology,0.01691000,0.02646463,False,False,True,1.259637,False,False,False,False,0.208792
2016-12-01,breakout_60d,True,5803,5803.T,FUJIKURA LTD.,Materials,0.01606400,0.02514062,False,False,True,1.599640,False,False,False,False,0.873418
2016-12-01,breakout_60d,True,6098,6098.T,"RECRUIT HOLDINGS CO., LTD.",Consumer Goods,0.01281500,0.02005584,True,True,False,1.135528,False,False,False,False,1.236842
2016-12-01,breakout_60d,True,9766,9766.T,KONAMI GROUP CORP.,Consumer Goods,0.01265600,0.01980700,False,False,True,1.541882,False,False,False,False,0.130081
2016-12-01,breakout_60d,True,6971,6971.T,KYOCERA CORP.,Technology,0.01245300,0.01948930,False,False,True,1.531075,False,False,False,False,0.861779
2016-12-01,breakout_60d,True,6367,6367.T,"DAIKIN INDUSTRIES, LTD.",Capital Goods/Others,0.01223100,0.01914186,False,False,True,1.446025,False,False,False,False,0.978070
2016-12-01,breakout_60d,True,8015,8015.T,TOYOTA TSUSHO CORP.,Materials,0.01168400,0.01828579,True,True,True,1.483211,True,True,True,True,1.099631
2016-12-01,breakout_60d,True,4543,4543.T,TERUMO CORP.,Technology,0.01103900,0.01727635,False,False,True,1.378399,False,False,False,False,0.534247
2016-12-01,breakout_60d,True,6758,6758.T,SONY GROUP CORP.,Technology,0.01050300,0.01643749,False,False,True,1.535777,False,False,False,False,0.731651
2016-12-01,breakout_60d,True,8058,8058.T,MITSUBISHI CORP.,Materials,0.01044100,0.01634046,False,False,True,1.371351,False,False,False,False,0.978979
2016-12-01,breakout_60d,True,7203,7203.T,TOYOTA MOTOR CORP.,Technology,0.01034900,0.01619648,False,False,True,1.693172,False,False,False,False,0.936777
2016-12-01,breakout_60d,True,6988,6988.T,NITTO DENKO CORP.,Materials,0.01002800,0.01569411,True,True,True,1.902388,True,True,True,True,1.122465
2016-12-01,breakout_60d,True,4062,4062.T,"IBIDEN CO., LTD.",Technology,0.00965100,0.01510409,False,False,False,1.193632,False,False,False,False,0.951140
2016-12-01,breakout_60d,True,6920,6920.T,LASERTEC CORP.,Technology,0.00873200,0.01366583,False,False,False,0.952888,False,False,False,False,0.847594
2016-12-01,breakout_60d,True,7741,7741.T,HOYA CORP.,Technology,0.00869000,0.01360010,False,False,True,1.222123,False,False,False,False,0.886827
2016-12-01,breakout_60d,True,4503,4503.T,ASTELLAS PHARMA INC.,Technology,0.00824500,0.01290366,False,False,True,1.320104,False,False,False,False,0.661538
2016-12-01,breakout_60d,True,6146,6146.T,DISCO CORP.,Technology,0.00801700,0.01254683,False,False,False,0.945598,False,False,False,False,0.988304
2016-12-01,breakout_60d,True,9735,9735.T,"SECOM CO., LTD.",Consumer Goods,0.00790200,0.01236686,False,False,True,1.509818,False,False,False,False,0.970149
2016-12-01,breakout_60d,True,8031,8031.T,"MITSUI & CO., LTD.",Materials,0.00780100,0.01220879,True,True,True,2.412097,True,True,True,True,1.141892
2016-12-01,breakout_60d,True,7832,7832.T,BANDAI NAMCO HOLDINGS INC.,Capital Goods/Others,0.00759400,0.01188483,False,False,True,1.268139,False,False,False,False,0.795455
2016-12-01,breakout_60d,True,4578,4578.T,"OTSUKA HOLDINGS CO., LTD.",Technology,0.00720700,0.01127916,False,False,True,1.752649,False,False,False,False,0.392111
2016-12-01,breakout_60d,True,8766,8766.T,"TOKIO MARINE HOLDINGS, INC.",Financials,0.00717600,0.01123064,True,True,True,1.896987,True,True,True,True,1.024535
2016-12-09,breakout_20d,False,6857,6857.T,ADVANTEST CORP.,Technology,0.10646200,0.16661606,False,False,True,1.586280,False,False,False,False,0.734568
2016-12-09,breakout_20d,False,9983,9983.T,"FAST RETAILING CO., LTD.",Consumer Goods,0.09682100,0.15152762,True,True,True,3.030991,True,True,True,True,1.094684
2016-12-09,breakout_20d,False,8035,8035.T,TOKYO ELECTRON LTD.,Technology,0.07311100,0.11442080,False,False,True,1.618103,False,False,False,False,0.537422
2016-12-09,breakout_20d,False,9984,9984.T,SOFTBANK GROUP CORP.,Technology,0.05584900,0.08740528,False,False,True,2.615932,False,False,False,False,0.908517
2016-12-09,breakout_20d,False,9433,9433.T,KDDI CORP.,Technology,0.02139300,0.03348065,False,False,True,2.082321,False,False,False,False,0.573712
2016-12-09,breakout_20d,False,4063,4063.T,"SHIN-ETSU CHEMICAL CO., LTD.",Materials,0.02048500,0.03205961,False,False,True,1.987790,False,False,False,False,0.996230
2016-12-09,breakout_20d,False,6762,6762.T,TDK CORP.,Technology,0.01930400,0.03021131,False,False,True,1.891563,False,False,False,False,0.991870
2016-12-09,breakout_20d,False,6954,6954.T,FANUC CORP.,Technology,0.01735300,0.02715794,True,True,True,2.956808,True,True,True,True,1.419355
2016-12-09,breakout_20d,False,4519,4519.T,"CHUGAI PHARMACEUTICAL CO., LTD.",Technology,0.01691000,0.02646463,False,False,True,2.068185,False,False,False,False,0.226666
2016-12-09,breakout_20d,False,5803,5803.T,FUJIKURA LTD.,Materials,0.01606400,0.02514062,False,False,True,1.426930,False,False,False,False,0.890909
2016-12-09,breakout_20d,False,6098,6098.T,"RECRUIT HOLDINGS CO., LTD.",Consumer Goods,0.01281500,0.02005584,False,False,True,1.429008,False,False,False,False,0.423530
2016-12-09,breakout_20d,False,9766,9766.T,KONAMI GROUP CORP.,Consumer Goods,0.01265600,0.01980700,False,False,True,3.060042,False,False,False,False,0.503817
2016-12-09,breakout_20d,False,6971,6971.T,KYOCERA CORP.,Technology,0.01245300,0.01948930,True,True,True,2.547701,True,True,True,True,1.008606
2016-12-09,breakout_20d,False,6367,6367.T,"DAIKIN INDUSTRIES, LTD.",Capital Goods/Others,0.01223100,0.01914186,False,False,True,2.120356,False,False,False,False,0.435583
2016-12-09,breakout_20d,False,8015,8015.T,TOYOTA TSUSHO CORP.,Materials,0.01168400,0.01828579,True,True,True,2.345850,True,True,True,True,1.075047
2016-12-09,breakout_20d,False,4543,4543.T,TERUMO CORP.,Technology,0.01103900,0.01727635,False,False,True,2.565800,False,False,False,False,0.319444
2016-12-09,breakout_20d,False,6758,6758.T,SONY GROUP CORP.,Technology,0.01050300,0.01643749,True,False,True,2.406531,True,False,False,False,1.008695
2016-12-09,breakout_20d,False,8058,8058.T,MITSUBISHI CORP.,Materials,0.01044100,0.01634046,True,True,True,1.327576,True,True,False,False,1.011050
2016-12-09,breakout_20d,False,7203,7203.T,TOYOTA MOTOR CORP.,Technology,0.01034900,0.01619648,True,True,True,1.415835,True,True,True,True,1.009106
2016-12-09,breakout_20d,False,6988,6988.T,NITTO DENKO CORP.,Materials,0.01002800,0.01569411,False,False,True,2.029626,False,False,False,False,0.975823
2016-12-09,breakout_20d,False,4062,4062.T,"IBIDEN CO., LTD.",Technology,0.00965100,0.01510409,False,False,False,1.026979,False,False,False,False,0.889908
2016-12-09,breakout_20d,False,6920,6920.T,LASERTEC CORP.,Technology,0.00873200,0.01366583,False,False,False,0.513341,False,False,False,False,0.608696
2016-12-09,breakout_20d,False,7741,7741.T,HOYA CORP.,Technology,0.00869000,0.01360010,False,False,False,0.942612,False,False,False,False,0.713396
2016-12-09,breakout_20d,False,4503,4503.T,ASTELLAS PHARMA INC.,Technology,0.00824500,0.01290366,False,False,True,2.069277,False,False,False,False,0.231818
2016-12-09,breakout_20d,False,6146,6146.T,DISCO CORP.,Technology,0.00801700,0.01254683,False,False,False,1.003024,False,False,False,False,0.460318
2016-12-09,breakout_20d,False,9735,9735.T,"SECOM CO., LTD.",Consumer Goods,0.00790200,0.01236686,False,False,True,2.238925,False,False,False,False,0.769231
2016-12-09,breakout_20d,False,8031,8031.T,"MITSUI & CO., LTD.",Materials,0.00780100,0.01220879,True,True,True,1.210076,True,True,False,False,1.026000
2016-12-09,breakout_20d,False,7832,7832.T,BANDAI NAMCO HOLDINGS INC.,Capital Goods/Others,0.00759400,0.01188483,False,False,True,1.237919,False,False,False,False,0.491758
2016-12-09,breakout_20d,False,4578,4578.T,"OTSUKA HOLDINGS CO., LTD.",Technology,0.00720700,0.01127916,False,False,True,1.905529,False,False,False,False,0.093137
2016-12-09,breakout_20d,False,8766,8766.T,"TOKIO MARINE HOLDINGS, INC.",Financials,0.00717600,0.01123064,True,True,True,1.849720,True,True,False,False,1.050567
2016-12-09,breakout_60d,False,6857,6857.T,ADVANTEST CORP.,Technology,0.10646200,0.16661606,False,False,True,1.586280,False,False,False,False,0.734568
2016-12-09,breakout_60d,False,9983,9983.T,"FAST RETAILING CO., LTD.",Consumer Goods,0.09682100,0.15152762,True,True,True,3.030991,True,True,True,True,1.094684
2016-12-09,breakout_60d,False,8035,8035.T,TOKYO ELECTRON LTD.,Technology,0.07311100,0.11442080,False,False,True,1.618103,False,False,False,False,0.537422
2016-12-09,breakout_60d,False,9984,9984.T,SOFTBANK GROUP CORP.,Technology,0.05584900,0.08740528,False,False,True,2.615932,False,False,False,False,0.908517
2016-12-09,breakout_60d,False,9433,9433.T,KDDI CORP.,Technology,0.02139300,0.03348065,False,False,True,2.082321,False,False,False,False,0.573712
2016-12-09,breakout_60d,False,4063,4063.T,"SHIN-ETSU CHEMICAL CO., LTD.",Materials,0.02048500,0.03205961,False,False,True,1.987790,False,False,False,False,0.996230
2016-12-09,breakout_60d,False,6762,6762.T,TDK CORP.,Technology,0.01930400,0.03021131,False,False,True,1.891563,False,False,False,False,0.991870
2016-12-09,breakout_60d,False,6954,6954.T,FANUC CORP.,Technology,0.01735300,0.02715794,True,True,True,2.956808,True,True,True,True,1.419355
2016-12-09,breakout_60d,False,4519,4519.T,"CHUGAI PHARMACEUTICAL CO., LTD.",Technology,0.01691000,0.02646463,False,False,True,2.068185,False,False,False,False,0.226666
2016-12-09,breakout_60d,False,5803,5803.T,FUJIKURA LTD.,Materials,0.01606400,0.02514062,False,False,True,1.426930,False,False,False,False,0.890909
2016-12-09,breakout_60d,False,6098,6098.T,"RECRUIT HOLDINGS CO., LTD.",Consumer Goods,0.01281500,0.02005584,False,False,True,1.429008,False,False,False,False,0.423530
2016-12-09,breakout_60d,False,9766,9766.T,KONAMI GROUP CORP.,Consumer Goods,0.01265600,0.01980700,False,False,True,3.060042,False,False,False,False,0.503817
2016-12-09,breakout_60d,False,6971,6971.T,KYOCERA CORP.,Technology,0.01245300,0.01948930,True,True,True,2.547701,True,True,True,True,1.008606
2016-12-09,breakout_60d,False,6367,6367.T,"DAIKIN INDUSTRIES, LTD.",Capital Goods/Others,0.01223100,0.01914186,False,False,True,2.120356,False,False,False,False,0.435583
2016-12-09,breakout_60d,False,8015,8015.T,TOYOTA TSUSHO CORP.,Materials,0.01168400,0.01828579,True,True,True,2.345850,True,True,True,True,1.075047
2016-12-09,breakout_60d,False,4543,4543.T,TERUMO CORP.,Technology,0.01103900,0.01727635,False,False,True,2.565800,False,False,False,False,0.319444
2016-12-09,breakout_60d,False,6758,6758.T,SONY GROUP CORP.,Technology,0.01050300,0.01643749,True,False,True,2.406531,True,False,False,False,1.008695
2016-12-09,breakout_60d,False,8058,8058.T,MITSUBISHI CORP.,Materials,0.01044100,0.01634046,True,True,True,1.327576,True,True,False,False,1.011050
2016-12-09,breakout_60d,False,7203,7203.T,TOYOTA MOTOR CORP.,Technology,0.01034900,0.01619648,True,True,True,1.415835,True,True,True,True,1.009106
2016-12-09,breakout_60d,False,6988,6988.T,NITTO DENKO CORP.,Materials,0.01002800,0.01569411,False,False,True,2.029626,False,False,False,False,0.975823
2016-12-09,breakout_60d,False,4062,4062.T,"IBIDEN CO., LTD.",Technology,0.00965100,0.01510409,False,False,False,1.026979,False,False,False,False,0.889908
2016-12-09,breakout_60d,False,6920,6920.T,LASERTEC CORP.,Technology,0.00873200,0.01366583,False,False,False,0.513341,False,False,False,False,0.608696
2016-12-09,breakout_60d,False,7741,7741.T,HOYA CORP.,Technology,0.00869000,0.01360010,False,False,False,0.942612,False,False,False,False,0.713396
2016-12-09,breakout_60d,False,4503,4503.T,ASTELLAS PHARMA INC.,Technology,0.00824500,0.01290366,False,False,True,2.069277,False,False,False,False,0.231818
2016-12-09,breakout_60d,False,6146,6146.T,DISCO CORP.,Technology,0.00801700,0.01254683,False,False,False,1.003024,False,False,False,False,0.460318
2016-12-09,breakout_60d,False,9735,9735.T,"SECOM CO., LTD.",Consumer Goods,0.00790200,0.01236686,False,False,True,2.238925,False,False,False,False,0.769231
2016-12-09,breakout_60d,False,8031,8031.T,"MITSUI & CO., LTD.",Materials,0.00780100,0.01220879,True,True,True,1.210076,True,True,False,False,1.026000
2016-12-09,breakout_60d,False,7832,7832.T,BANDAI NAMCO HOLDINGS INC.,Capital Goods/Others,0.00759400,0.01188483,False,False,True,1.237919,False,False,False,False,0.491758
2016-12-09,breakout_60d,False,4578,4578.T,"OTSUKA HOLDINGS CO., LTD.",Technology,0.00720700,0.01127916,False,False,True,1.905529,False,False,False,False,0.093137
2016-12-09,breakout_60d,False,8766,8766.T,"TOKIO MARINE HOLDINGS, INC.",Financials,0.00717600,0.01123064,True,True,True,1.849720,True,True,False,False,1.050567
2016-12-20,breakout_20d,True,6857,6857.T,ADVANTEST CORP.,Technology,0.10646200,0.16661606,True,True,True,1.216729,True,True,True,True,1.113924
2016-12-20,breakout_20d,True,9983,9983.T,"FAST RETAILING CO., LTD.",Consumer Goods,0.09682100,0.15152762,False,False,False,0.754552,False,False,False,False,0.915367
2016-12-20,breakout_20d,True,8035,8035.T,TOKYO ELECTRON LTD.,Technology,0.07311100,0.11442080,True,True,False,0.826759,False,False,True,True,1.278835
2016-12-20,breakout_20d,True,9984,9984.T,SOFTBANK GROUP CORP.,Technology,0.05584900,0.08740528,False,False,False,1.145502,False,False,False,False,0.932107
2016-12-20,breakout_20d,True,9433,9433.T,KDDI CORP.,Technology,0.02139300,0.03348065,False,False,False,0.965402,False,False,False,False,0.774648
