variant,initial_jpy,final_jpy,profit_jpy,total_return,cagr,max_drawdown,avg_position,median_position,full_position_days,position_ge_50_days,execution_count,log_count,start_date,end_date,buy_hold_final_jpy,buy_hold_profit_jpy,buy_hold_total_return,buy_hold_cagr,buy_hold_max_drawdown
trend_holding_v2,10000000.00000000,21938629.16143212,11938629.16143212,1.19386292,0.08177008,-0.19844535,0.54405555,0.55191410,689,1447,98,305,2016-04-25,2026-04-24,33903525.37102151,23903525.37102151,2.39035254,0.12991629,-0.31798897
