initial_jpy,final_jpy,profit_jpy,total_return,cagr,max_drawdown,buy_hold_final_jpy,buy_hold_profit_jpy,buy_hold_total_return,buy_hold_cagr,buy_hold_max_drawdown,execution_count,log_count,start_date,end_date
10000000.00000000,14738253.55989034,4738253.55989034,0.47382536,0.03956470,-0.18730849,33903525.37102151,23903525.37102151,2.39035254,0.12991629,-0.31798897,118,345,2016-04-25,2026-04-24
