date,close,base_position_v3,market_regime,ret1,ret3,ret5,ret10,ret20,dist_ma20,dist_ma50,dist_ma200,ma50_over_ma200,ma200_slope20,volume_ratio60,breakout20,breakout60,breakdown20,breakdown60,below200,dist_res20,dist_sup20,dist_sup60,future20_return,future20_drawdown,adjustment_label,component_b20_vol_count,component_b60_vol_count,component_vol_down_count,component_bd20_vol_count,weighted_b20_vol,weighted_b60_vol,weighted_vol_down,weighted_bd20_vol,component_above200_breadth,avg_component_vr,regime_bull,regime_range,regime_bear
2018-10-17,22841.11914062,0.59566100,range,0.01294407,0.00645346,-0.02828720,-0.05889837,-0.01097876,-0.03028966,-0.00382529,0.01508255,0.01898045,0.00377199,0.96203883,0,0,0,0,0,-0.06572916,0.02601749,0.04529698,-0.04354597,-0.08183441,-1,0,0,1,0,0,0,0.03021131,0,0.52210133,1.10874836,0,1,0
2018-10-18,22658.16015625,0.59372200,range,-0.00801007,0.01737031,0.00297912,-0.06025479,-0.03255172,-0.03753909,-0.01207698,0.00697360,0.01928347,0.00361611,0.85750483,0,0,0,0,0,-0.07321274,0.01779901,0.03692408,-0.03771449,-0.07442045,-1,0,0,2,0,0,0,0.03970477,0,0.49189002,0.86993586,0,1,0
2018-10-19,22532.08007812,0.59237600,range,-0.00556444,-0.00076101,-0.00716380,-0.06020863,-0.04817567,-0.04134240,-0.01770343,0.00142254,0.01947067,0.00335474,0.90360638,0,0,0,0,0,-0.07836979,0.01213553,0.03115417,-0.03780123,-0.06924129,-1,0,0,3,0,0,0,0.13675845,0,0.49189002,0.99159111,0,1,0
2018-10-22,22614.82031250,0.59326000,range,0.00367211,-0.00990752,0.01542431,-0.04914708,-0.04477772,-0.03548211,-0.01398400,0.00518456,0.01944042,0.00302972,0.84518379,0,0,0,0,0,-0.07498547,0.01810912,0.03494068,-0.03509469,-0.07264664,-1,0,0,1,0,0,0,0.08740528,0,0.49189002,0.80366025,0,1,0
2018-10-23,22010.77929688,0.58671100,range,-0.02670996,-0.02857164,-0.02387934,-0.06214952,-0.07788671,-0.05911732,-0.04029577,-0.02162710,0.01945253,0.00277966,1.07489892,0,0,1,0,1,-0.09969257,-0.00908454,0.00729745,-0.01942958,-0.04719731,-1,0,0,8,5,0,0,0.49334706,0.15900690,0.45840937,1.12406040,0,1,0
2018-10-24,22091.17968750,0.58759500,range,0.00365277,-0.01956767,-0.03283287,-0.06019131,-0.07723726,-0.05191317,-0.03629637,-0.01788871,0.01910096,0.00237682,1.12183273,0,0,0,0,1,-0.09640395,0.00446092,0.01097688,-0.02641962,-0.05066502,-1,0,0,6,4,0,0,0.37849119,0.09745432,0.47968123,1.20191632,0,1,0
2018-10-25,21268.73046875,0.57837200,range,-0.03722976,-0.05952246,-0.06132138,-0.05852495,-0.11504880,-0.08357397,-0.07200730,-0.05415494,0.01923761,0.00178626,1.24855491,0,0,1,1,1,-0.13004461,-0.02933126,-0.02666154,0.01776412,-0.01395480,0,0,0,20,17,0,0,0.83536057,0.55752732,0.27337292,1.45087906,0,1,0
2018-10-26,21184.59960938,0.19808300,range,-0.00395561,-0.03753523,-0.05980276,-0.06653814,-0.10976884,-0.08172882,-0.07520300,-0.05738371,0.01926833,0.00092677,1.23444213,0,0,1,1,1,-0.13348582,-0.00093381,-0.00093381,0.02961587,-0.00702014,0,0,0,15,13,0,0,0.50989568,0.47680628,0.24731989,1.47521687,0,1,0
2018-10-29,21149.80078125,0.19782200,range,-0.00164265,-0.04261334,-0.06478139,-0.05035629,-0.12314401,-0.07801758,-0.07577682,-0.05837372,0.01882997,-0.00002744,0.94549178,0,0,0,0,1,-0.13490920,0.00848139,0.00848139,0.03794833,-0.00538634,1,0,0,3,2,0,0,0.20310940,0.18667190,0.25270202,1.05095177,0,1,0
2018-10-30,21457.28906250,0.20012300,range,0.01453859,0.00886553,-0.02514633,-0.04842519,-0.11500859,-0.05851804,-0.06147503,-0.04412239,0.01848927,-0.00097547,1.57162383,0,0,0,0,1,-0.12233200,0.02314329,0.02314329,0.03354247,-0.00996902,0,0,0,1,1,0,0,0.01220879,0.01220879,0.26560568,1.69389859,0,1,0
2018-10-31,21920.46093750,0.20356300,range,0.02158576,0.03473567,-0.00772791,-0.04030705,-0.09683141,-0.03227539,-0.04059960,-0.02299872,0.01834571,-0.00179552,1.40458832,0,0,0,0,1,-0.10338687,0.04522861,0.04522861,0.01560819,-0.03088804,0,0,0,2,0,0,0,0.04840007,0,0.41517389,1.68890080,0,1,0
2018-11-01,21687.65039062,0.20183800,range,-0.01062070,0.02543048,0.01969652,-0.04283268,-0.10050659,-0.03756051,-0.05049827,-0.03300162,0.01842719,-0.00247665,1.35307396,0,0,0,0,1,-0.10605579,0.03412756,0.03412756,0.03058931,-0.02048491,0,1,0,11,4,0.01980700,0,0.37894035,0.16304467,0.29657916,1.61921468,0,1,0
2018-11-02,22243.66015625,0.20594600,range,0.02563716,0.03664820,0.04999200,-0.01280041,-0.07223834,-0.00754989,-0.02571951,-0.00776209,0.01843147,-0.00320341,1.34270341,0,0,0,0,1,-0.08265321,0.06063965,0.06063965,0.01488512,-0.04496919,0,2,1,3,0,0.31814369,0.15152762,0.04500083,0,0.55562268,2.00288754,0,1,0
2018-11-05,21898.99023438,0.20340400,range,-0.01549520,-0.00097948,0.03542300,-0.03165314,-0.07924456,-0.01913829,-0.04083628,-0.02276470,0.01884098,-0.00385282,1.02965547,0,0,0,0,1,-0.08482014,0.04420483,0.04420483,0.00625876,-0.02993788,0,1,1,5,0,0.01510409,0.01510409,0.22422633,0,0.48148102,1.27200450,0,1,0
2018-11-06,22147.75000000,0.20524100,range,0.01135942,0.02121482,0.03217839,0.00622289,-0.05631338,-0.00379140,-0.02954667,-0.01122941,0.01887495,-0.00453155,0.00000000,0,0,0,0,1,-0.06111355,0.05606639,0.05606639,-0.01031346,-0.04083345,0,0,0,4,0,0,0,0.14841478,0,0.53762016,1.05428711,0,1,0
2018-11-07,22085.80078125,0.20478400,range,-0.00279709,-0.00709683,0.00754272,-0.00024349,-0.06042014,-0.00361625,-0.03203796,-0.01363936,0.01900756,-0.00509310,1.27546853,0,0,0,0,1,-0.06373970,0.05311248,0.05311248,-0.02645055,-0.03814306,-1,2,2,7,0,0.03491109,0.03491109,0.20351474,0,0.49212947,1.32896917,0,1,0
2018-11-08,22486.91992188,0.20773100,range,0.01816186,0.02684734,0.03685367,0.05727608,-0.00460095,0.01774041,-0.01401204,0.00466115,0.01893856,-0.00560922,1.07940692,0,0,0,0,0,-0.02447898,0.07223895,0.07223895,-0.03594268,-0.05530055,-1,1,1,3,0,0.01188483,0.01188483,0.05795614,0,0.52471650,1.09616563,0,1,0
2018-11-09,22250.25000000,0.20599500,range,-0.01052478,0.00462801,0.00029626,0.05030307,-0.01958215,0.00726583,-0.02412172,-0.00561738,0.01896173,-0.00584332,1.02839837,0,0,0,0,1,-0.03088756,0.06095387,0.06095387,-0.04632532,-0.04855177,-1,1,0,4,0,0.01360010,0,0.09344629,0,0.49336584,1.02832722,0,1,0
2018-11-12,22269.88085938,0.20613900,range,0.00088228,0.00833477,0.01693643,0.05295937,-0.00006376,0.00916966,-0.02277793,-0.00432314,0.01888495,-0.00621610,0.77770492,0,0,0,0,1,-0.03003254,0.06188993,0.06188993,-0.05037572,-0.05422437,-1,1,1,1,0,0.01188483,0.01188483,0.16661606,0,0.31040932,0.76393154,0,1,0
2018-11-13,21810.51953125,0.20274900,range,-0.02062702,-0.03007973,-0.01522640,0.01646203,-0.03276034,-0.01164332,-0.04244910,-0.02449661,0.01874833,-0.00645602,1.12440139,0,0,0,0,1,-0.05004008,0.03998630,0.03998630,-0.00952612,-0.03430496,0,0,0,10,1,0,0,0.49410454,0.01569411,0.29035348,1.18518014,0,1,0
2018-11-14,21846.48046875,0.20301600,range,0.00164879,-0.01814674,-0.01083594,-0.00337495,-0.04354597,-0.00835394,-0.03997762,-0.02248184,0.01822435,-0.00679105,0.98495929,0,0,0,0,1,-0.04847379,0.04170102,0.04170102,-0.00138654,-0.03589457,0,0,0,3,1,0,0,0.04354379,0.01220879,0.36048240,1.01683832,0,1,0
2018-11-15,21803.61914062,0.20269800,range,-0.00196193,-0.02093688,-0.03038659,0.00534723,-0.03771449,-0.00806027,-0.04100254,-0.02400981,0.01771926,-0.00716614,0.00000000,0,0,0,0,1,-0.04675843,0.03965727,0.03965727,-0.01966596,-0.03399934,-1,0,0,1,0,0,0,0.08740528,0,0.38053824,0.79555777,0,1,0
2018-11-16,21680.33984375,0.20178300,range,-0.00565407,-0.00596867,-0.02561365,-0.02532498,-0.03780123,-0.01174777,-0.04566608,-0.02913142,0.01732586,-0.00752011,0.98699816,0,0,0,0,1,-0.04374997,0.03377897,0.03377897,-0.00800075,-0.02850644,0,0,0,6,1,0,0,0.35116266,0.01914186,0.28269266,0.96011260,0,1,0
2018-11-19,21821.16015625,0.20282800,range,0.00649530,-0.00115901,-0.02014922,-0.00355405,-0.03509469,-0.00339412,-0.03860700,-0.02247259,0.01678232,-0.00779465,0.94586321,0,0,0,0,1,-0.03753883,0.04049367,0.04049367,-0.03234067,-0.03477586,-1,0,0,1,0,0,0,0.01127916,0,0.40163952,0.85234323,0,1,0
2018-11-20,21583.11914062,0.20106000,range,-0.01090872,-0.01011300,-0.01042618,-0.02549382,-0.01942958,-0.01247605,-0.04845761,-0.03285951,0.01639245,-0.00804119,1.07876041,0,0,0,0,1,-0.04429400,0.02914321,0.02914321,-0.02757707,-0.03254343,-1,0,0,1,0,0,0,0.01510409,0,0.27774091,0.83654788,0,1,0
2018-11-21,21507.53906250,0.20049700,range,-0.00350181,-0.00797039,-0.01551469,-0.02618251,-0.02641962,-0.01497045,-0.05103263,-0.03583517,0.01601474,-0.00829791,1.00367886,0,0,0,0,1,-0.04764071,0.02553935,0.02553935,-0.05184038,-0.05693861,-1,0,0,4,1,0,0,0.06464507,0.01127916,0.25945512,0.98214952,0,1,0
2018-11-22,21646.55078125,0.20153200,range,0.00646339,-0.00800184,-0.00720377,-0.03737146,0.01776412,-0.00727703,-0.04422475,-0.02921890,0.01570018,-0.00837875,0.85070677,0,0,0,0,1,-0.04148524,0.03216781,0.03216781,-0.06838786,-0.07575714,-1,0,0,2,1,0,0,0.03017062,0.01828579,0.25945512,0.77590918,0,1,0
2018-11-26,21812.00000000,0.20276000,range,0.00764321,0.01060462,0.00607279,-0.01969641,0.02961587,-0.00055531,-0.03630125,-0.02157182,0.01528427,-0.00806956,1.00351660,0,0,0,0,1,-0.03415910,0.04005689,0.04005689,-0.12177974,-0.12351179,-1,0,0,0,0,0,0,0,0,0.24435103,0.85314640,0,1,0
2018-11-27,21952.40039062,0.20379900,range,0.00643684,0.02068397,0.00601436,-0.01425605,0.03794833,0.00443419,-0.02936673,-0.01531839,0.01447338,-0.00743609,0.94853554,0,0,0,0,1,-0.02794214,0.04356934,0.04675157,-0.11959238,-0.13683334,-1,0,0,0,0,0,0,0,0,0.38628659,0.86434076,0,1,0
2018-11-28,22177.01953125,0.20545600,range,0.01023210,0.02450593,0.02751689,0.01680382,0.03354247,0.01285191,-0.01886925,-0.00531152,0.01381847,-0.00678440,0.99146100,0,0,0,0,1,-0.01799594,0.05424725,0.05746204,-0.09466558,-0.14557589,-1,1,0,0,0,0.02646463,0,0,0,0.38628659,0.92117421,0,1,0
2018-11-29,22262.59960938,0.20608600,range,0.00385895,0.02065834,0.03510678,0.01904742,0.01560819,0.01509210,-0.01452130,-0.00153714,0.01317548,-0.00622192,0.88471850,0,0,0,0,1,-0.01420644,0.04797818,0.06154274,-0.10096889,-0.14886040,-1,0,0,1,0,0,0,0.01510409,0,0.57295850,0.90845679,0,1,0
2018-11-30,22351.06054688,0.20673500,range,0.00397352,0.01816021,0.03254605,0.02510782,0.03058931,0.01833128,-0.00987610,0.00223250,0.01222938,-0.00564171,1.32865348,0,0,0,0,0,-0.01028936,0.05214234,0.06576080,-0.12478601,-0.15222904,-1,3,1,5,0,0.05610784,0.02646463,0.08371807,0,0.59100015,1.34864055,0,1,0
2018-12-03,22574.75976562,0.20837300,range,0.01000844,0.01793479,0.03496973,0.04125488,0.01488512,0.02697115,0.00098195,0.01201225,0.01101947,-0.00494535,0.88955249,0,0,0,0,0,-0.00038391,0.06267265,0.07642740,-0.11232851,-0.16062982,-1,1,0,1,0,0.01366583,0,0.02646463,0,0.62700363,0.91383432,0,1,0
2018-12-04,22036.05078125,0.20441700,range,-0.02386333,-0.01017621,0.00381054,0.00984781,0.00625876,0.00170979,-0.02195267,-0.01245219,0.00971372,-0.00424914,1.12624125,0,0,0,0,1,-0.02919708,0.03731374,0.05074026,-0.08313703,-0.14010998,-1,0,0,2,0,0,0,0.04075804,0,0.57961769,1.02139403,0,1,0
2018-12-05,21919.33007812,0.20355500,range,-0.00529681,-0.01931588,-0.01161966,0.01557750,-0.01031346,-0.00390638,-0.02571581,-0.01780873,0.00811579,-0.00368393,1.04677339,0,0,0,0,1,-0.03433923,0.03181929,0.04517469,-0.06808007,-0.13553106,-1,0,0,2,1,0,0,0.19377400,0.02715794,0.39319463,0.93339585,0,1,0
2018-12-06,21501.61914062,0.20045300,range,-0.01905674,-0.04753719,-0.03418201,-0.00027525,-0.02645055,-0.02238128,-0.04262237,-0.03656906,0.00632280,-0.00328003,1.09066008,0,0,0,0,1,-0.05274158,0.01215618,0.02525707,-0.06221942,-0.11873706,-1,0,0,9,2,0,0,0.38197025,0.04275814,0.35947296,1.16623884,0,1,0
2018-12-07,21678.67968750,0.20177100,range,0.00823475,-0.01621757,-0.03008273,0.00148425,-0.03594268,-0.01302006,-0.03263783,-0.02849449,0.00428313,-0.00304123,0.96880233,0,0,0,0,1,-0.04494114,0.02049103,0.03369981,-0.06084229,-0.12593477,-1,0,0,3,0,0,0,0.13016342,0,0.29212352,0.98355031,0,1,0
2018-12-10,21219.50000000,0.19834500,range,-0.02118116,-0.03192753,-0.06003429,-0.02716395,-0.04632532,-0.03214472,-0.05113333,-0.04901960,0.00222763,-0.00280013,0.97544914,0,0,1,0,1,-0.06517040,-0.00112416,0.01180484,-0.03130191,-0.10702043,-1,0,0,2,1,0,0,0.04387714,0.03021131,0.23835384,0.92578571,0,1,0
2018-12-11,21148.01953125,0.19780900,range,-0.00336862,-0.01644525,-0.04029902,-0.03664205,-0.05037572,-0.03313224,-0.05214498,-0.05206351,0.00008595,-0.00255035,1.07984697,0,0,1,0,1,-0.06831948,-0.00103644,0.00839645,-0.03334920,-0.10400215,-1,0,0,1,1,0,0,0.03021131,0.03021131,0.22707468,1.00378677,0,1,0
2018-12-12,21602.75000000,0.20120600,range,0.02150227,-0.00350251,-0.01444296,-0.02589480,-0.00952612,-0.00980300,-0.02917755,-0.03155300,-0.00244684,-0.00230923,1.10401479,0,0,0,0,1,-0.04828623,0.02565908,0.03007927,-0.05557072,-0.12286259,-1,1,1,2,0,0.01360010,0.01360010,0.03235383,0,0.29212352,1.19579004,0,1,0
2018-12-13,21816.18945312,0.20279100,range,0.00988020,0.02811986,0.01463008,-0.02005202,-0.00138654,0.00045673,-0.01725109,-0.02192097,-0.00475186,-0.00195918,0.97295305,0,0,0,0,1,-0.03888311,0.03579279,0.04025666,-0.05271861,-0.13144410,-1,1,0,1,0,0.01510409,0,0.01360010,0,0.32356808,0.94181170,0,1,0
2018-12-14,21374.83007812,0.19950700,range,-0.02023082,0.01072491,-0.01401606,-0.04367714,-0.01966596,-0.01971524,-0.03499902,-0.04163582,-0.00687751,-0.00163589,1.26897914,0,0,0,0,1,-0.05832730,0.01483786,0.01921141,-0.03066691,-0.11350967,-1,1,0,24,7,0.01510409,0,0.90157066,0.30757036,0.30351224,1.54007872,0,1,0
2018-12-17,21506.88085938,0.20049300,bear,0.00617786,-0.00443782,0.01354324,-0.04730411,-0.00800075,-0.01268840,-0.02663263,-0.03549570,-0.00910558,-0.00145504,0.78065999,0,0,0,0,1,-0.05250977,0.02110739,0.02550796,-0.04110176,-0.11895266,-1,0,0,3,1,0,0,0.04593672,0.01828579,0.28840815,0.76851869,0,0,1
2018-12-18,21115.44921875,0.19756400,bear,-0.01820030,-0.03212019,-0.00154011,-0.04177707,-0.03234067,-0.03027168,-0.04220790,-0.05293076,-0.01119539,-0.00122032,0.99739809,0,0,0,0,1,-0.06975437,0.00252293,0.00684341,-0.02470838,-0.10262008,-1,0,0,5,3,0,0,0.07022283,0.03780013,0.24435103,0.96263509,0,0,1
2018-12-19,20987.91992188,0.19660600,bear,-0.00603962,-0.01810120,-0.02846073,-0.04249264,-0.02757707,-0.03456399,-0.04568254,-0.05852211,-0.01345419,-0.00107098,1.01171834,0,0,1,0,1,-0.07537271,-0.00353193,0.00076246,-0.01969176,-0.09716732,-1,0,0,4,2,0,0,0.13291161,0.10030894,0.24435103,0.94592099,0,0,1
2018-12-20,20392.58007812,0.19210000,bear,-0.02836583,-0.05181136,-0.06525472,-0.05157933,-0.05184038,-0.06066348,-0.07065535,-0.08518817,-0.01563770,-0.00068831,1.20823052,0,0,1,1,1,-0.10160053,-0.02337803,-0.02337803,0.01868231,-0.07081007,0,0,0,15,10,0,0,0.72129033,0.34667259,0.22707468,1.26268477,0,0,1
2018-12-21,20166.18945312,0.19037400,bear,-0.01110162,-0.04495570,-0.05654504,-0.06976856,-0.06838786,-0.06870015,-0.07835716,-0.09521224,-0.01828808,-0.00043800,1.46430291,0,0,1,1,1,-0.11157422,-0.00575559,-0.00575559,0.02394159,-0.06037875,0,0,0,14,12,0,0,0.33512738,0.28530626,0.21584404,1.43271025,0,0,1
2018-12-25,19155.74023438,0.18257600,bear,-0.05010611,-0.08729687,-0.10932039,-0.09725770,-0.12177974,-0.11232969,-0.12259253,-0.14030626,-0.02018871,-0.00048656,0.00000000,0,0,1,1,1,-0.15608977,-0.04253230,-0.04253230,0.07877014,-0.01081452,1,0,0,9,9,0,0,0.39328227,0.39328227,0.20224394,1.11986571,0,0,1
2018-12-26,19327.06054688,0.18390900,bear,0.00894355,-0.05225035,-0.08469574,-0.08610541,-0.11959238,-0.09884459,-0.11186613,-0.13220920,-0.02290541,-0.00100209,1.01269566,0,0,0,0,1,-0.14854222,0.01093734,0.01093734,0.06361436,-0.00443375,1,0,0,1,1,0,0,0.08740528,0.08740528,0.20224394,1.02941126,0,0,1
2018-12-27,20077.61914062,0.18969600,bear,0.03883460,-0.00439202,-0.04337261,-0.07059892,-0.09466558,-0.05808355,-0.07487248,-0.09809564,-0.02510265,-0.00152860,1.18142745,0,0,0,0,1,-0.11547620,0.05958436,0.05958436,0.03465904,-0.04165085,0,0,0,0,0,0,0,0,0,0.21584404,1.23244842,0,0,1
2018-12-28,20014.76953125,0.18921500,bear,-0.00313033,0.04484448,-0.01852686,-0.08257262,-0.10096889,-0.05638520,-0.07566305,-0.10063780,-0.02701909,-0.00190473,0.89158300,0,0,0,0,1,-0.11824505,0.05626751,0.05626751,0.03865251,-0.03864148,1,0,0,2,0,0,0,0.03242270,0,0.21584404,0.92187967,0,0,1
2019-01-04,19561.96093750,0.18572900,bear,-0.02262372,0.01215396,-0.02996245,-0.08481327,-0.12478601,-0.07282034,-0.09421037,-0.12062726,-0.02916449,-0.00250729,1.15920020,0,0,0,0,1,-0.13819363,0.03237081,0.03237081,0.06757035,0.01834376,1,0,0,16,1,0,0,0.57302110,0.15152762,0.20224394,1.29655585,0,0,1
2019-01-07,20038.97070312,0.18940000,bear,0.02438456,-0.00192495,0.04610787,-0.06825305,-0.11232851,-0.04389183,-0.06945493,-0.09869670,-0.03142434,-0.00329398,1.02698729,0,0,0,0,1,-0.11717887,0.05754471,0.05754471,0.04019560,0.00314183,1,1,1,0,0,0.01188483,0.01188483,0,0,0.21347458,1.07546124,0,0,1
2019-01-08,20204.03906250,0.19066300,bear,0.00823737,0.00945649,0.04537568,-0.04316319,-0.08313703,-0.03014896,-0.05961228,-0.09091695,-0.03328911,-0.00400077,1.09054191,0,0,0,0,1,-0.10509014,0.06625610,0.06625610,0.03316275,-0.00505391,0,0,0,1,0,0,0,0.01188483,0,0.22707468,1.15992418,0,0,1
2019-01-09,20427.06054688,0.19236300,bear,0.01103846,0.04422356,0.01740452,-0.02672296,-0.06808007,-0.01511267,-0.04709336,-0.08055112,-0.03511127,-0.00448666,0.91853472,0,0,0,0,1,-0.07061770,0.07802592,0.07802592,0.01587202,-0.01591667,0,0,0,1,0,0,0,0.01188483,0,0.22707468,0.96527234,0,0,1
2019-01-10,20163.80078125,0.19035500,bear,-0.01288779,0.00622937,0.00744606,-0.01121875,-0.06221942,-0.02429562,-0.05798231,-0.09214551,-0.03626598,-0.00481098,0.93257692,0,0,0,0,1,-0.07807199,0.06413255,0.06413255,0.00839966,0.00201494,0,0,0,3,0,0,0,0.05332678,0,0.06431641,0.96609305,0,0,1
2019-01-11,20359.69921875,0.19185000,bear,0.00971535,0.00770441,0.04078008,0.00959575,-0.06084229,-0.01161713,-0.04711425,-0.08305350,-0.03771622,-0.00496170,0.98254932,0,0,0,0,1,-0.06911514,0.07447097,0.07447097,0.02477992,-0.00762632,0,0,0,4,0,0,0,0.06738700,0,0.21584404,1.14149873,0,0,1
2019-01-15,20555.28906250,0.19333700,bear,0.00960672,0.00627738,0.02576571,0.07306159,-0.03130191,0.00108301,-0.03714085,-0.07403171,-0.03831386,-0.00513560,0.99804555,0,0,0,0,1,-0.06017239,0.08479311,0.08479311,0.02866374,-0.01167478,0,0,0,4,0,0,0,0.18705847,0,0.20224394,0.97798460,0,0,1
2019-01-16,20442.75000000,0.19248200,bear,-0.00547494,0.01383416,0.01181501,0.05772680,-0.03334920,-0.00278494,-0.04184756,-0.07888625,-0.03865637,-0.00520043,0.88988476,0,0,0,0,1,-0.06531789,0.07885393,0.07885393,0.03409331,-0.00623397,0,0,0,0,0,0,0,0,0,0.05071631,0.77836353,0,0,1
2019-01-17,20402.26953125,0.19217400,bear,-0.00198019,0.00209091,-0.00121364,0.01616977,-0.05557072,-0.00304467,-0.04311066,-0.08067396,-0.03925563,-0.00510847,0.81615194,0,0,0,0,1,-0.06716874,0.07671759,0.07671759,0.02442676,-0.00426222,0,0,0,0,0,0,0,0,0,0.06431641,0.70478934,0,0,1
2019-01-18,20666.07031250,0.19417600,bear,0.01292997,0.00538943,0.02490947,0.03254101,-0.05271861,0.01281659,-0.02977794,-0.06871076,-0.04012773,-0.00512535,0.83142361,0,0,0,0,1,-0.05510726,0.09063952,0.09063952,0.02979663,-0.01697274,0,1,0,3,0,0.01254683,0,0.06480157,0,0.08175396,0.96685400,0,0,1
2019-01-21,20719.33007812,0.19457900,bear,0.00257716,0.01352949,0.01766386,0.05916427,-0.03066691,0.01829664,-0.02613049,-0.06617365,-0.04111758,-0.00519608,0.78769548,0,0,0,0,1,-0.04744452,0.09345027,0.09345027,0.02815343,-0.01949964,0,1,0,1,0,0.01254683,0,0.01914186,0,0.07828742,0.77925574,0,0,1
2019-01-22,20622.91015625,0.19384900,bear,-0.00465362,0.01081451,0.00328972,0.02914019,-0.04110176,0.01519315,-0.02977934,-0.07045397,-0.04192307,-0.00503962,0.73541407,0,0,0,0,1,-0.04360931,0.08836177,0.08836177,0.03920786,-0.01491543,1,0,0,0,0,0,0,0,0,0.07052331,0.66729527,0,0,1
2019-01-23,20593.72070312,0.19362800,bear,-0.00141539,-0.00350089,0.00738505,0.01928731,-0.02470838,0.01596673,-0.02967284,-0.07165746,-0.04326852,-0.00503461,0.00000000,0,0,0,0,1,-0.03453475,0.08682131,0.08682131,0.04227064,-0.01351918,1,0,0,0,0,0,0,0,0,0.08779966,0.72442274,0,0,1
2019-01-24,20574.63085938,0.19348300,bear,-0.00092697,-0.00698378,0.00844814,0.00722426,-0.01969176,0.01633292,-0.02937842,-0.07233807,-0.04425994,-0.00509172,0.80343707,0,0,0,0,1,-0.02805985,0.08581386,0.08581386,0.04135573,-0.01260389,1,2,0,1,0,0.12808663,0,0.02005584,0,0.07052331,0.79892562,0,0,1
2019-01-25,20773.56054688,0.19498900,bear,0.00966869,0.00730500,0.00520129,0.03024032,0.01868231,0.02720807,-0.01853704,-0.06319690,-0.04550336,-0.00523105,0.89871893,0,0,0,0,1,-0.00570148,0.09631225,0.09631225,0.03632839,-0.02205929,1,4,0,1,0,0.17269307,0,0.02646463,0,0.22190539,0.98474443,0,0,1
2019-01-28,20649.00000000,0.19404700,bear,-0.00599611,0.00268428,-0.00339442,0.01420948,0.02394159,0.02008796,-0.02321083,-0.06870515,-0.04657538,-0.00520248,0.74884641,0,0,0,0,1,-0.01166340,0.08973865,0.08973865,0.03876171,-0.01616008,1,1,0,3,0,0.03205961,0,0.03603478,0,0.22434058,0.81286176,0,0,1
2019-01-29,20664.64062500,0.19416500,bear,0.00075745,0.00437479,0.00202350,0.00531987,0.07877014,0.01964462,-0.02076823,-0.06785879,-0.04808928,-0.00507356,0.83868681,0,0,0,0,1,-0.01091478,0.09056407,0.09056407,0.04315919,-0.01690473,1,0,0,3,0,0,0,0.21122251,0,0.08418914,0.95879333,0,0,1
2019-01-30,20556.53906250,0.19334600,bear,-0.00523123,-0.01044700,-0.00180548,0.00556623,0.06361436,0.01054871,-0.02442479,-0.07252987,-0.04930946,-0.00482536,0.96467755,0,0,0,0,1,-0.01608892,0.08485908,0.08485908,0.04030937,-0.01173488,1,1,0,2,0,0.03205961,0,0.18231017,0,0.08418914,0.99074081,0,0,1
2019-01-31,20773.49023438,0.19498900,bear,0.01055388,0.00602887,0.00966527,0.01819507,0.03465904,0.01813708,-0.01252281,-0.06252766,-0.05063899,-0.00459622,1.01255100,0,0,0,0,1,-0.00570484,0.07962641,0.09630854,0.03991622,-0.02205598,1,4,0,1,0,0.29713631,0,0.03205961,0,0.26714567,1.09512031,0,0,1
2019-02-01,20788.39062500,0.19510100,bear,0.00071728,0.00598849,0.00071389,0.00591890,0.03865251,0.01713287,-0.01083929,-0.06166367,-0.05138132,-0.00448829,1.10968613,0,0,0,0,1,-0.00499166,0.08040080,0.09709490,0.04972239,-0.02275694,1,1,0,5,0,0.01290366,0,0.07659719,0,0.24459830,1.05875934,0,0,1
2019-02-04,20883.76953125,0.19582100,bear,0.00458809,0.01591856,0.01136954,0.00793652,0.06757035,0.01986938,-0.00529934,-0.05714445,-0.05212131,-0.00430955,0.90372481,0,0,0,0,1,-0.00219122,0.08535777,0.10212847,0.04034280,-0.02722013,1,3,0,4,0,0.05303412,0,0.06933389,0,0.26873261,0.97804510,0,0,1
2019-02-05,20844.44921875,0.19552500,bear,-0.00188282,0.00341584,0.00870127,0.01074238,0.04019560,0.01467423,-0.00630145,-0.05874898,-0.05278013,-0.00395143,0.89595112,0,0,0,0,1,-0.00406991,0.04636603,0.10005336,0.03609409,-0.02538511,1,1,1,3,1,0.01366583,0.01366583,0.04444524,0.01510409,0.25582895,1.16872888,0,0,1
2019-02-06,20874.06054688,0.19574800,bear,0.00142059,0.00412105,0.01544625,0.01361288,0.03316275,0.01412749,-0.00409611,-0.05723820,-0.05336066,-0.00374544,0.95034483,0,0,0,0,1,-0.00510789,0.03841078,0.10161608,0.02787906,-0.02676767,0,2,2,2,1,0.03000629,0.03000629,0.03263397,0.01643749,0.27216941,1.01810597,0,0,1
2019-02-07,20751.27929688,0.19482100,bear,-0.00588200,-0.00634417,-0.00106920,0.00858574,0.01587202,0.00652419,-0.00905848,-0.06259202,-0.05402291,-0.00359032,0.97599189,0,0,0,0,1,-0.01095985,0.03230285,0.09513637,0.01321756,-0.02100925,0,2,2,3,2,0.10107111,0.10107111,0.04660811,0.02832232,0.33200358,1.19964209,0,0,1
