nikkei_breakout_date,nikkei_event_type,nikkei_fallback_below_resistance_3d,nikkei_fallback_below_resistance_5d,nikkei_fallback_below_resistance_10d,nikkei_future_10d_return,nikkei_breakout_fallback_label,component_valid_count,top30_official_weight_coverage,component_breakout20_count,component_breakout60_count,component_volume_confirmed_count,component_breakout20_volume_confirmed_count,component_breakout60_volume_confirmed_count,component_breakout20_5d_no_fallback_count,component_breakout60_5d_no_fallback_count,weighted_breakout20_breadth,weighted_breakout60_breadth,weighted_volume_confirmed_breadth,weighted_breakout20_volume_confirmed_breadth,weighted_breakout60_volume_confirmed_breadth,weighted_breakout20_5d_no_fallback_breadth,weighted_breakout60_5d_no_fallback_breadth,avg_component_volume_ratio_60d
2024-07-03,breakout_60d,False,False,False,-0.01119767,strong_breakout_no_3d_fallback,30,0.63896600,10,4,4,3,2,7,4,0.57914036,0.31069728,0.08744440,0.07616524,0.05667594,0.39572685,0.31069728,0.940998
2024-07-04,breakout_20d,False,False,True,-0.02077203,strong_breakout_no_3d_fallback,30,0.63896600,9,5,2,2,2,4,4,0.39517596,0.33075312,0.11386991,0.11386991,0.11386991,0.16413706,0.16413706,0.814340
2024-07-11,breakout_60d,True,True,True,-0.10791510,failed_breakout_not_reclaimed,30,0.63896600,14,10,13,8,6,3,1,0.54763477,0.37847710,0.41465587,0.32858556,0.30100663,0.04048259,0.01290366,1.121445
2024-09-02,breakout_20d,True,True,True,-0.06453737,failed_breakout_not_reclaimed,30,0.63896600,7,2,1,1,1,0,0,0.28508872,0.04494762,0.02514062,0.02514062,0.02514062,0.00000000,0.00000000,0.709449
2024-09-27,breakout_20d,True,True,True,-0.00561788,weak_breakout_negative_10d,30,0.63896600,13,5,14,7,4,1,0,0.54953159,0.24072486,0.67061628,0.38956063,0.22884003,0.01914186,0.00000000,1.271205
2024-10-15,breakout_20d,True,True,True,-0.02522819,failed_breakout_not_reclaimed,30,0.63896600,3,1,6,2,0,1,1,0.28048597,0.16661606,0.19467546,0.11386991,0.00000000,0.16661606,0.16661606,0.971072
2024-12-12,breakout_20d,True,True,True,-0.00705365,failed_breakout_not_reclaimed,30,0.63896600,6,2,2,1,1,1,0,0.29967792,0.03649333,0.04157811,0.01643749,0.01643749,0.01188483,0.00000000,0.920565
2024-12-27,breakout_20d,True,True,True,-0.04542320,failed_breakout_not_reclaimed,30,0.63896600,6,4,4,2,2,0,0,0.13199294,0.07531700,0.19578507,0.03189059,0.03189059,0.00000000,0.00000000,0.965113
2024-12-27,breakout_60d,True,True,True,-0.04542320,failed_breakout_not_reclaimed,30,0.63896600,6,4,4,2,2,0,0,0.13199294,0.07531700,0.19578507,0.03189059,0.03189059,0.00000000,0.00000000,0.965113
2025-05-01,breakout_20d,False,False,False,0.02870404,strong_breakout_no_3d_fallback,30,0.63896600,7,2,10,4,1,4,1,0.15916027,0.03809279,0.41797529,0.08723782,0.01828579,0.07708235,0.01828579,1.068149
2025-05-13,breakout_20d,False,True,True,-0.01202496,strong_breakout_no_3d_fallback,30,0.63896600,15,3,17,8,1,4,1,0.58726599,0.05411556,0.57843140,0.26960746,0.01948930,0.23071337,0.01634046,1.226244
2025-06-17,breakout_20d,True,True,True,0.03761579,healthy_pullback_reclaimed,30,0.63896600,5,4,4,4,3,3,3,0.30147926,0.28893243,0.28167226,0.28167226,0.26912543,0.27382834,0.27382834,0.773774
2025-06-17,breakout_60d,True,True,True,0.03761579,healthy_pullback_reclaimed,30,0.63896600,5,4,4,4,3,3,3,0.30147926,0.28893243,0.28167226,0.28167226,0.26912543,0.27382834,0.27382834,0.773774
2025-06-26,breakout_20d,False,False,False,0.00156074,strong_breakout_no_3d_fallback,30,0.63896600,7,7,7,3,3,6,6,0.43808121,0.43808121,0.28601209,0.21549190,0.21549190,0.42441538,0.42441538,1.053095
2025-06-26,breakout_60d,False,False,False,0.00156074,strong_breakout_no_3d_fallback,30,0.63896600,7,7,7,3,3,6,6,0.43808121,0.43808121,0.28601209,0.21549190,0.21549190,0.42441538,0.42441538,1.053095
2025-07-23,breakout_20d,False,True,True,-0.00914377,strong_breakout_no_3d_fallback,30,0.63896600,10,9,25,10,9,6,5,0.19465824,0.17846176,0.76692657,0.19465824,0.17846176,0.12114573,0.10494925,1.774046
2025-07-23,breakout_60d,False,True,True,-0.00914377,strong_breakout_no_3d_fallback,30,0.63896600,10,9,25,10,9,6,5,0.19465824,0.17846176,0.76692657,0.19465824,0.17846176,0.12114573,0.10494925,1.774046
2025-08-12,breakout_20d,False,False,False,-0.00757929,strong_breakout_no_3d_fallback,30,0.63896600,12,12,19,8,8,6,6,0.26532398,0.26532398,0.64531916,0.20841015,0.20841015,0.15039767,0.15039767,1.395935
2025-08-12,breakout_60d,False,False,False,-0.00757929,strong_breakout_no_3d_fallback,30,0.63896600,12,12,19,8,8,6,6,0.26532398,0.26532398,0.64531916,0.20841015,0.20841015,0.15039767,0.15039767,1.395935
2025-09-11,breakout_20d,False,False,False,0.01512761,strong_breakout_no_3d_fallback,30,0.63896600,4,4,3,2,2,2,2,0.29426605,0.29426605,0.13272068,0.10250937,0.10250937,0.25402134,0.25402134,0.939565
2025-09-11,breakout_60d,False,False,False,0.01512761,strong_breakout_no_3d_fallback,30,0.63896600,4,4,3,2,2,2,2,0.29426605,0.29426605,0.13272068,0.10250937,0.10250937,0.25402134,0.25402134,0.939565
2025-10-06,breakout_20d,False,False,False,0.02860160,strong_breakout_no_3d_fallback,30,0.63896600,13,11,21,10,9,5,4,0.57600404,0.52238147,0.84582591,0.52188849,0.49473055,0.31456916,0.28741122,1.408380
2025-10-06,breakout_60d,False,False,False,0.02860160,strong_breakout_no_3d_fallback,30,0.63896600,13,11,21,10,9,5,4,0.57600404,0.52238147,0.84582591,0.52188849,0.49473055,0.31456916,0.28741122,1.408380
2025-10-20,breakout_20d,False,False,False,0.04699961,strong_breakout_no_3d_fallback,30,0.63896600,3,3,3,1,1,1,1,0.13395705,0.13395705,0.14804387,0.08740528,0.08740528,0.03021131,0.03021131,0.846076
2025-10-20,breakout_60d,False,False,False,0.04699961,strong_breakout_no_3d_fallback,30,0.63896600,3,3,3,1,1,1,1,0.13395705,0.13395705,0.14804387,0.08740528,0.08740528,0.03021131,0.03021131,0.846076
2025-10-29,breakout_20d,False,True,True,-0.00050324,strong_breakout_no_3d_fallback,30,0.63896600,6,6,9,5,5,5,5,0.42235268,0.42235268,0.38455724,0.30793188,0.30793188,0.33494740,0.33494740,1.119250
2025-10-29,breakout_60d,False,True,True,-0.00050324,strong_breakout_no_3d_fallback,30,0.63896600,6,6,9,5,5,5,5,0.42235268,0.42235268,0.38455724,0.30793188,0.30793188,0.33494740,0.33494740,1.119250
2026-01-05,breakout_20d,True,True,True,0.02234687,healthy_pullback_reclaimed,30,0.63896600,4,2,4,2,1,3,2,0.16001947,0.03049458,0.16632340,0.13270659,0.01828579,0.14491538,0.03049458,0.932345
2026-01-13,breakout_60d,False,False,False,-0.00402660,strong_breakout_no_3d_fallback,30,0.63896600,12,11,20,10,9,9,9,0.59263091,0.42601484,0.76183396,0.56718041,0.40056435,0.26158356,0.26158356,1.381233
2026-01-14,breakout_20d,True,True,True,-0.01808055,weak_breakout_negative_10d,30,0.63896600,12,10,11,5,5,6,5,0.45490996,0.27318981,0.44712864,0.19978528,0.19978528,0.10192561,0.08682152,1.188951
2026-02-03,breakout_20d,True,True,True,0.04428272,healthy_pullback_reclaimed,30,0.63896600,2,2,17,1,1,2,1,0.04462992,0.04462992,0.42233546,0.01948930,0.01948930,0.04462992,0.01948930,1.353393
2026-02-03,breakout_60d,True,True,True,0.04428272,healthy_pullback_reclaimed,30,0.63896600,2,2,17,1,1,2,1,0.04462992,0.04462992,0.42233546,0.01948930,0.01948930,0.04462992,0.01948930,1.353393
2026-02-25,breakout_20d,False,True,True,-0.06072995,strong_breakout_no_3d_fallback,30,0.63896600,6,6,14,3,3,0,0,0.21634797,0.21634797,0.44702222,0.07109455,0.07109455,0.00000000,0.00000000,1.170093
2026-02-25,breakout_60d,False,True,True,-0.06072995,strong_breakout_no_3d_fallback,30,0.63896600,6,6,14,3,3,0,0,0.21634797,0.21634797,0.44702222,0.07109455,0.07109455,0.00000000,0.00000000,1.170093
2026-04-08,breakout_20d,False,False,False,0.05820510,strong_breakout_no_3d_fallback,30,0.63896600,7,0,9,3,0,6,0,0.35351490,0.00000000,0.45928891,0.18029754,0.00000000,0.33345906,0.00000000,1.147169
