date,close,base_position_v3,market_regime,ret1,ret3,ret5,ret10,ret20,dist_ma20,dist_ma50,dist_ma200,ma50_over_ma200,ma200_slope20,volume_ratio60,breakout20,breakout60,breakdown20,breakdown60,below200,dist_res20,dist_sup20,dist_sup60,future20_return,future20_drawdown,adjustment_label,component_b20_vol_count,component_b60_vol_count,component_vol_down_count,component_bd20_vol_count,weighted_b20_vol,weighted_b60_vol,weighted_vol_down,weighted_bd20_vol,component_above200_breadth,avg_component_vr,regime_bull,regime_range,regime_bear,signal_date,horizon_1d_close_return,horizon_3d_close_return,horizon_5d_close_return,horizon_1d_max_drawdown,horizon_3d_max_drawdown,horizon_5d_max_drawdown,next_signal_primary_adjustment,next_signal_secondary_adjustment,signal_direction,action_type,rating_state,signal_family,sample_source,sample_id,is_replay_outcome_observed,candidate_event_type,candidate_action_label,candidate_stood_1d,candidate_stood_3d,candidate_stood_5d,candidate_future_10d_return,downside_event_type,downside_label,downside_suggested_action,downside_weighted_volume_down_breadth,downside_weighted_breakdown20_breadth,execution_date,market_symbol,etf_symbol,train_policy,primary_model_id,secondary_model_id,primary_adjustment,secondary_adjustment,primary_prob_down,secondary_prob_down,target_position_proxy,planned_action,planned_target_shares,planned_trade_shares,holdings_before_shares,cash_before_cny,cost_price_cny,market_price_cny,position_before_pct,signal_rationale,rating_change_reason,rating_change_review,guidance_for_next_session,execution_status,executed_date,executed_sell_shares,executed_buy_shares,executed_avg_price_cny,holdings_after_shares,cash_after_cny,position_after_pct,review_status,review_horizon,review_price_change_pct,review_note,source_artifacts,created_at,updated_at,replay_label_1d,replay_label_3d,replay_label_5d,continuation_label_version,continuation_label_1d,is_outcome_observed_1d,continuation_label_3d,is_outcome_observed_3d,continuation_label_5d,is_outcome_observed_5d,is_continuation_eligible,source_sample_id,is_real_failure_event,mined_action_direction,mined_failure_reason,failure_label_horizon
2018-03-20,21380.97070312,0.34082,bull,-0.00465203,-0.01939917,-0.02672643,-0.00171769,-0.02481763,-0.01498231,-0.04961159,0.00479388,0.05724551,0.00969444,0.80069032,0.0,0.0,0.0,0.0,0.0,-0.04982124,0.02119241,0.02119241,0.03635141,-0.04833646,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.01569411,0.01569411,0.67653991,0.87449637,1.0,0.0,0.0,2018-03-20,0.0098695019131758,-0.0287578661547989,-0.0163538017564833,0.0098695019131758,-0.0356911451175901,-0.0356911451175901,0.0,0.0,add,add_risk,risk_add,real_failure_add,real_failure_event_mining,historical_55_2018-03-20_failure_add,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,premature_add,premature_add,nikkei_continuation_head_v1,1.0,True,0.0,True,0.0,True,True,historical_55_2018-03-20,True,add,prototype_add_failure,3d
2018-08-31,22865.15039062,0.752646,range,-0.00019019,0.00226531,0.01165311,0.02670675,0.01509292,0.01794612,0.02110175,0.02047008,-0.00061862,0.00247447,0.99076162,0.0,0.0,0.0,0.0,0.0,-0.00725158,0.04639674,0.06533124,0.06146772,-0.03027533,1.0,1.0,1.0,4.0,0.0,0.01236686,0.01236686,0.06807874,0.0,0.69137794,1.1160055,0.0,1.0,0.0,2018-08-31,-0.0068999997176806,-0.0124346574434357,-0.0244078798610897,-0.0068999997176806,-0.0124346574434357,-0.0244078798610897,1.0,1.0,add,add_risk,risk_add,real_failure_add,real_failure_event_mining,historical_55_2018-08-31_failure_add,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inconclusive,premature_add,premature_add,nikkei_continuation_head_v1,,True,0.0,True,0.0,True,True,historical_55_2018-08-31,True,add,prototype_add_failure,3d
2018-09-04,22696.90039062,0.751269,range,-0.00046154,-0.00754715,-0.00510971,0.02147505,0.00150733,0.0092425,0.01293894,0.01284579,-9.195e-05,0.00193353,0.76514191,0.0,0.0,0.0,0.0,0.0,-0.01455658,0.03869698,0.05749215,0.05633892,-0.02308685,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.03750747,0.02514062,0.69137794,0.82498612,0.0,1.0,0.0,2018-09-04,-0.0051139279153715,-0.0171759067110817,-0.0014191778148399,-0.0051139279153715,-0.0171759067110817,-0.0171759067110817,1.0,1.0,add,add_risk,risk_add,real_failure_add,real_failure_event_mining,historical_55_2018-09-04_failure_add,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inconclusive,premature_add,acceptable_add,nikkei_continuation_head_v1,,True,0.0,True,1.0,True,True,historical_55_2018-09-04,True,add,prototype_add_failure,3d
2019-01-25,20773.56054688,0.194989,bear,0.00966869,0.007305,0.00520129,0.03024032,0.01868231,0.02720807,-0.01853704,-0.0631969,-0.04550336,-0.00523105,0.89871893,0.0,0.0,0.0,0.0,1.0,-0.00570148,0.09631225,0.09631225,0.03632839,-0.02205929,1.0,4.0,0.0,1.0,0.0,0.17269307,0.0,0.02646463,0.0,0.22190539,0.98474443,0.0,0.0,1.0,2019-01-25,-0.0059961096509624,-0.0104470046860885,0.0007138919727571,-0.0059961096509624,-0.0104470046860885,-0.0104470046860885,1.0,1.0,add,add_risk,risk_add,real_failure_add,real_failure_event_mining,historical_55_2019-01-25_failure_add,True,near_resistance_20d,resistance_reject_watch,,,,-0.02119957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inconclusive,premature_add,acceptable_add,nikkei_continuation_head_v1,,True,0.0,True,1.0,True,True,historical_55_2019-01-25,True,add,prototype_add_failure,3d
2019-02-05,20844.44921875,0.195525,bear,-0.00188282,0.00341584,0.00870127,0.01074238,0.0401956,0.01467423,-0.00630145,-0.05874898,-0.05278013,-0.00395143,0.89595112,0.0,0.0,0.0,0.0,1.0,-0.00406991,0.04636603,0.10005336,0.03609409,-0.02538511,1.0,1.0,1.0,3.0,1.0,0.01366583,0.01366583,0.04444524,0.01510409,0.25582895,1.16872888,0.0,0.0,1.0,2019-02-05,0.0014205857789402,-0.024528318858629,0.0143938199974176,0.0014205857789402,-0.024528318858629,-0.024528318858629,0.0,0.0,add,add_risk,risk_add,real_failure_add,real_failure_event_mining,historical_55_2019-02-05_failure_add,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,premature_add,correct_add,nikkei_continuation_head_v1,1.0,True,0.0,True,1.0,True,True,historical_55_2019-02-05,True,add,prototype_add_failure,3d
2019-08-21,20618.5703125,0.741197,range,-0.00283647,0.00978312,-0.00177005,0.0016157,-0.04635845,-0.01932305,-0.02917949,-0.03213986,-0.00304934,-0.01124101,0.87896293,0.0,0.0,0.0,0.0,1.0,-0.05519388,0.02525069,0.02525069,0.06915508,-0.0215733,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.10107111,0.08740528,0.71119903,0.78876399,0.0,1.0,0.0,2019-08-21,0.0004578131740917,-0.0173402541777227,-0.0067487894898144,0.0004578131740917,-0.0173402541777227,-0.0173402541777227,1.0,1.0,add,add_risk,risk_add,real_failure_add,real_failure_event_mining,historical_55_2019-08-21_failure_add,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,premature_add,inconclusive,nikkei_continuation_head_v1,1.0,True,0.0,True,,True,True,historical_55_2019-08-21,True,add,prototype_add_failure,3d
2019-08-23,20710.91015625,0.742053,range,0.00401883,0.0016293,0.01430542,0.00570867,-0.04806096,-0.01002505,-0.02382776,-0.02703368,-0.00328418,-0.01105796,0.8484409,0.0,0.0,0.0,0.0,1.0,-0.05096259,0.02984225,0.02984225,0.06701442,-0.02593562,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01510409,0.0,0.69170973,0.75587311,0.0,1.0,0.0,2019-08-23,-0.0217214545549192,-0.0111772120405893,-0.0003158246344874,-0.0217214545549192,-0.0217214545549192,-0.0217214545549192,1.0,1.0,add,add_risk,risk_add,real_failure_add,real_failure_event_mining,historical_55_2019-08-23_failure_add,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premature_add,premature_add,acceptable_add,nikkei_continuation_head_v1,0.0,True,0.0,True,1.0,True,True,historical_55_2019-08-23,True,add,prototype_add_failure,3d
2019-09-25,22020.15039062,0.753611,range,-0.0035608,-0.00110227,0.00085586,0.03291663,0.08682236,0.03677314,0.04114139,0.03756818,-0.00343201,-0.00266034,0.98070953,0.0,0.0,0.0,0.0,0.0,-0.01057759,0.09152437,0.09494373,0.03540667,-0.03379362,1.0,1.0,1.0,2.0,1.0,0.02646463,0.02646463,0.10309938,0.08740528,0.84251588,0.9386916,0.0,1.0,0.0,2019-09-25,0.0012756426846187,-0.0120031217853349,-0.0109690901894516,0.0012756426846187,-0.0120031217853349,-0.0120031217853349,1.0,1.0,add,add_risk,risk_add,real_failure_add,real_failure_event_mining,historical_55_2019-09-25_failure_add,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,premature_add,premature_add,nikkei_continuation_head_v1,1.0,True,0.0,True,0.0,True,True,historical_55_2019-09-25,True,add,prototype_add_failure,3d
2019-09-30,21755.83984375,0.751361,range,-0.00562462,-0.01200312,-0.01464055,-0.00017324,0.06328697,0.01299927,0.02759245,0.02498461,-0.00253782,-0.00196996,1.1042654,0.0,0.0,0.0,0.0,0.0,-0.02245375,0.06849922,0.08180099,0.04997643,-0.02205523,1.0,1.0,1.0,5.0,2.0,0.01727635,0.01727635,0.14882639,0.09868444,0.83123672,1.14279564,0.0,1.0,0.0,2019-09-30,0.0059478462591813,-0.0190339519110297,-0.0174936865909746,0.0059478462591813,-0.0190339519110297,-0.0190339519110297,1.0,1.0,add,add_risk,risk_add,real_failure_add,real_failure_event_mining,historical_55_2019-09-30_failure_add,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,premature_add,premature_add,nikkei_continuation_head_v1,1.0,True,0.0,True,0.0,True,True,historical_55_2019-09-30,True,add,prototype_add_failure,3d
2019-10-01,21885.24023438,0.752468,range,0.00594785,-0.00739288,-0.00966565,-0.00468653,0.05703487,0.01596163,0.03342456,0.03118337,-0.00216871,-0.00183517,0.98027903,0.0,0.0,0.0,0.0,0.0,-0.01663945,0.06475964,0.08823538,0.04760281,-0.0278375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83123672,0.87614207,0.0,1.0,0.0,2019-10-01,-0.00487227273898,-0.0217059995934495,-0.0135918516001808,-0.00487227273898,-0.024834088827876,-0.024834088827876,1.0,1.0,add,add_risk,risk_add,real_failure_add,real_failure_event_mining,historical_55_2019-10-01_failure_add,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptable_add,premature_add,premature_add,nikkei_continuation_head_v1,1.0,True,0.0,True,0.0,True,True,historical_55_2019-10-01,True,add,prototype_add_failure,3d
