symbol,source,trade_date,open,high,low,close,adj_close,volume
NK225_VOL.PROXY,existing_yfinance_n225_volume_proxy_20241001_20260401,2025-10-10,48510.71875,48510.71875,47962.609375,48088.80078125,48088.80078125,150700000
NK225_VOL.PROXY,existing_yfinance_n225_volume_proxy_20241001_20260401,2025-10-14,47446.73046875,47865.6484375,46544.05078125,46847.3203125,46847.3203125,170300000
NK225_VOL.PROXY,existing_yfinance_n225_volume_proxy_20241001_20260401,2025-10-15,47002.30078125,47774.828125,46910.828125,47672.671875,47672.671875,118400000
NK225_VOL.PROXY,existing_yfinance_n225_volume_proxy_20241001_20260401,2025-10-16,48107.44140625,48317.33984375,47937.71875,48277.73828125,48277.73828125,121100000
NK225_VOL.PROXY,existing_yfinance_n225_volume_proxy_20241001_20260401,2025-10-17,47820.96875,48140.8984375,47494.30859375,47582.1484375,47582.1484375,124800000
NK225_VOL.PROXY,existing_yfinance_n225_volume_proxy_20241001_20260401,2025-10-20,48332.7109375,49185.5,48254.828125,49185.5,49185.5,121000000
NK225_VOL.PROXY,existing_yfinance_n225_volume_proxy_20241001_20260401,2025-10-21,49675.4296875,49945.94921875,49127.19921875,49316.05859375,49316.05859375,124500000
NK225_VOL.PROXY,existing_yfinance_n225_volume_proxy_20241001_20260401,2025-10-22,49252.03125,49458.28125,48613.69921875,49307.7890625,49307.7890625,141100000
NK225_VOL.PROXY,existing_yfinance_n225_volume_proxy_20241001_20260401,2025-10-23,48866.578125,48866.578125,48399.05078125,48641.609375,48641.609375,107600000
NK225_VOL.PROXY,existing_yfinance_n225_volume_proxy_20241001_20260401,2025-10-24,49095.26953125,49435.30859375,48965.78125,49299.6484375,49299.6484375,109100000
NK225_VOL.PROXY,existing_yfinance_n225_volume_proxy_20241001_20260401,2025-10-27,49905.80078125,50549.6015625,49838.98046875,50512.3203125,50512.3203125,122100000
