policy_name,terminal_capital,total_return,max_drawdown,cagr
rule_baseline,12132715.202417655,11.132715202417655,-0.16316681599619764,0.6145376108860376
top_20pct,2683019.2952155913,1.6830192952155913,-0.00910718116651188,0.23729098792287306
top_30pct,3698361.435307572,2.698361435307572,-0.03711755612376555,0.2924707962327262
top_50pct,4997852.724934574,3.9978527249345746,-0.10558791659410904,0.3708811844869617
top_70pct,7450655.417595998,6.450655417595998,-0.14019399118888298,0.470291988352729
