policy_name,sample_count,years_covered,events_per_year,win_rate,avg_return,median_return,avg_max_drawdown,avg_max_runup,positive_year_ratio
rule_baseline,113,6,18.833333333333332,0.7433628318584071,0.023046896873863253,0.0205042769358334,-0.022984561849837312,0.04277211893912379,1.0
top_20pct,23,5,4.6,0.9565217391304348,0.04427480857752999,0.0376334683343129,-0.0214814337481229,0.05575494168668673,1.0
top_30pct,34,5,6.8,0.9117647058823529,0.03975269144681377,0.03542921835981275,-0.021560728231917577,0.052011794824139666,1.0
top_50pct,56,6,9.333333333333334,0.7857142857142857,0.029891604457246146,0.02757484499963595,-0.02527688672554031,0.04640113971440422,1.0
top_70pct,79,6,13.166666666666666,0.7848101265822784,0.026441728597788802,0.0237306014662048,-0.023056684831886047,0.04480746238141511,1.0
