symbol,policy_name,rebound_check_day,hold_days,signal_date,entry_date,trigger_date,exit_date,entry_price,exit_price,exit_reason,trade_return,entry_capital,exit_capital,hold_calendar_days
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-01-28,2022-02-07,,2022-02-21,3.5789999961853027,3.7200000286102295,time_exit,0.03939648856530109,1071971.7496644545,1114203.672442436,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-03-16,2022-03-17,,2022-03-31,3.7820000648498535,3.799000024795532,time_exit,0.004494965535214224,1114203.672442436,1119211.9795492738,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-04-25,2022-04-26,2022-04-28,2022-04-29,3.848999977111816,3.884999990463257,fail_to_rebound_d3,0.00935308224617204,1119211.9795492738,1129680.0612448992,3
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-05-12,2022-05-13,2022-05-17,2022-05-18,3.8540000915527344,3.796000003814697,fail_to_rebound_d3,-0.015049321837112384,1129680.0612448992,1112679.142430256,5
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-06-14,2022-06-15,,2022-06-29,3.8010001182556152,3.785000085830689,time_exit,-0.004209426973727393,1112679.142430256,1107995.400835006,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-07-05,2022-07-06,2022-07-08,2022-07-11,3.697999954223633,3.632999897003174,fail_to_rebound_d3,-0.017577084376710128,1107995.400835006,1088520.0721855224,5
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-07-11,2022-07-12,2022-07-14,2022-07-15,3.618000030517578,3.601999998092652,fail_to_rebound_d3,-0.00442234170535305,1088520.0721855224,1083706.2644731824,3
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-07-15,2022-07-18,2022-07-20,2022-07-21,3.595000028610229,3.566999912261963,fail_to_rebound_d3,-0.0077886275731381405,1083706.2644731824,1075265.6799805241,3
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-08-22,2022-08-23,,2022-09-06,3.7160000801086426,3.7300000190734863,time_exit,0.0037674754206233896,1075265.6799805241,1079316.7170004908,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-09-06,2022-09-07,,2022-09-22,3.7190001010894775,3.713000059127808,time_exit,-0.0016133481577244035,1079316.7170004908,1077575.4033635168,15
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-09-26,2022-09-27,,2022-10-18,3.697999954223633,3.753999948501587,time_exit,0.01514331935401847,1077575.4033635168,1093893.4718246858,21
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-10-19,2022-10-20,,2022-11-03,3.749000072479248,3.7699999809265137,time_exit,0.00560146920279414,1093893.4718246858,1100020.8824182493,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2022-11-03,2022-11-04,,2022-11-18,3.763000011444092,3.910000085830689,time_exit,0.039064595785154976,1100020.8824182493,1142992.7535451476,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2023-02-03,2023-02-06,2023-02-08,2023-02-09,3.990000009536743,3.96399998664856,fail_to_rebound_d3,-0.006516296447628744,1142992.7535451476,1135544.673925556,3
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2023-02-09,2023-02-10,,2023-02-24,3.953000068664551,3.964999914169312,time_exit,0.0030356299763016903,1135544.673925556,1138991.7673771542,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2023-05-18,2023-05-19,,2023-06-02,4.277999877929688,4.328000068664551,time_exit,0.011687749453386909,1138991.7673771542,1152304.0177837287,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2023-09-27,2023-09-28,2023-10-10,2023-10-11,4.418000221252441,4.296000003814697,fail_to_rebound_d3,-0.027614352948845844,1152304.0177837287,1120483.8879322757,13
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2023-11-10,2023-11-13,,2023-11-27,4.46999979019165,4.46999979019165,time_exit,0.0,1120483.8879322757,1120483.8879322757,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2024-06-13,2024-06-14,,2024-06-28,5.189000129699707,5.216000080108643,time_exit,0.0052033050171649275,1120483.8879322757,1126314.1073680061,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2024-11-06,2024-11-07,,2024-11-21,5.800000190734863,5.8379998207092285,time_exit,0.00655166012495445,1126314.1073680061,1133693.3345934227,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2024-12-19,2024-12-20,,2025-01-06,5.804999828338623,5.949999809265137,time_exit,0.024978464291878,1133693.3345934227,1162011.2530695046,17
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2025-02-28,2025-03-03,,2025-03-17,6.368000030517578,6.590000152587891,time_exit,0.03486182804748972,1162011.2530695046,1202521.0895632617,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2025-04-07,2025-04-08,,2025-04-22,6.7829999923706055,7.749000072479248,time_exit,0.14241487265150843,1202521.0895632617,1373777.9773941669,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2025-05-12,2025-05-13,2025-05-15,2025-05-16,7.197999954223633,7.105000019073486,fail_to_rebound_d3,-0.012920246699303806,1373777.9773941669,1356028.4270161637,3
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2025-05-16,2025-05-19,,2025-06-03,7.125,7.400000095367432,time_exit,0.038596504612972815,1356028.4270161637,1408366.3844548154,15
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2025-06-27,2025-06-30,,2025-07-14,7.230000019073486,7.335999965667725,time_exit,0.014661126737842256,1408366.3844548154,1429014.6225106241,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2025-10-28,2025-10-29,,2025-11-12,8.562000274658203,8.954999923706055,time_exit,0.04590044807765903,1429014.6225106241,1494607.0339933885,14
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2026-02-02,2026-02-03,,2026-02-25,10.232000350952148,10.82699966430664,time_exit,0.05815083003775734,1494607.0339933885,1581519.6736003747,22
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2026-03-17,2026-03-18,2026-03-20,2026-03-23,10.508000373840332,9.357000350952148,fail_to_rebound_d3,-0.10953559021120696,1581519.6736003747,1408286.9827219222,5
518800.SH,fail_to_rebound_d3_hold_10d,3,10,2026-03-23,2026-03-24,,2026-04-08,9.097000122070312,10.005000114440918,time_exit,0.09981312302807366,1408286.9827219222,1548852.50458718,15
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2021-01-08,2021-01-11,,2021-02-01,3.690000057220459,3.74399995803833,time_exit,0.01463411923590785,1000000.0,1014634.1192359078,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2021-02-04,2021-02-05,,2021-03-05,3.641999959945679,3.440000057220459,time_exit,-0.05546400465315571,1014634.1192359078,958358.4477253569,28
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2021-03-08,2021-03-09,,2021-03-30,3.486999988555908,3.5280001163482666,time_exit,0.01175799481701123,958358.4477253569,969626.8213865506,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2021-03-30,2021-03-31,,2021-04-22,3.470000028610229,3.651000022888184,time_exit,0.05216138120622649,969626.8213865506,1020203.895644676,22
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2021-06-17,2021-06-18,,2021-07-09,3.5999999046325684,3.6440000534057617,time_exit,0.012222263871888739,1020203.895644676,1032673.0968603741,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2021-08-06,2021-08-09,2021-08-11,2021-08-12,3.526000022888184,3.5369999408721924,fail_to_rebound_d3,0.0031196590790145695,1032673.0968603741,1035894.6848626486,3
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2021-08-12,2021-08-13,,2021-09-03,3.5510001182556152,3.641999959945679,time_exit,0.025626538625621365,1035894.6848626486,1062441.0800163571,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2021-09-16,2021-09-17,,2021-10-19,3.555999994277954,3.5450000762939453,time_exit,-0.0030933402704468316,1062441.0800163571,1059154.5882385655,32
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2021-11-23,2021-11-24,,2021-12-15,3.565999984741211,3.549999952316284,time_exit,-0.004486829078348409,1059154.5882385655,1054402.3426335906,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-01-28,2022-02-07,,2022-02-28,3.5789999961853027,3.750999927520752,time_exit,0.04805809765822189,1054402.3426335906,1105074.9133869335,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-03-16,2022-03-17,,2022-04-11,3.7820000648498535,3.838000059127808,time_exit,0.014806978666769943,1105074.9133869335,1121437.7340546364,25
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-04-25,2022-04-26,2022-04-28,2022-04-29,3.848999977111816,3.884999990463257,fail_to_rebound_d3,0.00935308224617204,1121437.7340546364,1131926.6334152103,3
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-05-12,2022-05-13,2022-05-17,2022-05-18,3.8540000915527344,3.796000003814697,fail_to_rebound_d3,-0.015049321837112384,1131926.6334152103,1114891.9052129458,5
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-06-14,2022-06-15,,2022-07-06,3.8010001182556152,3.697999954223633,time_exit,-0.027098174382391815,1114891.9052129458,1084680.3699479683,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-07-06,2022-07-07,2022-07-11,2022-07-12,3.634999990463257,3.618000030517578,fail_to_rebound_d3,-0.004676742775867826,1084680.3699479683,1079607.5988636885,5
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-07-12,2022-07-13,2022-07-15,2022-07-18,3.624000072479248,3.595000028610229,fail_to_rebound_d3,-0.008002219450613746,1079607.5988636885,1070968.3419370311,5
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-07-20,2022-07-21,,2022-08-11,3.566999912261963,3.740000009536743,time_exit,0.0485001686375357,1070968.3419370311,1122910.487126439,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-08-22,2022-08-23,,2022-09-14,3.7160000801086426,3.7279999256134033,time_exit,0.0032292371491040583,1122910.487126439,1126536.6313865862,22
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-09-15,2022-09-16,,2022-10-14,3.688999891281128,3.7699999809265137,time_exit,0.02195719491259074,1126536.6313865862,1151272.215778115,28
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-10-14,2022-10-17,2022-10-19,2022-10-20,3.759999990463257,3.749000072479248,fail_to_rebound_d3,-0.0029255101095502223,1151272.215778115,1147904.1572720117,3
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2022-10-20,2022-10-21,,2022-11-11,3.739000082015991,3.940000057220459,time_exit,0.053757681410932845,1147904.1572720117,1209612.8232489259,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2023-02-03,2023-02-06,2023-02-08,2023-02-09,3.990000009536743,3.96399998664856,fail_to_rebound_d3,-0.006516296447628744,1209612.8232489259,1201730.6275057828,3
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2023-02-09,2023-02-10,,2023-03-03,3.953000068664551,3.98799991607666,time_exit,0.008853996155869792,1201730.6275057828,1212370.74586211,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2023-05-18,2023-05-19,,2023-06-09,4.277999877929688,4.309999942779541,time_exit,0.007480146274650767,1212370.74586211,1221439.456380266,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2023-09-27,2023-09-28,2023-10-10,2023-10-11,4.418000221252441,4.296000003814697,fail_to_rebound_d3,-0.027614352948845844,1221439.456380266,1187710.1961261348,13
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2023-11-10,2023-11-13,,2023-12-04,4.46999979019165,4.699999809265137,time_exit,0.05145414538456272,1187710.1961261348,1248822.8092323365,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2024-06-13,2024-06-14,,2024-07-05,5.189000129699707,5.308000087738037,time_exit,0.02293311911040874,1248822.8092323365,1277462.211464257,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2024-11-06,2024-11-07,,2024-11-28,5.800000190734863,5.769000053405762,time_exit,-0.005344851087871083,1277462.211464257,1270634.366173598,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2024-12-19,2024-12-20,,2025-01-13,5.804999828338623,6.0320000648498535,time_exit,0.039104262398608425,1270634.366173598,1320321.5858411398,24
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2025-02-28,2025-03-03,,2025-03-24,6.368000030517578,6.693999767303467,time_exit,0.0511934257574731,1320321.5858411398,1387913.3709218872,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2025-04-07,2025-04-08,,2025-04-29,6.7829999923706055,7.465000152587891,time_exit,0.10054550508394322,1387913.3709218872,1527461.8218139866,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2025-05-12,2025-05-13,2025-05-15,2025-05-16,7.197999954223633,7.105000019073486,fail_to_rebound_d3,-0.012920246699303806,1527461.8218139866,1507726.638252382,3
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2025-05-16,2025-05-19,,2025-06-10,7.125,7.282999992370605,time_exit,0.022175437525698838,1507726.638252382,1541161.1361247795,22
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2025-06-27,2025-06-30,,2025-07-21,7.230000019073486,7.327000141143799,time_exit,0.013416337733667572,1541161.1361247795,1561837.8744290324,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2025-10-28,2025-10-29,,2025-11-19,8.562000274658203,8.767999649047852,time_exit,0.024059725272301824,1561837.8744290324,1599415.2646076707,21
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2026-02-02,2026-02-03,,2026-03-04,10.232000350952148,10.878000259399414,time_exit,0.063135250810185,1599415.2646076707,1700394.7484883144,29
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2026-03-17,2026-03-18,2026-03-20,2026-03-23,10.508000373840332,9.357000350952148,fail_to_rebound_d3,-0.10953559021120696,1700394.7484883144,1514141.00612061,5
518800.SH,fail_to_rebound_d3_hold_15d,3,15,2026-03-23,2026-03-24,,2026-04-15,9.097000122070312,10.600000381469728,time_exit,0.16521932936474015,1514141.00612061,1764306.36771551,22
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2021-01-08,2021-01-11,,2021-02-08,3.690000057220459,3.6659998893737793,time_exit,-0.006504110426696852,1000000.0,993495.8895733032,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2021-02-18,2021-02-19,,2021-03-19,3.586999893188477,3.5390000343322754,time_exit,-0.013381617029693982,993495.8895733032,980201.308058458,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2021-03-30,2021-03-31,,2021-04-29,3.470000028610229,3.624000072479248,time_exit,0.044380415734664336,980201.308058458,1023703.0496137541,29
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2021-06-17,2021-06-18,,2021-07-16,3.5999999046325684,3.688999891281128,time_exit,0.024722219168404003,1023703.0496137541,1049011.260769669,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2021-08-06,2021-08-09,2021-08-11,2021-08-12,3.526000022888184,3.5369999408721924,fail_to_rebound_d3,0.0031196590790145695,1049011.260769669,1052283.8182733175,3
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2021-08-12,2021-08-13,,2021-09-10,3.5510001182556152,3.6050000190734863,time_exit,0.015206955511000597,1052283.8182733175,1068285.8514827457,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2021-09-16,2021-09-17,,2021-10-26,3.555999994277954,3.5829999446868896,time_exit,0.007592786966361675,1068285.8514827457,1076397.1183722324,39
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2021-11-23,2021-11-24,,2021-12-22,3.565999984741211,3.561000108718872,time_exit,-0.0014020964788932222,1076397.1183722324,1074887.905762672,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2022-01-28,2022-02-07,,2022-03-07,3.5789999961853027,3.888000011444092,time_exit,0.08633696998830365,1074887.905762672,1167690.4706232944,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2022-03-16,2022-03-17,,2022-04-18,3.7820000648498535,3.928999900817871,time_exit,0.03886827960005701,1167690.4706232944,1213076.5903218028,32
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2022-04-25,2022-04-26,2022-04-28,2022-04-29,3.848999977111816,3.884999990463257,fail_to_rebound_d3,0.00935308224617204,1213076.5903218028,1224422.5954419884,3
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2022-05-12,2022-05-13,2022-05-17,2022-05-18,3.8540000915527344,3.796000003814697,fail_to_rebound_d3,-0.015049321837112384,1224422.5954419884,1205995.8657385495,5
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2022-06-14,2022-06-15,,2022-07-13,3.8010001182556152,3.624000072479248,time_exit,-0.04656670357000603,1205995.8657385495,1149836.6137520496,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2022-07-15,2022-07-18,2022-07-20,2022-07-21,3.595000028610229,3.566999912261963,fail_to_rebound_d3,-0.0077886275731381405,1149836.6137520496,1140880.9645975765,3
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2022-08-22,2022-08-23,,2022-09-21,3.7160000801086426,3.7060000896453857,time_exit,-0.0026910630375887035,1140880.9645975765,1137810.7820034595,29
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2022-09-26,2022-09-27,,2022-11-01,3.697999954223633,3.763000011444092,time_exit,0.017577084376710017,1137810.7820034595,1157810.1781234648,35
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2022-11-03,2022-11-04,,2022-12-02,3.763000011444092,3.930000066757202,time_exit,0.044379499018130986,1157810.1781234648,1209193.2137866772,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2023-02-03,2023-02-06,2023-02-08,2023-02-09,3.990000009536743,3.96399998664856,fail_to_rebound_d3,-0.006516296447628744,1209193.2137866772,1201313.7523431822,3
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2023-02-09,2023-02-10,,2023-03-10,3.953000068664551,4.010000228881836,time_exit,0.014419468562402837,1201313.7523431822,1218636.058228677,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2023-05-18,2023-05-19,,2023-06-16,4.277999877929688,4.302999973297119,time_exit,0.005843874726693343,1218636.058228677,1225757.6146903967,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2023-09-27,2023-09-28,2023-10-10,2023-10-11,4.418000221252441,4.296000003814697,fail_to_rebound_d3,-0.027614352948845844,1225757.6146903967,1191909.1112886006,13
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2023-11-10,2023-11-13,,2023-12-11,4.46999979019165,4.497000217437744,time_exit,0.006040364320673897,1191909.1112886006,1199108.6765579144,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2024-06-13,2024-06-14,,2024-07-12,5.189000129699707,5.395999908447266,time_exit,0.03989203576287781,1199108.6765579144,1246943.5627667399,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2024-11-06,2024-11-07,,2024-12-05,5.800000190734863,5.863999843597412,time_exit,0.011034422544465405,1246943.5627667399,1260702.8649274092,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2024-12-19,2024-12-20,,2025-01-20,5.804999828338623,6.027999877929688,time_exit,0.03841516902419739,1260702.8649274092,1309132.9785728855,31
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2025-02-28,2025-03-03,,2025-03-31,6.368000030517578,6.855000019073486,time_exit,0.07647612848964225,1309132.9785728855,1409250.4004522536,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2025-04-07,2025-04-08,,2025-05-09,6.7829999923706055,7.422999858856201,time_exit,0.09435351130848524,1409250.4004522536,1542218.1240478128,31
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2025-05-12,2025-05-13,2025-05-15,2025-05-16,7.197999954223633,7.105000019073486,fail_to_rebound_d3,-0.012920246699303806,1542218.1240478128,1522292.2854209775,3
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2025-05-16,2025-05-19,,2025-06-17,7.125,7.439000129699707,time_exit,0.044070193642064215,1522292.2854209775,1589380.0012193006,29
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2025-06-27,2025-06-30,,2025-07-28,7.230000019073486,7.284999847412109,time_exit,0.007607168491497562,1589380.0012193006,1601470.6826855924,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2025-10-28,2025-10-29,,2025-11-26,8.562000274658203,8.904999732971191,time_exit,0.04006066892198046,1601470.6826855924,1665626.669492918,28
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2026-02-02,2026-02-03,,2026-03-11,10.232000350952148,10.892000198364258,time_exit,0.06450350124848203,1665626.669492918,1773065.4214480594,36
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2026-03-17,2026-03-18,2026-03-20,2026-03-23,10.508000373840332,9.357000350952148,fail_to_rebound_d3,-0.10953559021120696,1773065.4214480594,1578851.6540266639,5
518800.SH,fail_to_rebound_d3_hold_20d,3,20,2026-03-23,2026-03-24,,2026-04-22,9.097000122070312,10.449999809265137,time_exit,0.1487303142837495,1578851.6540266639,1813674.7567374674,29
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2021-01-08,2021-01-11,,2021-01-25,3.690000057220459,3.7699999809265137,time_exit,0.02168019579010938,1000000.0,1021680.1957901093,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2021-02-04,2021-02-05,2021-02-18,2021-02-19,3.641999959945679,3.586999893188477,fail_to_rebound_d5,-0.01510161102748131,1021680.1957901093,1006251.1788788062,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2021-02-19,2021-02-22,2021-02-26,2021-03-01,3.624000072479248,3.5420000553131104,fail_to_rebound_d5,-0.022626935851587815,1006251.1788788062,983482.7980037308,7
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2021-03-01,2021-03-02,2021-03-08,2021-03-09,3.500999927520752,3.486999988555908,fail_to_rebound_d5,-0.003998840118445202,983482.7980037308,979550.0075352727,7
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2021-03-30,2021-03-31,,2021-04-15,3.470000028610229,3.559999942779541,time_exit,0.02593657447471487,979550.0075352727,1004956.1792574188,15
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2021-06-17,2021-06-18,2021-06-24,2021-06-25,3.5999999046325684,3.58899998664856,fail_to_rebound_d5,-0.003055532854279619,1004956.1792574188,1001885.5026345865,7
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2021-08-06,2021-08-09,,2021-08-23,3.526000022888184,3.5999999046325684,time_exit,0.020986920381177443,1001885.5026345865,1022911.9939094345,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2021-09-16,2021-09-17,,2021-10-12,3.555999994277954,3.5390000343322754,time_exit,-0.004780641162270505,1022911.9939094345,1018021.8187259709,25
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2021-11-23,2021-11-24,,2021-12-08,3.565999984741211,3.546999931335449,time_exit,-0.005328113709215487,1018021.8187259709,1012597.6827173366,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-01-28,2022-02-07,,2022-02-21,3.5789999961853027,3.7200000286102295,time_exit,0.03939648856530109,1012597.6827173366,1052490.4757457606,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-03-16,2022-03-17,,2022-03-31,3.7820000648498535,3.799000024795532,time_exit,0.004494965535214224,1052490.4757457606,1057221.384160379,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-04-25,2022-04-26,,2022-05-13,3.848999977111816,3.8540000915527344,time_exit,0.001299068451715124,1057221.384160379,1058594.7871070204,17
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-05-13,2022-05-16,,2022-05-30,3.828999996185303,3.875,time_exit,0.012013581577572374,1058594.7871070204,1071312.3019395235,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-06-14,2022-06-15,,2022-06-29,3.8010001182556152,3.785000085830689,time_exit,-0.004209426973727393,1071312.3019395235,1066802.6910384533,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-07-05,2022-07-06,2022-07-12,2022-07-13,3.697999954223633,3.624000072479248,fail_to_rebound_d5,-0.02001078492709729,1066802.6910384533,1045455.1318284342,7
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-07-15,2022-07-18,,2022-08-01,3.595000028610229,3.7079999446868896,time_exit,0.031432521607056785,1045455.1318284342,1078316.4228488398,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-08-22,2022-08-23,,2022-09-06,3.7160000801086426,3.7300000190734863,time_exit,0.0037674754206233896,1078316.4228488398,1082378.9534675772,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-09-06,2022-09-07,2022-09-14,2022-09-15,3.7190001010894775,3.7160000801086426,fail_to_rebound_d5,-0.0008066740788622573,1082378.9534675772,1081505.8264223088,8
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-09-15,2022-09-16,,2022-09-30,3.688999891281128,3.753000020980835,time_exit,0.017348910703676168,1081505.8264223088,1100268.774430415,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-10-14,2022-10-17,2022-10-21,2022-10-24,3.759999990463257,3.775000095367432,fail_to_rebound_d5,0.003989389612292893,1100268.774430415,1104658.1752498578,7
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2022-11-03,2022-11-04,,2022-11-18,3.763000011444092,3.910000085830689,time_exit,0.039064595785154976,1104658.1752498578,1147811.2003467605,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2023-02-03,2023-02-06,2023-02-10,2023-02-13,3.990000009536743,3.950000047683716,fail_to_rebound_d5,-0.010025053072035384,1147811.2003467605,1136304.3321466076,7
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2023-02-15,2023-02-16,,2023-03-02,3.950999975204468,3.9779999256134033,time_exit,0.006833700475418869,1136304.3321466076,1144069.4956014184,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2023-05-18,2023-05-19,,2023-06-02,4.277999877929688,4.328000068664551,time_exit,0.011687749453386909,1144069.4956014184,1157441.0932232705,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2023-09-27,2023-09-28,2023-10-12,2023-10-13,4.418000221252441,4.328999996185303,fail_to_rebound_d5,-0.020144911862840176,1157441.0932232705,1134124.5444138583,15
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2023-11-10,2023-11-13,,2023-11-27,4.46999979019165,4.46999979019165,time_exit,0.0,1134124.5444138583,1134124.5444138583,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2024-06-13,2024-06-14,,2024-06-28,5.189000129699707,5.216000080108643,time_exit,0.0052033050171649275,1134124.5444138583,1140025.740345897,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2024-11-06,2024-11-07,2024-11-13,2024-11-14,5.800000190734863,5.689000129699707,fail_to_rebound_d5,-0.019137940928428243,1140025.740345897,1118207.9950702696,7
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2024-11-14,2024-11-15,,2024-11-29,5.638000011444092,5.814000129699707,time_exit,0.03121676443745436,1118207.9950702696,1153114.8306444562,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2024-12-19,2024-12-20,,2025-01-06,5.804999828338623,5.949999809265137,time_exit,0.024978464291878,1153114.8306444562,1181917.8682661436,17
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2025-02-28,2025-03-03,,2025-03-17,6.368000030517578,6.590000152587891,time_exit,0.03486182804748972,1181917.8682661436,1223121.6857558936,14
518800.SH,fail_to_rebound_d5_hold_10d,5,10,2025-04-07,2025-04-08,,2025-04-22,6.7829999923706055,7.749000072479248,time_exit,0.14241487265150843,1223121.6857558936,1397312.4048701175,14
