etf_code,strategy,signal_date,etf_execute_date,execution_date_shift_days,signal_adjustment,signal_base_position,signal_regime,old_position_ratio_open,target_position,new_position_ratio_open,action,execution_reason,etf_open,etf_close,etf_nav,premium_open_proxy_pct,premium_close_pct,cash_before,equity_before_open,trade_gross_value,trade_fee,trade_shares,shares_after,cash_after,equity_after_open
159866,next_open_no_cost,2022-02-25,2022-02-28,3,-1.0,0.2,bear,0.19845111013433733,0.0,0.0,sell,sell_to_target,0.8199999928474426,0.8209999799728394,0.8256,-0.6782954399899954,-0.5571729684060833,978306.8129374334,978306.8129374334,194146.07307941915,0.0,-236763.5058205899,0.0,978306.8129374334,978306.8129374334
159866,next_open_no_cost,2022-03-01,2022-03-02,1,1.0,0.2,bear,0.0,0.35,0.35,buy,buy_to_target,0.8159999847412109,0.8209999799728394,0.8295,-1.6274882771294852,-1.024716097306888,635899.4284093317,978306.8129374334,342407.38452810165,0.0,419616.90065067087,419616.90065067087,635899.4284093317,978306.8129374334
159866,next_open_no_cost,2022-03-02,2022-03-03,1,-1.0,0.2,bear,0.35194575921215565,0.0,0.0,sell,sell_to_target,0.8230000138282776,0.8240000009536743,0.826,-0.3631944517823671,-0.2421306351483854,981244.1434474129,981244.1434474129,345344.7150380811,0.0,-419616.90065067087,0.0,981244.1434474129,981244.1434474129
159866,next_open_no_cost,2022-03-04,2022-03-07,3,0.0,0.2,bear,0.0,0.2,0.2,buy,buy_to_target,0.8059999942779541,0.7850000262260437,0.7946,1.4346833976786044,-1.2081517460302391,784995.3147579303,981244.1434474129,196248.8286894826,0.0,243484.90084704015,243484.90084704015,784995.3147579303,981244.1434474129
159866,next_open_no_cost,2022-03-08,2022-03-09,1,1.0,0.19,bear,0.19379844591506665,0.35,0.35,buy,buy_to_target,0.7749999761581421,0.7720000147819519,0.7692,0.7540270616409384,0.3640164823130343,632902.4696210151,973696.107109254,152092.8451369152,0.0,196248.83847206723,439733.7393191074,632902.4696210151,973696.107109254
159866,next_open_no_cost,2022-03-10,2022-03-11,1,0.0,0.2,bear,0.3520483717863416,0.2,0.19999999999999998,sell,sell_to_target,0.7820000052452087,0.781000018119812,0.7821,-0.012785418078409272,-0.140644659274769,781419.4048600418,976774.2560750523,148516.93523902676,0.0,-189919.35325173926,249814.38606736812,781419.4048600419,976774.2560750524
159866,next_open_no_cost,2022-03-11,2022-03-14,3,1.0,0.19,bear,0.20061334443028722,0.35,0.35000000000000003,buy,buy_to_target,0.7850000262260437,0.7770000100135803,0.7777,0.938668667358078,-0.0900077133110022,635390.4079084697,977523.7044745688,146028.9969515721,0.0,186024.19372343118,435838.5797907993,635390.4079084698,977523.7044745688
159866,next_open_no_cost,2022-03-15,2022-03-16,1,0.0,0.19,bear,0.3479649778485022,0.19,0.18999999999999997,sell,sell_to_target,0.777999997138977,0.781000018119812,0.7909,-1.6310535922395952,-1.2517362346931349,789322.9856084017,974472.8217387674,153932.57769993186,0.0,-197856.78440360498,237981.79538719432,789322.9856084017,974472.8217387674
159866,next_open_no_cost,2022-03-17,2022-03-18,1,1.0,0.2,bear,0.19491535786274972,0.35,0.35000000000000003,buy,buy_to_target,0.8029999732971191,0.8090000152587891,0.8165,-1.653401923194231,-0.9185529382989556,637274.5346171875,980422.3609495192,152048.4509912142,0.0,189350.50566303634,427332.3010502306,637274.5346171875,980422.3609495191
159866,next_open_no_cost,2022-03-23,2022-03-24,1,0.0,0.21,bear,0.3586656070512959,0.21,0.21000000000000002,sell,sell_to_target,0.8339999914169312,0.8339999914169312,0.8404,-0.761543144106247,-0.761543144106247,784999.0393199532,993669.6700252572,147724.50470276576,0.0,-177127.7053034353,250204.59574679533,784999.0393199532,993669.6700252572
159866,next_open_no_cost,2022-03-24,2022-03-25,1,-1.0,0.21,bear,0.20980103159635746,0.0,0.0,sell,sell_to_target,0.8330000042915344,0.8309999704360962,0.8344,-0.16778472057353833,-0.4074819707459043,993419.4686507953,993419.4686507953,208420.42933084213,0.0,-250204.59574679533,0.0,993419.4686507953,993419.4686507953
159866,next_open_no_cost,2022-03-25,2022-03-28,3,0.0,0.21,bear,0.0,0.21,0.21,buy,buy_to_target,0.8299999833106995,0.8199999928474426,0.8295,0.06027526349601242,-1.1452690961491707,784801.3802341283,993419.4686507953,208618.08841666701,0.0,251347.09953189673,251347.09953189673,784801.3802341283,993419.4686507953
159866,next_open_no_cost,2022-03-30,2022-03-31,1,0.0,0.35,bear,0.20980007246785398,0.35,0.35,buy,buy_to_target,0.8289999961853027,0.824999988079071,0.8289,0.012063721233301905,-0.4705045145287689,645559.2811117175,993168.1247872576,139242.09912241084,0.0,167963.93216301856,419311.03169491526,645559.2811117175,993168.1247872575
159866,next_open_no_cost,2022-04-08,2022-04-11,3,-1.0,0.34,bear,0.3408159541564339,0.09,0.09000000000000004,sell,sell_to_target,0.7960000038146973,0.7889999747276306,0.788,1.01522891049457,0.1269003461460194,891191.0861857772,979330.8639404146,245631.8050740598,0.0,-308582.66821219894,110728.36348271632,891191.0861857773,979330.8639404147
159866,next_open_no_cost,2022-04-11,2022-04-12,1,1.0,0.34,bear,0.089176137554245,0.35,0.3499999999999999,buy,buy_to_target,0.7879999876022339,0.7850000262260437,0.7704,2.284525908908863,1.8951228226951944,635989.2729042928,978445.0352373734,255201.81328148453,0.0,323860.1742342985,434588.53771701484,635989.2729042928,978445.0352373734
159866,next_open_no_cost,2022-04-27,2022-04-28,1,-1.0,0.33,bear,0.3473912202398497,0.08,0.08,sell,sell_to_target,0.7789999842643738,0.781000018119812,0.7869,-1.0039415091658732,-0.7497753056535772,896571.0379915386,974533.7369473246,260581.76508724582,0.0,-334508.04923098773,100080.48848602711,896571.0379915386,974533.7369473246
