strategy,date,cash,shares_159866,shares_513520,equity,position_ratio,premium_open_159866,premium_open_513520
dual_low_premium_buy_no_deadband_3bp,2022-03-11,779455.944182582,138424.66386884323,85854.275136854,975136.9681744282,0.20067029594640873,-0.012785418078409272,-0.1879568965065581
dual_low_premium_buy_no_deadband_3bp,2022-03-14,633932.0718588547,138424.66386884323,229043.47160570382,973509.0764288448,0.3488175023654341,0.938668667358078,0.46475154997791535
dual_low_premium_buy_no_deadband_3bp,2022-03-15,633932.0718588547,138424.66386884323,229043.47160570382,972220.449842331,0.34795439453915816,-0.03859384876104821,-0.029638969272915983
dual_low_premium_buy_no_deadband_3bp,2022-03-16,789906.3389417491,75149.01247432164,124344.82572533198,976299.8488994039,0.19091830257658934,-1.6310535922395952,-0.47809728495328274
dual_low_premium_buy_no_deadband_3bp,2022-03-17,789906.3389417491,75149.01247432164,124344.82572533198,981012.5581948644,0.1948050691672744,-1.608908825581623,-0.37951116543794017
dual_low_premium_buy_no_deadband_3bp,2022-03-18,637644.476740372,264708.417709635,124344.82572533198,983599.0988603805,0.3517231995442443,-1.653401923194231,-1.1371068718760369
dual_low_premium_buy_no_deadband_3bp,2022-03-21,637644.476740372,264708.417709635,124344.82572533198,986182.105318133,0.35342116501427095,-0.6013004805269562,-0.009425171088273121
dual_low_premium_buy_no_deadband_3bp,2022-03-22,637644.476740372,264708.417709635,124344.82572533198,985279.6730357695,0.3528289538586441,-1.188167117384309,0.5722888359959377
dual_low_premium_buy_no_deadband_3bp,2022-03-23,637644.476740372,264708.417709635,124344.82572533198,995254.6812955616,0.3593152700268383,-1.7237275589131795,-0.6774040509911372
dual_low_premium_buy_no_deadband_3bp,2022-03-24,783700.9407652663,155594.747719985,73089.48448417368,993134.4995556273,0.2108813648947559,-0.761543144106247,-1.583809605079578
dual_low_premium_buy_no_deadband_3bp,2022-03-25,992769.9901874684,0.0,0.0,992769.9901874684,0.0,-0.16778472057353833,-0.08264678778513446
dual_low_premium_buy_no_deadband_3bp,2022-03-28,784225.7477387182,251182.77365232908,0.0,990195.6203370288,0.20800927449891718,0.06027526349601242,1.0459485586606032
dual_low_premium_buy_no_deadband_3bp,2022-03-29,784225.7477387182,251182.77365232908,0.0,991451.5330075576,0.20901252191342348,-0.33906347441540197,0.02783237034993391
dual_low_premium_buy_no_deadband_3bp,2022-03-30,784225.7477387182,251182.77365232908,0.0,992707.4456780865,0.21001323083354248,-0.6383249332685748,-1.0454882441945479
dual_low_premium_buy_no_deadband_3bp,2022-03-31,645054.8342374787,419010.4882349911,0.0,990738.482036352,0.3489151315575825,0.012063721233301905,0.3882386455652087
dual_low_premium_buy_no_deadband_3bp,2022-04-01,645054.8342374787,419010.4882349911,0.0,988224.4264995337,0.34725876335360645,-0.45904796404030446,0.03725791297264358
dual_low_premium_buy_no_deadband_3bp,2022-04-06,645054.8342374787,419010.4882349911,0.0,983196.2904509255,0.34392059805104047,1.1235962121306287,1.2284509818470513
dual_low_premium_buy_no_deadband_3bp,2022-04-07,645054.8342374787,419010.4882349911,0.0,977749.1742836474,0.3402655290298955,0.3525548904676379,-0.222586071826969
dual_low_premium_buy_no_deadband_3bp,2022-04-08,645054.8342374787,419010.4882349911,0.0,979425.1946582121,0.3413944855047536,-0.06292894098126611,-0.2997758321427346
dual_low_premium_buy_no_deadband_3bp,2022-04-11,890440.7000174567,110644.27912099159,0.0,977739.0334476759,0.08928592440703761,1.01522891049457,1.3116647045221974
dual_low_premium_buy_no_deadband_3bp,2022-04-12,635381.9592116468,110644.27912099159,254727.5067218214,978493.6036743307,0.35065292524577485,2.284525908908863,0.28050959026664213
