policy_name,terminal_capital,total_return,max_drawdown,cagr
drop_bottom_10pct,11559853.451130945,10.559853451130945,-0.14019399118888298,0.5996186820867442
drop_bottom_20pct,9931726.050318806,8.931726050318806,-0.14019399118888287,0.5536841463240676
drop_bottom_30pct,7450655.417595998,6.450655417595998,-0.14019399118888298,0.470291988352729
rule_baseline,12132715.202417655,11.132715202417655,-0.16316681599619764,0.6145376108860376
