policy_name,sample_count,years_covered,events_per_year,win_rate,avg_return,median_return,avg_max_drawdown,avg_max_runup,positive_year_ratio
drop_bottom_10pct,102,6,17.0,0.7647058823529411,0.024982464225934836,0.0207262378244227,-0.023039334014336277,0.04405469687534233,1.0
drop_bottom_20pct,90,6,15.0,0.7666666666666667,0.026557931984366453,0.023136977033680402,-0.02205106939249948,0.04633217381343456,1.0
drop_bottom_30pct,79,6,13.166666666666666,0.7848101265822784,0.026441728597788802,0.0237306014662048,-0.023056684831886047,0.04480746238141511,1.0
rule_baseline,113,6,18.833333333333332,0.7433628318584071,0.023046896873863253,0.0205042769358334,-0.022984561849837312,0.04277211893912379,1.0
