label_horizon,baseline_train_count,augmented_train_count,validation_count,real_failure_train_count,baseline_accuracy,augmented_accuracy,baseline_balanced_accuracy,augmented_balanced_accuracy,baseline_negative_recall,augmented_negative_recall
5d,846,847,212,1,0.5707547169811321,0.5801886792452831,0.601763907734057,0.6067390321121664,0.6363636363636364,0.6363636363636364
