symbol,policy_name,sample_count,years_covered,events_per_year,win_rate,avg_return,median_return,avg_hold_calendar_days,terminal_capital,total_return,max_drawdown,cagr,strategy_name,premium_filter
518660.SH,fail_to_rebound_d5_hold_20d,19,6,3.1666666666666665,0.5789473684210527,0.014138362348860328,0.014718001980153161,19.842105263157894,1287683.4849866473,0.2876834849866472,-0.1874854831362197,0.04903990257563229,fail_to_rebound_d5_hold_20d,light_filter
518680.SH,fail_to_rebound_d5_hold_20d,19,6,3.1666666666666665,0.5789473684210527,0.012902874279421396,0.014607193231936932,19.842105263157894,1257580.0988225844,0.2575800988225845,-0.18841298696153208,0.04435165458268986,fail_to_rebound_d5_hold_20d,light_filter
159812.SZ,fail_to_rebound_d5_hold_20d,19,6,3.1666666666666665,0.5263157894736842,0.01277463526965111,0.008507107150437454,19.842105263157894,1255023.975786745,0.2550239757867452,-0.1883611680734456,0.0439493926441481,fail_to_rebound_d5_hold_20d,light_filter
518800.SH,fail_to_rebound_d3_hold_20d,14,5,2.8,0.6428571428571429,0.017728667807788208,0.0110133185269502,23.928571428571427,1253334.1932165658,0.2533341932165658,-0.1396310891916298,0.04372941865160018,fail_to_rebound_d3_hold_20d,strict_filter
518890.SH,fail_to_rebound_d5_hold_20d,19,6,3.1666666666666665,0.5789473684210527,0.012208711854484,0.009000406803925776,19.842105263157894,1243117.5236284544,0.2431175236284544,-0.18990751042700416,0.04206685273820843,fail_to_rebound_d5_hold_20d,light_filter
518860.SH,fail_to_rebound_d5_hold_20d,19,6,3.1666666666666665,0.7368421052631579,0.012046630563598944,0.009545846594343432,23.57894736842105,1240928.390543878,0.24092839054387816,-0.18984347888008568,0.04171913746693323,fail_to_rebound_d5_hold_20d,light_filter
518800.SH,hold_15d_baseline,17,6,2.8333333333333335,0.7058823529411765,0.01287798258801564,0.01463411923590785,22.235294117647058,1234552.3336625914,0.23455233366259143,-0.1895911182761545,0.041028992632638595,hold_15d_baseline,light_filter
518880.SH,hold_15d_baseline,17,6,2.8333333333333335,0.7058823529411765,0.012804419112922027,0.017808169069468693,22.235294117647058,1232453.3349862434,0.23245333498624343,-0.19022042532712113,0.040690995729038226,hold_15d_baseline,light_filter
159934.SZ,hold_15d_baseline,17,6,2.8333333333333335,0.7058823529411765,0.012664881301867551,0.016860192131127327,22.235294117647058,1229614.4432710567,0.22961444327105673,-0.18670302514955917,0.040233113760249184,hold_15d_baseline,light_filter
159937.SZ,hold_15d_baseline,17,6,2.8333333333333335,0.7058823529411765,0.012470889277680945,0.01542484039824199,22.235294117647058,1225868.8249479735,0.22586882494797345,-0.18779609463787095,0.03962767610980644,hold_15d_baseline,light_filter
518850.SH,hold_15d_baseline,17,6,2.8333333333333335,0.7058823529411765,0.012467950279082174,0.018286002083559794,22.294117647058822,1225760.6478488543,0.2257606478488543,-0.18991128250318268,0.03961016825403951,hold_15d_baseline,light_filter
518800.SH,fail_to_rebound_d5_hold_20d,15,5,3.0,0.5333333333333333,0.014473099762964115,0.007607168491497562,20.666666666666668,1224596.744251376,0.2245967442513761,-0.18854812557435707,0.03910925519385944,fail_to_rebound_d5_hold_20d,strict_filter
159812.SZ,hold_15d_baseline,17,6,2.8333333333333335,0.7647058823529411,0.011707399765630778,0.0195862342571389,22.235294117647058,1209676.4194986266,0.2096764194986267,-0.18806537582679594,0.03699300263324545,hold_15d_baseline,light_filter
518660.SH,fail_to_rebound_d3_hold_20d,14,5,2.8,0.7142857142857143,0.014510141535870071,0.014932861314323365,22.285714285714285,1204784.8081230316,0.20478480812303168,-0.14080690842269716,0.03594298263388285,fail_to_rebound_d3_hold_20d,strict_filter
518860.SH,hold_15d_baseline,17,6,2.8333333333333335,0.7058823529411765,0.011184953410763636,0.008933242233965855,22.294117647058822,1200201.958716274,0.200201958716274,-0.1884481727032229,0.03543814748483887,hold_15d_baseline,light_filter
518600.SH,hold_15d_baseline,17,6,2.8333333333333335,0.7058823529411765,0.0111492347810957,0.018031071733240367,22.235294117647058,1197879.5697579659,0.19787956975796583,-0.18814682578083397,0.035055504866639886,hold_15d_baseline,light_filter
