exit_rule,sample_count,avg_holding_days,win_rate,avg_return,median_return,avg_max_drawdown,avg_max_runup,return_per_day,annualized_equivalent
break_event_low,32,6.78125,0.34375,0.12218420352171397,-0.008176381295567914,-0.005459925510397191,0.18821346378552803,0.01745488621738771,62.432150839429724
break_ma10,32,1.0,0.40625,0.019697052642865844,-0.002236391973830465,0.011903986568479252,0.032968454568943484,0.019697052642865844,135.37454993106178
break_ma5,32,1.03125,0.375,0.019304733489516866,-0.0032064861357066765,0.011513428396475775,0.03308984497333617,0.019304733489516866,122.77083899501213
hold_10d,32,10.0,0.90625,0.029094523109261677,0.023732533267111444,-0.016768949418659477,0.05008435509224766,0.0029094523109261675,1.06002611109479
hold_15d,32,15.0,0.90625,0.03992812988550265,0.03628894393672777,-0.01800044040168589,0.05976403624940941,0.0026618753257001766,0.9304380809067618
