config_name,sample_count,terminal_capital,total_return,max_drawdown,win_rate,avg_trade_return,median_trade_return,avg_layers,avg_hold_trading_days,median_repair_days,repair_within_5d,repair_within_10d,cagr,first_entry_weight,allow_second_entry,second_entry_trigger_drawdown,second_entry_requires_parent_signal,second_entry_weight,allow_third_entry,third_entry_trigger_drawdown,third_entry_requires_parent_signal,third_entry_weight,max_total_weight,max_hold_days,rebound_check_day,return_drawdown_ratio,comparison_role
f0.50_s1_-0.04_1_0.35_t0_0.00_0_0.00_h20_r5,57,1918275.9645365584,0.9182759645365586,-0.1414238294817065,0.6666666666666666,0.0117285569823059,0.0080392523772602,1.3333333333333333,18.105263157894736,1.0,0.9649122807017544,0.9649122807017544,0.0652179322711437,0.5,True,-0.04,True,0.35,False,0.0,False,0.0,1.0,20,5,6.49307806118586,formal_two_layer_baseline
f0.50_s1_-0.05_1_0.40_t0_0.00_0_0.00_h20_r5,58,2127512.4505583798,1.1275124505583791,-0.1427127512363237,0.6896551724137931,0.013352463498901,0.0085647917158011,1.2758620689655171,17.637931034482758,1.0,0.9655172413793104,0.9655172413793104,0.0759672869913499,0.5,True,-0.05,True,0.4,False,0.0,False,0.0,1.0,20,5,7.90057258927961,optimized_best
