config_name,sample_count,terminal_capital,total_return,max_drawdown,win_rate,avg_trade_return,median_trade_return,avg_layers,avg_hold_trading_days,median_repair_days,repair_within_5d,repair_within_10d,cagr,first_entry_weight,allow_second_entry,second_entry_trigger_drawdown,second_entry_requires_parent_signal,second_entry_weight,allow_third_entry,third_entry_trigger_drawdown,third_entry_requires_parent_signal,third_entry_weight,max_total_weight,max_hold_days,rebound_check_day,return_drawdown_ratio
f0.50_s1_-0.04_0_0.40_t0_0.00_0_0.00_h15_r7,59,1661049.9613514682,0.6610499613514682,-0.14863282933941013,0.6779661016949152,0.0089070625463253,0.005878997408505615,1.3389830508474576,13.966101694915254,1.0,0.9661016949152542,0.9830508474576272,0.050446838851196274,0.5,True,-0.04,False,0.4,False,0.0,False,0.0,1.0,15,7,4.4475366868104835
f0.50_s1_-0.05_1_0.25_t0_0.00_0_0.00_h15_r7,59,1536130.1733443474,0.5361301733443473,-0.12077522917958883,0.6779661016949152,0.007480545471973233,0.005418498536790661,1.271186440677966,13.694915254237289,1.0,0.9661016949152542,0.9830508474576272,0.04251171454150615,0.5,True,-0.05,True,0.25,False,0.0,False,0.0,1.0,15,7,4.439073947416314
f0.50_s1_-0.04_1_0.40_t0_0.00_0_0.00_h15_r7,59,1659314.5508861379,0.6593145508861378,-0.14863282933941002,0.6779661016949152,0.008886742032983862,0.005878997408505615,1.3389830508474576,13.966101694915254,1.0,0.9661016949152542,0.9830508474576272,0.050340348941978474,0.5,True,-0.04,True,0.4,False,0.0,False,0.0,1.0,15,7,4.435860864766035
f0.50_s1_-0.05_0_0.30_t0_0.00_0_0.00_h15_r7,59,1564378.1348032886,0.5643781348032886,-0.1272494483291342,0.6779661016949152,0.007821649713617127,0.005878997408505615,1.305084745762712,13.966101694915254,1.0,0.9661016949152542,0.9830508474576272,0.04435575690892857,0.5,True,-0.05,False,0.3,False,0.0,False,0.0,1.0,15,7,4.435210857209447
f0.50_s1_-0.03_0_0.35_t0_0.00_0_0.00_h15_r5,61,1624082.356398028,0.624082356398028,-0.142375226599617,0.639344262295082,0.008199377980757573,0.005418498536790661,1.3770491803278688,13.540983606557377,1.0,0.9672131147540983,0.9672131147540983,0.04815635704277299,0.5,True,-0.03,False,0.35,False,0.0,False,0.0,1.0,15,5,4.383363393359522
f0.50_s1_-0.04_1_0.25_t0_0.00_0_0.00_h15_r5,61,1557535.0451463647,0.5575350451463648,-0.12970739811024357,0.6557377049180327,0.007473049549071328,0.005878997408505615,1.3278688524590163,13.704918032786885,1.0,0.9672131147540983,0.9672131147540983,0.04391181294972113,0.5,True,-0.04,True,0.25,False,0.0,False,0.0,1.0,15,5,4.298405898732878
f0.50_s1_-0.04_0_0.25_t0_0.00_0_0.00_h15_r5,61,1553260.4956578985,0.5532604956578986,-0.12970739811024357,0.6557377049180327,0.007429438210572307,0.005418498536790661,1.3278688524590163,13.540983606557377,1.0,0.9672131147540983,0.9672131147540983,0.04363360790868809,0.5,True,-0.04,False,0.25,False,0.0,False,0.0,1.0,15,5,4.265450573510542
f0.50_s1_-0.03_1_0.35_t0_0.00_0_0.00_h15_r7,59,1605592.3337328197,0.6055923337328197,-0.14237522659961732,0.6779661016949152,0.008298720914861838,0.005418498536790661,1.4067796610169492,13.830508474576272,1.0,0.9661016949152542,0.9830508474576272,0.046993012750952357,0.5,True,-0.03,True,0.35,False,0.0,False,0.0,1.0,15,7,4.253495135328883
f0.50_s1_-0.03_1_0.30_t0_0.00_0_0.00_h15_r5,61,1577417.3250817389,0.5774173250817389,-0.1360676483363168,0.639344262295082,0.007700463087471813,0.005418498536790661,1.3770491803278688,13.540983606557377,1.0,0.9672131147540983,0.9672131147540983,0.0451968390302131,0.5,True,-0.03,True,0.3,False,0.0,False,0.0,1.0,15,5,4.243604796156566
f0.50_s1_-0.03_0_0.35_t0_0.00_0_0.00_h15_r7,59,1595734.5868957504,0.5957345868957504,-0.1423752265996171,0.6779661016949152,0.008192892993247778,0.005418498536790661,1.4067796610169492,13.830508474576272,1.0,0.9661016949152542,0.9830508474576272,0.04636783573968972,0.5,True,-0.03,False,0.35,False,0.0,False,0.0,1.0,15,7,4.184257339734078
f0.50_s1_-0.04_0_0.35_t0_0.00_0_0.00_h15_r7,59,1595547.0370807804,0.5955470370807803,-0.1423752265996172,0.6779661016949152,0.00819287264017716,0.005878997408505615,1.3389830508474576,13.966101694915254,1.0,0.9661016949152542,0.9830508474576272,0.046355907583432776,0.5,True,-0.04,False,0.35,False,0.0,False,0.0,1.0,15,7,4.1829400472566585
f0.50_s1_-0.03_0_0.30_t0_0.00_0_0.00_h15_r5,61,1569119.09234474,0.56911909234474,-0.1360676483363168,0.639344262295082,0.0076129575240317,0.005418498536790661,1.3770491803278688,13.540983606557377,1.0,0.9672131147540983,0.9672131147540983,0.044662298341006545,0.5,True,-0.03,False,0.3,False,0.0,False,0.0,1.0,15,5,4.182618714318154
f0.50_s1_-0.04_1_0.35_t0_0.00_0_0.00_h15_r7,59,1594061.0260674537,0.5940610260674537,-0.1423752265996171,0.6779661016949152,0.008174800729460419,0.005878997408505615,1.3389830508474576,13.966101694915254,1.0,0.9661016949152542,0.9830508474576272,0.04626135259392439,0.5,True,-0.04,True,0.35,False,0.0,False,0.0,1.0,15,7,4.172502760877442
f0.50_s1_-0.05_0_0.25_t0_0.00_0_0.00_h15_r7,59,1497137.41799785,0.49713741799785005,-0.12077522917958894,0.6779661016949152,0.007050506047190043,0.005878997408505615,1.305084745762712,13.966101694915254,1.0,0.9661016949152542,0.9830508474576272,0.03991528468769223,0.5,True,-0.05,False,0.25,False,0.0,False,0.0,1.0,15,7,4.116220034313679
f0.50_s1_-0.03_1_0.40_t0_0.00_0_0.00_h15_r7,58,1608232.9710651585,0.6082329710651584,-0.14863282933941024,0.6724137931034483,0.008498042167687327,0.004802876522424171,1.396551724137931,13.931034482758621,1.0,0.9655172413793104,0.9827586206896551,0.04715989298010004,0.5,True,-0.03,True,0.4,False,0.0,False,0.0,1.0,15,7,4.092184571661682
f0.50_s1_-0.03_1_0.25_t0_0.00_0_0.00_h15_r5,61,1522651.202027454,0.5226512020274541,-0.12970739811024334,0.639344262295082,0.007100989675300239,0.005349245691929905,1.3770491803278688,13.540983606557377,1.0,0.9672131147540983,0.9672131147540983,0.041620983939913314,0.5,True,-0.03,True,0.25,False,0.0,False,0.0,1.0,15,5,4.0294633123642845
f0.50_s1_-0.03_0_0.40_t0_0.00_0_0.00_h15_r7,58,1596947.5767457956,0.5969475767457955,-0.14863282933941013,0.6724137931034483,0.008374722929245767,0.004802876522424171,1.396551724137931,13.931034482758621,1.0,0.9655172413793104,0.9827586206896551,0.04644495125954329,0.5,True,-0.03,False,0.4,False,0.0,False,0.0,1.0,15,7,4.016256565920825
f0.50_s1_-0.03_0_0.25_t0_0.00_0_0.00_h15_r5,61,1515980.7787700505,0.5159807787700506,-0.12970739811024312,0.639344262295082,0.007028284676887464,0.005349245691929905,1.3770491803278688,13.540983606557377,1.0,0.9672131147540983,0.9672131147540983,0.041177545691580164,0.5,True,-0.03,False,0.25,False,0.0,False,0.0,1.0,15,5,3.9780366138521983
f0.50_s1_-0.03_1_0.30_t0_0.00_0_0.00_h15_r7,59,1540875.6569439166,0.5408756569439166,-0.1360676483363169,0.6779661016949152,0.007572375610141403,0.005418498536790661,1.4067796610169492,13.830508474576272,1.0,0.9661016949152542,0.9830508474576272,0.042823631014979435,0.5,True,-0.03,True,0.3,False,0.0,False,0.0,1.0,15,7,3.9750496430058098
f0.50_s1_-0.03_0_0.30_t0_0.00_0_0.00_h15_r7,59,1532769.6569547027,0.5327696569547027,-0.13606764833631668,0.6779661016949152,0.007481903756415183,0.005418498536790661,1.4067796610169492,13.830508474576272,1.0,0.9661016949152542,0.9830508474576272,0.042290304045715876,0.5,True,-0.03,False,0.3,False,0.0,False,0.0,1.0,15,7,3.9154763345204784
f0.50_s1_-0.04_0_0.30_t0_0.00_0_0.00_h15_r7,59,1532534.4797983791,0.5325344797983791,-0.1360676483363169,0.6779661016949152,0.007480467980977534,0.0056846705889659795,1.3389830508474576,13.966101694915254,1.0,0.9661016949152542,0.9830508474576272,0.04227479279080648,0.5,True,-0.04,False,0.3,False,0.0,False,0.0,1.0,15,7,3.913747950446821
f0.50_s1_-0.04_1_0.30_t0_0.00_0_0.00_h15_r7,59,1531285.7266488194,0.5312857266488193,-0.1360676483363168,0.6779661016949152,0.007464699282478129,0.005878997408505615,1.3389830508474576,13.966101694915254,1.0,0.9661016949152542,0.9830508474576272,0.04219239447853895,0.5,True,-0.04,True,0.3,False,0.0,False,0.0,1.0,15,7,3.904570506985222
f0.50_s1_-0.04_0_0.25_t0_0.00_0_0.00_h15_r7,60,1484540.1295581718,0.48454012955817194,-0.12970739811024345,0.6666666666666666,0.00679816348877597,0.004804494448071184,1.3333333333333333,13.733333333333333,1.0,0.9666666666666667,0.9833333333333333,0.03906340374163131,0.5,True,-0.04,False,0.25,False,0.0,False,0.0,1.0,15,7,3.7356398834424396
f0.50_s1_-0.03_1_0.25_t0_0.00_0_0.00_h15_r7,59,1477855.3947807332,0.47785539478073313,-0.12970739811024334,0.6610169491525424,0.006838258695458745,0.005349245691929905,1.4067796610169492,13.694915254237289,1.0,0.9661016949152542,0.9830508474576272,0.03860869973000236,0.5,True,-0.03,True,0.25,False,0.0,False,0.0,1.0,15,7,3.6841028479700544
f0.50_s1_-0.03_0_0.25_t0_0.00_0_0.00_h15_r7,59,1471381.2127859995,0.47138121278599954,-0.12970739811024334,0.6610169491525424,0.006763089120828587,0.005349245691929905,1.4067796610169492,13.694915254237289,1.0,0.9661016949152542,0.9830508474576272,0.03816654386946072,0.5,True,-0.03,False,0.25,False,0.0,False,0.0,1.0,15,7,3.6341891029635365
f0.50_s1_-0.04_1_0.25_t0_0.00_0_0.00_h15_r7,59,1470927.6858092095,0.4709276858092095,-0.12970739811024334,0.6779661016949152,0.006756791404615011,0.005856180607590744,1.3389830508474576,13.966101694915254,1.0,0.9661016949152542,0.9830508474576272,0.038135504327462266,0.5,True,-0.04,True,0.25,False,0.0,False,0.0,1.0,15,7,3.63069256395807
