config_name,sample_count,terminal_capital,total_return,max_drawdown,win_rate,avg_trade_return,median_trade_return,avg_layers,avg_hold_trading_days,cagr,first_entry_weight,allow_second_entry,second_entry_trigger_drawdown,second_entry_requires_parent_signal,second_entry_weight,allow_third_entry,third_entry_trigger_drawdown,third_entry_requires_parent_signal,third_entry_weight,max_total_weight,max_hold_days,rebound_check_day,return_drawdown_ratio,comparison_role
f1.00_s0_-0.03_1_0.00_t0_-0.04_1_0.00_h20_r5,59,1939926.2603348098,0.9399262603348097,-0.18854812557435718,0.559322033898305,0.01182151215337509,0.0032846944931312905,1.0,15.915254237288135,0.06637803957921329,1.0,False,-0.03,True,0.0,False,-0.04,True,0.0,1.0,20,5,4.985073479100346,baseline
f0.50_s1_-0.03_1_0.00_t1_-0.05_1_0.35_h20_r3,62,2056214.4023006093,1.0562144023006095,-0.10018389429514507,0.6935483870967742,0.011953646872790305,0.006091947143800958,1.2580645161290323,16.338709677419356,0.07241606632856268,0.5,True,-0.03,True,0.0,True,-0.05,True,0.35,1.0,20,3,10.542756495260274,optimized_best
