config_name,sample_count,terminal_capital,total_return,max_drawdown,return_drawdown_ratio,cagr,win_rate,avg_trade_return,median_trade_return,avg_hold_trading_days,median_hold_trading_days,total_hold_trading_days,return_per_hold_day,partial_exit_ratio,anchor_return_threshold,anchor_window_end_day,trailing_drawdown,trailing_start_offset,unmet_exit_day
p0.50_thr0.010_win20_dd0.015_off2_unmet45,54,2066489.2196593569,1.0664892196593567,-0.14721144940087438,7.244607834511425,0.07293462880888235,0.7037037037037037,0.013751095351653576,0.013859110168858907,25.22222222222222,24.0,1362.0,0.000545197613061155,0.5,0.01,20,0.015,2,45
p0.50_thr0.010_win20_dd0.015_off2_unmet60,53,2112240.9358822606,1.1122409358822605,-0.1472114494008745,7.5553969505014145,0.07521578409431617,0.7169811320754716,0.014430937891461474,0.015277052530636704,26.88679245283019,24.0,1425.0,0.0005367296198227776,0.5,0.01,20,0.015,2,60
p0.50_thr0.015_win15_dd0.008_off0_unmet20,60,2103349.9013205143,1.1033499013205144,-0.14271275123632376,7.731263617036105,0.07477599830361026,0.6666666666666666,0.012706052477504138,0.00702606133626903,16.55,21.0,993.0,0.0007677373098189811,0.5,0.015,15,0.008,0,20
p0.50_thr0.015_win15_dd0.008_off0_unmet30,58,2044854.5360294508,1.044854536029451,-0.14271275123632376,7.32138177547453,0.07184001151751884,0.6724137931034483,0.012667117685605224,0.008548149384605908,20.25862068965517,21.0,1175.0,0.0006252704900128536,0.5,0.015,15,0.008,0,30
p0.50_thr0.015_win15_dd0.008_off0_unmet45,54,2193437.779190193,1.1934377791901931,-0.14271275123632376,8.36251679581127,0.07915653696760128,0.6851851851851852,0.014940057359179608,0.014055015048620056,24.25925925925926,20.0,1310.0,0.0006158496926684724,0.5,0.015,15,0.008,0,45
p0.50_thr0.015_win15_dd0.008_off0_unmet60,49,2340825.048359462,1.340825048359462,-0.14271275123632365,9.395271527903887,0.08598465470003425,0.6530612244897959,0.017977123592602628,0.0156693104577717,29.163265306122447,20.0,1429.0,0.0006164304101032391,0.5,0.015,15,0.008,0,60
p0.50_thr0.015_win15_dd0.008_off2_unmet20,60,2077522.7675642227,1.0775227675642225,-0.14271275123632388,7.550290763997034,0.07348889772973188,0.6666666666666666,0.012487166758652602,0.00702606133626903,16.916666666666668,21.0,1015.0,0.0007381576409055725,0.5,0.015,15,0.008,2,20
p0.50_thr0.015_win15_dd0.008_off2_unmet30,58,2071295.6325235069,1.071295632523507,-0.14271275123632388,7.506656715975609,0.07317640607249043,0.6724137931034483,0.012888140029970132,0.008548149384605908,21.25862068965517,24.5,1233.0,0.0006062547621559348,0.5,0.015,15,0.008,2,30
p0.50_thr0.015_win15_dd0.008_off2_unmet45,54,2204564.7552499766,1.2045647552499767,-0.14271275123632376,8.44048443334464,0.07968626569468995,0.6851851851851852,0.015027359351970514,0.014055015048620056,25.462962962962962,24.0,1375.0,0.0005901653854592056,0.5,0.015,15,0.008,2,45
p0.50_thr0.015_win15_dd0.008_off2_unmet60,49,2352699.697606569,1.3526996976065693,-0.14271275123632376,9.4784781730301,0.0865177351652544,0.6530612244897959,0.01807333395200485,0.0156693104577717,30.489795918367346,24.0,1494.0,0.000592766642334831,0.5,0.015,15,0.008,2,60
p0.50_thr0.015_win15_dd0.010_off0_unmet20,60,2106640.7254411937,1.1066407254411939,-0.14271275123632376,7.754322692641971,0.07493897083829726,0.6666666666666666,0.012732872699656561,0.00702606133626903,16.833333333333332,21.0,1010.0,0.0007564082791875185,0.5,0.015,15,0.01,0,20
p0.50_thr0.015_win15_dd0.010_off0_unmet30,58,2067743.8588396332,1.0677438588396333,-0.14271275123632376,7.481769145291814,0.0729977899330363,0.6724137931034483,0.012864996152830226,0.008548149384605908,21.086206896551722,24.0,1223.0,0.0006101142901587516,0.5,0.015,15,0.01,0,30
p0.50_thr0.015_win15_dd0.010_off0_unmet45,54,2197700.5401187646,1.1977005401187646,-0.14271275123632388,8.392386312666927,0.07935976295189384,0.6851851851851852,0.014977566154001755,0.01331449532840544,25.51851851851852,24.0,1378.0,0.0005869292977620427,0.5,0.015,15,0.01,0,45
p0.50_thr0.015_win15_dd0.010_off0_unmet60,49,2345245.517981304,1.3452455179813039,-0.14271275123632388,9.426246122560253,0.08618338452131136,0.6530612244897959,0.018017339792266857,0.0139517349806631,30.551020408163264,24.0,1497.0,0.000589745925064179,0.5,0.015,15,0.01,0,60
p0.50_thr0.015_win15_dd0.010_off2_unmet20,60,2084283.229044723,1.0842832290447233,-0.14271275123632376,7.597661874300322,0.07382719677921212,0.6666666666666666,0.012547321329154452,0.00702606133626903,16.95,21.0,1017.0,0.000740254945672829,0.5,0.015,15,0.01,2,20
p0.50_thr0.015_win15_dd0.010_off2_unmet30,58,2090017.0473170115,1.0900170473170117,-0.14271275123632376,7.637839211101808,0.07411334606920228,0.6724137931034483,0.013050835436428557,0.008548149384605908,21.5,25.0,1247.0,0.0006070156016943515,0.5,0.015,15,0.01,2,30
p0.50_thr0.015_win15_dd0.010_off2_unmet45,54,2209714.0984904263,1.2097140984904264,-0.14271275123632376,8.476566305467774,0.07993059687393189,0.6851851851851852,0.015076807657862004,0.013913611342128096,26.01851851851852,24.5,1405.0,0.0005794644936117781,0.5,0.015,15,0.01,2,45
p0.50_thr0.015_win15_dd0.010_off2_unmet60,49,2358065.6194518297,1.3580656194518297,-0.14271275123632376,9.516077629271924,0.08675782720735636,0.6530612244897959,0.01812670798019448,0.015108567492508242,31.102040816326532,25.0,1524.0,0.000582814101725413,0.5,0.015,15,0.01,2,60
p0.50_thr0.015_win15_dd0.012_off0_unmet20,60,2089527.3923120538,1.0895273923120539,-0.14271275123632365,7.634408158160042,0.07408893727445576,0.6666666666666666,0.012593581253394274,0.00702606133626903,16.9,21.0,1014.0,0.0007451823226860518,0.5,0.015,15,0.012,0,20
p0.50_thr0.015_win15_dd0.012_off0_unmet30,58,2089991.465992963,1.0899914659929628,-0.14271275123632388,7.637659960657625,0.07411207099454953,0.6724137931034483,0.013054938991809976,0.008548149384605908,21.32758620689655,24.5,1237.0,0.0006121151669563287,0.5,0.015,15,0.012,0,30
p0.50_thr0.015_win15_dd0.012_off0_unmet45,53,2232882.684965376,1.232882684965376,-0.14271275123632376,8.638910498780842,0.0810236015287531,0.6792452830188679,0.01556962437555234,0.0139517349806631,25.88679245283019,24.0,1372.0,0.0006014505043034068,0.5,0.015,15,0.012,0,45
p0.50_thr0.015_win15_dd0.012_off0_unmet60,49,2362450.072700967,1.362450072700967,-0.14271275123632365,9.5467998542389,0.086953638586722,0.6530612244897959,0.018169926421153032,0.015108567492508242,30.877551020408163,24.0,1513.0,0.0005884510209097809,0.5,0.015,15,0.012,0,60
p0.50_thr0.015_win15_dd0.012_off2_unmet20,58,2103996.9429659196,1.1039969429659195,-0.14271275123632376,7.735797491127943,0.07480806013037244,0.6896551724137931,0.013144139584194787,0.009612652021853768,17.620689655172413,21.0,1022.0,0.0007459492131930505,0.5,0.015,15,0.012,2,20
p0.50_thr0.015_win15_dd0.012_off2_unmet30,55,2036717.0728449912,1.0367170728449913,-0.1472114494008745,7.042367132884385,0.07142558447366554,0.6909090909090909,0.013260986243831407,0.00956131584796327,22.618181818181817,27.0,1244.0,0.0005862976233205205,0.5,0.015,15,0.012,2,30
p0.50_thr0.015_win15_dd0.012_off2_unmet45,50,2188285.822808832,1.1882858228088318,-0.14721144940087472,8.071966057293443,0.07891044228761301,0.72,0.016060106885656095,0.014513901189330186,27.9,26.5,1395.0,0.0005756310711704693,0.5,0.015,15,0.012,2,45
p0.50_thr0.015_win15_dd0.012_off2_unmet60,46,2360209.567033583,1.360209567033583,-0.1472114494008745,9.239835437864405,0.08685361777497347,0.6956521739130435,0.01929688211281934,0.01600773611972775,33.71739130434783,26.5,1551.0,0.000572312428877943,0.5,0.015,15,0.012,2,60
p0.50_thr0.015_win15_dd0.015_off0_unmet20,60,2089527.3923120538,1.0895273923120539,-0.14271275123632365,7.634408158160042,0.07408893727445576,0.6666666666666666,0.012593581253394274,0.00702606133626903,16.9,21.0,1014.0,0.0007451823226860518,0.5,0.015,15,0.015,0,20
p0.50_thr0.015_win15_dd0.015_off0_unmet30,58,2160864.1884590155,1.1608641884590156,-0.14271275123632376,8.134270963193009,0.07759171663338837,0.6724137931034483,0.013665993769813593,0.008548149384605908,21.586206896551722,25.5,1252.0,0.0006330891682501504,0.5,0.015,15,0.015,0,30
p0.50_thr0.015_win15_dd0.015_off0_unmet45,54,2238137.0002837596,1.2381370002837597,-0.14271275123632388,8.675727918898277,0.08127005465467207,0.6666666666666666,0.015334904214544733,0.012875129934860702,26.59259259259259,24.5,1436.0,0.0005766607434438827,0.5,0.015,15,0.015,0,45
p0.50_thr0.015_win15_dd0.015_off0_unmet60,49,2401190.244041941,1.401190244041941,-0.14271275123632365,9.81825542499461,0.0886696717310278,0.6530612244897959,0.01851976284103816,0.015277052530636704,31.918367346938776,25.0,1564.0,0.000580222748856055,0.5,0.015,15,0.015,0,60
p0.50_thr0.015_win15_dd0.015_off2_unmet20,58,2103996.9429659196,1.1039969429659195,-0.14271275123632376,7.735797491127943,0.07480806013037244,0.6896551724137931,0.013144139584194787,0.009612652021853768,17.620689655172413,21.0,1022.0,0.0007459492131930505,0.5,0.015,15,0.015,2,20
p0.50_thr0.015_win15_dd0.015_off2_unmet30,55,2087281.835382695,1.087281835382695,-0.14721144940087438,7.3858510313412955,0.07397693238669412,0.6909090909090909,0.013740320291515654,0.00956131584796327,22.70909090909091,27.0,1249.0,0.0006050581393381593,0.5,0.015,15,0.015,2,30
p0.50_thr0.015_win15_dd0.015_off2_unmet45,51,2171135.81904401,1.17113581904401,-0.14721144940087427,7.955466940990901,0.0780874472959121,0.7058823529411765,0.015595712836435668,0.013875487703593092,28.176470588235293,26.0,1437.0,0.0005535012906459423,0.5,0.015,15,0.015,2,45
p0.50_thr0.015_win15_dd0.015_off2_unmet60,46,2374524.649122174,1.3745246491221739,-0.1472114494008746,9.337077073259273,0.08749120245875774,0.6956521739130435,0.019440866009963777,0.01600773611972775,34.34782608695652,26.5,1580.0,0.0005659998964926163,0.5,0.015,15,0.015,2,60
p0.50_thr0.015_win18_dd0.008_off0_unmet20,60,2083039.342771461,1.0830393427714609,-0.14271275123632376,7.588945860752222,0.07376502614449998,0.6833333333333333,0.012536897402695273,0.008752122727199357,16.45,20.0,987.0,0.0007621214226562475,0.5,0.015,18,0.008,0,20
p0.50_thr0.015_win18_dd0.008_off0_unmet30,59,2000575.4326345252,1.000575432634525,-0.14271275123632376,7.0111144516976776,0.06956669253262326,0.711864406779661,0.01204638674362918,0.00916320421115141,18.89830508474576,20.0,1115.0,0.0006374321236539207,0.5,0.015,18,0.008,0,30
p0.50_thr0.015_win18_dd0.008_off0_unmet45,55,2023133.4434557417,1.0231334434557415,-0.14271275123632365,7.169180291125455,0.07073045068841011,0.6909090909090909,0.013126815975358488,0.011337087989499173,20.654545454545456,20.0,1136.0,0.0006355412664126029,0.5,0.015,18,0.008,0,45
p0.50_thr0.015_win18_dd0.008_off0_unmet60,54,2040412.0586097052,1.040412058609705,-0.14271275123632365,7.290252970365947,0.07161394873733018,0.7037037037037037,0.013531836007324627,0.013711844232419751,22.037037037037038,19.5,1190.0,0.0006140497011727142,0.5,0.015,18,0.008,0,60
p0.50_thr0.015_win18_dd0.008_off2_unmet20,60,2065054.3100289004,1.0650543100289003,-0.14271275123632376,7.4629232552964675,0.07286235003556718,0.6833333333333333,0.012380556902952344,0.008752122727199357,16.9,21.0,1014.0,0.0007325773315356417,0.5,0.015,18,0.008,2,20
p0.50_thr0.015_win18_dd0.008_off2_unmet30,59,2035852.7018309163,1.0358527018309163,-0.14271275123632388,7.258305181963772,0.07138147573437159,0.711864406779661,0.012343942151771252,0.00916320421115141,20.11864406779661,23.0,1187.0,0.0006135573605345441,0.5,0.015,18,0.008,2,30
p0.50_thr0.015_win18_dd0.008_off2_unmet45,55,2042837.4978042669,1.0428374978042667,-0.14271275123632376,7.307248222531919,0.07173742622974921,0.6909090909090909,0.013298648352048066,0.011337087989499173,22.09090909090909,22.0,1215.0,0.0006019964274589659,0.5,0.015,18,0.008,2,45
p0.50_thr0.015_win18_dd0.008_off2_unmet60,54,2065266.6130004048,1.065266613000405,-0.14271275123632376,7.464410879700492,0.07287304694577745,0.7037037037037037,0.013752029845218727,0.013951388452350832,23.51851851851852,22.0,1270.0,0.0005847319776707175,0.5,0.015,18,0.008,2,60
p0.50_thr0.015_win18_dd0.010_off0_unmet20,60,2086298.3897370726,1.0862983897370726,-0.14271275123632388,7.611782271215742,0.07392784538148067,0.6833333333333333,0.012563717624847696,0.008752122727199357,16.733333333333334,21.0,1004.0,0.0007508197783773524,0.5,0.015,18,0.01,0,20
p0.50_thr0.015_win18_dd0.010_off0_unmet30,59,2020167.6611811465,1.0201676611811465,-0.14271275123632388,7.148398810501587,0.07057811824023807,0.711864406779661,0.012215480815678142,0.00916320421115141,19.864406779661017,23.0,1172.0,0.0006149431468643433,0.5,0.015,18,0.01,0,30
p0.50_thr0.015_win18_dd0.010_off0_unmet45,55,2027614.757362362,1.027614757362362,-0.14271275123632376,7.200581226695668,0.07096024377188237,0.6909090909090909,0.013166937390530719,0.012753502953217788,22.21818181818182,21.0,1222.0,0.0005926199316523646,0.5,0.015,18,0.01,0,45
p0.50_thr0.015_win18_dd0.010_off0_unmet60,54,2034394.6070645645,1.0343946070645647,-0.14271275123632365,7.248088191865,0.07130703101095892,0.7037037037037037,0.013475613061334556,0.0131508518572321,23.40740740740741,21.0,1264.0,0.000575698659265875,0.5,0.015,18,0.01,0,60
p0.50_thr0.015_win18_dd0.010_off2_unmet20,60,2071774.1979338888,1.0717741979338888,-0.142712751236324,7.5100100632149775,0.07320045163494848,0.6833333333333333,0.012440711473454194,0.008752122727199357,16.933333333333334,21.0,1016.0,0.0007346876854402083,0.5,0.015,18,0.01,2,20
p0.50_thr0.015_win18_dd0.010_off2_unmet30,59,2051408.9910353948,1.051408991035395,-0.14271275123632388,7.367309381446399,0.07217273720990858,0.711864406779661,0.012478449486117479,0.00916320421115141,20.508474576271187,24.0,1210.0,0.0006084533220503564,0.5,0.015,18,0.01,2,30
p0.50_thr0.015_win18_dd0.010_off2_unmet45,55,2048164.178693999,1.048164178693999,-0.14271275123632388,7.344572714166943,0.07200814004131528,0.6909090909090909,0.013350492196270191,0.013658154064688954,22.963636363636365,23.0,1263.0,0.0005813753529650519,0.5,0.015,18,0.01,2,45
p0.50_thr0.015_win18_dd0.010_off2_unmet60,53,2034545.412075464,1.034545412075464,-0.14271275123632376,7.249144894994833,0.07131473276961864,0.6981132075471698,0.013730675390042349,0.013875487703593092,24.77358490566038,23.0,1313.0,0.0005542466075188458,0.5,0.015,18,0.01,2,60
p0.50_thr0.015_win18_dd0.012_off0_unmet20,60,2069350.3079312,1.0693503079312001,-0.14271275123632376,7.493025666364038,0.07307861138914862,0.6833333333333333,0.01242442617858541,0.008752122727199357,16.8,21.0,1008.0,0.0007395491772967506,0.5,0.015,18,0.012,0,20
p0.50_thr0.015_win18_dd0.012_off0_unmet30,59,2008635.0728255801,1.0086350728255802,-0.14271275123632376,7.067589014210377,0.06998384021106996,0.6949152542372882,0.012122414493415876,0.007534982921248545,20.1864406779661,23.0,1191.0,0.0006005226323354632,0.5,0.015,18,0.012,0,30
p0.50_thr0.015_win18_dd0.012_off0_unmet45,55,2009026.5691969714,1.0090265691969713,-0.14271275123632376,7.070332261523595,0.0700040646094513,0.6727272727272727,0.013001041588658896,0.011337087989499173,22.618181818181817,23.0,1244.0,0.0005748048933892599,0.5,0.015,18,0.012,0,45
p0.50_thr0.015_win18_dd0.012_off0_unmet60,53,1995851.5855717298,0.9958515855717298,-0.14271275123632376,6.97801406633006,0.06932149159145085,0.6792452830188679,0.013369800537692393,0.01354820076124641,24.39622641509434,22.0,1293.0,0.0005480274002302373,0.5,0.015,18,0.012,0,60
p0.50_thr0.015_win18_dd0.012_off2_unmet20,58,2091369.5980590933,1.0913695980590932,-0.14271275123632388,7.647316645531202,0.07418074249982376,0.7068965517241379,0.013033853526573836,0.009766571169073618,17.603448275862068,21.0,1021.0,0.0007404147938700123,0.5,0.015,18,0.012,2,20
p0.50_thr0.015_win18_dd0.012_off2_unmet30,56,1967760.7292490487,0.9677607292490487,-0.1472114494008746,6.573950145777853,0.06785246115531418,0.7142857142857143,0.012370876154438723,0.008349093566199978,21.696428571428573,24.0,1215.0,0.0005701803001222786,0.5,0.015,18,0.012,2,30
p0.50_thr0.015_win18_dd0.012_off2_unmet45,52,1979287.4791155725,0.9792874791155726,-0.14721144940087472,6.652250780092881,0.06845753703815216,0.7115384615384616,0.013427910911654862,0.012589910311811947,24.692307692307693,24.0,1284.0,0.0005438094761729383,0.5,0.015,18,0.012,2,45
p0.50_thr0.015_win18_dd0.012_off2_unmet60,50,2004477.690920348,1.004477690920348,-0.1472114494008746,6.823366626769863,0.06976885320933812,0.72,0.014226168774043417,0.013913611342128096,26.96,24.0,1348.0,0.0005276768833102158,0.5,0.015,18,0.012,2,60
p0.50_thr0.015_win18_dd0.015_off0_unmet20,60,2080917.0630423126,1.0809170630423126,-0.14271275123632365,7.574074871924931,0.07365887512229508,0.6833333333333333,0.012518664091101188,0.008752122727199357,16.85,21.0,1011.0,0.0007429474238042248,0.5,0.015,18,0.015,0,20
p0.50_thr0.015_win18_dd0.015_off0_unmet30,59,2093985.8921731869,1.0939858921731869,-0.14271275123632388,7.665649233834831,0.07431099853847489,0.6949152542372882,0.012865467605252107,0.007534982921248545,20.661016949152543,24.0,1219.0,0.000622692853740668,0.5,0.015,18,0.015,0,30
p0.50_thr0.015_win18_dd0.015_off0_unmet45,55,2072941.775135856,1.072941775135856,-0.14271275123632376,7.518191372816636,0.0732590956180541,0.6727272727272727,0.013591895626846357,0.011337087989499173,24.036363636363635,24.0,1322.0,0.0005654722083786306,0.5,0.015,18,0.015,0,45
p0.50_thr0.015_win18_dd0.015_off0_unmet60,53,2059689.4474351301,1.05968944743513,-0.14271275123632388,7.425331221317056,0.07259171064897174,0.6792452830188679,0.013986129917662937,0.011500752385039892,25.88679245283019,23.0,1372.0,0.0005402805288893118,0.5,0.015,18,0.015,0,60
p0.50_thr0.015_win18_dd0.015_off2_unmet20,58,2091369.5980590933,1.0913695980590932,-0.14271275123632388,7.647316645531202,0.07418074249982376,0.7068965517241379,0.013033853526573836,0.009766571169073618,17.603448275862068,21.0,1021.0,0.0007404147938700123,0.5,0.015,18,0.015,2,20
p0.50_thr0.015_win18_dd0.015_off2_unmet30,56,2027399.941474298,1.027399941474298,-0.14721144940087472,6.97907632630233,0.07094923890004123,0.7142857142857143,0.012937527665215958,0.009167746369197732,21.928571428571427,24.5,1228.0,0.0005899849749609883,0.5,0.015,18,0.015,2,30
p0.50_thr0.015_win18_dd0.015_off2_unmet45,52,2020380.7006338648,1.020380700633865,-0.1472114494008746,6.931394974960438,0.07058906738548121,0.7115384615384616,0.013838551997976952,0.011538987549842838,25.96153846153846,24.0,1350.0,0.0005330405214035566,0.5,0.015,18,0.015,2,45
p0.50_thr0.015_win18_dd0.015_off2_unmet60,50,2043604.899379093,1.0436048993790932,-0.1472114494008746,7.089155793427661,0.07177646656345993,0.72,0.014628640890776862,0.013859110168858907,28.6,24.0,1430.0,0.0005114909402369533,0.5,0.015,18,0.015,2,60
p0.50_thr0.015_win20_dd0.008_off0_unmet20,60,2083358.4507252357,1.0833584507252358,-0.14271275123632376,7.5911818764621755,0.07378097866393585,0.6833333333333333,0.01253947192317096,0.008829358341470028,16.45,20.0,987.0,0.0007622779284602408,0.5,0.015,20,0.008,0,20
p0.50_thr0.015_win20_dd0.008_off0_unmet30,59,2004113.787073978,1.0041137870739778,-0.14271275123632376,7.035907992630774,0.06975001581287721,0.711864406779661,0.01207649382589577,0.00916320421115141,18.74576271186441,20.0,1106.0,0.0006442252583434453,0.5,0.015,20,0.008,0,30
p0.50_thr0.015_win20_dd0.008_off0_unmet45,55,2023133.4434557417,1.0231334434557415,-0.14271275123632365,7.169180291125455,0.07073045068841011,0.6909090909090909,0.013126815975358488,0.011337087989499173,20.654545454545456,20.0,1136.0,0.0006355412664126029,0.5,0.015,20,0.008,0,45
p0.50_thr0.015_win20_dd0.008_off0_unmet60,54,2040412.0586097052,1.040412058609705,-0.14271275123632365,7.290252970365947,0.07161394873733018,0.7037037037037037,0.013531836007324627,0.013711844232419751,22.037037037037038,19.5,1190.0,0.0006140497011727142,0.5,0.015,20,0.008,0,60
p0.50_thr0.015_win20_dd0.008_off2_unmet20,60,2065370.6627937162,1.065370662793716,-0.14271275123632388,7.4651399651704935,0.07287828914428673,0.6833333333333333,0.012383131423428036,0.008829358341470028,16.9,21.0,1014.0,0.0007327296700253275,0.5,0.015,20,0.008,2,20
p0.50_thr0.015_win20_dd0.008_off2_unmet30,59,2037887.8927457717,1.0378878927457715,-0.14271275123632365,7.272565932297754,0.07148530431125133,0.711864406779661,0.012360959076146028,0.00916320421115141,20.050847457627118,23.0,1183.0,0.0006164806301712728,0.5,0.015,20,0.008,2,30
p0.50_thr0.015_win20_dd0.008_off2_unmet45,55,2042837.4978042669,1.0428374978042667,-0.14271275123632376,7.307248222531919,0.07173742622974921,0.6909090909090909,0.013298648352048066,0.011337087989499173,22.09090909090909,22.0,1215.0,0.0006019964274589659,0.5,0.015,20,0.008,2,45
p0.50_thr0.015_win20_dd0.008_off2_unmet60,54,2065266.6130004048,1.065266613000405,-0.14271275123632376,7.464410879700492,0.07287304694577745,0.7037037037037037,0.013752029845218727,0.013951388452350832,23.51851851851852,22.0,1270.0,0.0005847319776707175,0.5,0.015,20,0.008,2,60
p0.50_thr0.015_win20_dd0.010_off0_unmet20,60,2086617.9969554495,1.0866179969554493,-0.14271275123632376,7.614021785313878,0.07394380031986003,0.6833333333333333,0.012566292145323383,0.008829358341470028,16.733333333333334,21.0,1004.0,0.0007509736341826724,0.5,0.015,20,0.01,0,20
p0.50_thr0.015_win20_dd0.010_off0_unmet30,59,2023740.667775037,1.0237406677750371,-0.14271275123632388,7.173435161934361,0.07076161487843202,0.711864406779661,0.012245587897944738,0.00916320421115141,19.71186440677966,22.0,1163.0,0.0006212293086661561,0.5,0.015,20,0.01,0,30
p0.50_thr0.015_win20_dd0.010_off0_unmet45,55,2027614.757362362,1.027614757362362,-0.14271275123632376,7.200581226695668,0.07096024377188237,0.6909090909090909,0.013166937390530719,0.012753502953217788,22.21818181818182,21.0,1222.0,0.0005926199316523646,0.5,0.015,20,0.01,0,45
p0.50_thr0.015_win20_dd0.010_off0_unmet60,54,2034394.6070645645,1.0343946070645647,-0.14271275123632365,7.248088191865,0.07130703101095892,0.7037037037037037,0.013475613061334556,0.0131508518572321,23.40740740740741,21.0,1264.0,0.000575698659265875,0.5,0.015,20,0.01,0,60
p0.50_thr0.015_win20_dd0.010_off2_unmet20,60,2072091.5801414216,1.0720915801414215,-0.14271275123632388,7.512233986478904,0.07321639576671513,0.6833333333333333,0.012443285993929883,0.008829358341470028,16.933333333333334,21.0,1016.0,0.0007348397240509773,0.5,0.015,20,0.01,2,20
p0.50_thr0.015_win20_dd0.010_off2_unmet30,59,2053459.733182629,1.053459733182629,-0.14271275123632388,7.381679100546257,0.07227664246867516,0.711864406779661,0.012495466410492257,0.00916320421115141,20.440677966101696,24.0,1206.0,0.0006113039122877638,0.5,0.015,20,0.01,2,30
p0.50_thr0.015_win20_dd0.010_off2_unmet45,55,2048164.178693999,1.048164178693999,-0.14271275123632388,7.344572714166943,0.07200814004131528,0.6909090909090909,0.013350492196270191,0.013658154064688954,22.963636363636365,23.0,1263.0,0.0005813753529650519,0.5,0.015,20,0.01,2,45
p0.50_thr0.015_win20_dd0.010_off2_unmet60,53,2034545.412075464,1.034545412075464,-0.14271275123632376,7.249144894994833,0.07131473276961864,0.6981132075471698,0.013730675390042349,0.013875487703593092,24.77358490566038,23.0,1313.0,0.0005542466075188458,0.5,0.015,20,0.01,2,60
p0.50_thr0.015_win20_dd0.012_off0_unmet20,60,2069667.318814695,1.069667318814695,-0.14271275123632365,7.495246987729855,0.073094553710781,0.6833333333333333,0.012427000699061101,0.008829358341470028,16.8,21.0,1008.0,0.0007397024225631607,0.5,0.015,20,0.012,0,20
p0.50_thr0.015_win20_dd0.012_off0_unmet30,59,2010334.1148009251,1.010334114800925,-0.14271275123632388,7.079494341244053,0.07007158561705795,0.6949152542372882,0.0121368132613747,0.007534982921248545,20.050847457627118,23.0,1183.0,0.0006053017602883409,0.5,0.015,20,0.012,0,30
p0.50_thr0.015_win20_dd0.012_off0_unmet45,55,2009026.5691969714,1.0090265691969713,-0.14271275123632376,7.070332261523595,0.0700040646094513,0.6727272727272727,0.013001041588658896,0.011337087989499173,22.618181818181817,23.0,1244.0,0.0005748048933892599,0.5,0.015,20,0.012,0,45
p0.50_thr0.015_win20_dd0.012_off0_unmet60,53,1995851.5855717298,0.9958515855717298,-0.14271275123632376,6.97801406633006,0.06932149159145085,0.6792452830188679,0.013369800537692393,0.01354820076124641,24.39622641509434,22.0,1293.0,0.0005480274002302373,0.5,0.015,20,0.012,0,60
p0.50_thr0.015_win20_dd0.012_off2_unmet20,58,2091689.982153296,1.0916899821532962,-0.14271275123632376,7.649561603262227,0.07419670119539967,0.7068965517241379,0.013036516823617651,0.009766571169073618,17.603448275862068,21.0,1021.0,0.0007405660879234317,0.5,0.015,20,0.012,2,20
p0.50_thr0.015_win20_dd0.012_off2_unmet30,56,1969727.8503257215,0.9697278503257216,-0.1472114494008745,6.58731270069243,0.06795594773210345,0.7142857142857143,0.012388804699762153,0.008349093566199978,21.625,24.0,1211.0,0.0005728927028791747,0.5,0.015,20,0.012,2,30
p0.50_thr0.015_win20_dd0.012_off2_unmet45,52,1979287.4791155725,0.9792874791155726,-0.14721144940087472,6.652250780092881,0.06845753703815216,0.7115384615384616,0.013427910911654862,0.012589910311811947,24.692307692307693,24.0,1284.0,0.0005438094761729383,0.5,0.015,20,0.012,2,45
p0.50_thr0.015_win20_dd0.012_off2_unmet60,50,2004477.690920348,1.004477690920348,-0.1472114494008746,6.823366626769863,0.06976885320933812,0.72,0.014226168774043417,0.013913611342128096,26.96,24.0,1348.0,0.0005276768833102158,0.5,0.015,20,0.012,2,60
p0.50_thr0.015_win20_dd0.015_off0_unmet20,60,2081235.8458767633,1.0812358458767632,-0.14271275123632388,7.576308609496993,0.07367482606468556,0.6833333333333333,0.012521238611576875,0.008829358341470028,16.85,21.0,1011.0,0.0007431002143369065,0.5,0.015,20,0.015,0,20
p0.50_thr0.015_win20_dd0.015_off0_unmet30,59,2095757.1297537298,1.0957571297537299,-0.14271275123632376,7.6780604414192934,0.07439909879866735,0.6949152542372882,0.01287986637321093,0.007534982921248545,20.52542372881356,24.0,1211.0,0.000627507940561061,0.5,0.015,20,0.015,0,30
p0.50_thr0.015_win20_dd0.015_off0_unmet45,55,2072941.775135856,1.072941775135856,-0.14271275123632376,7.518191372816636,0.0732590956180541,0.6727272727272727,0.013591895626846357,0.011337087989499173,24.036363636363635,24.0,1322.0,0.0005654722083786306,0.5,0.015,20,0.015,0,45
p0.50_thr0.015_win20_dd0.015_off0_unmet60,53,2059689.4474351301,1.05968944743513,-0.14271275123632388,7.425331221317056,0.07259171064897174,0.6792452830188679,0.013986129917662937,0.011500752385039892,25.88679245283019,23.0,1372.0,0.0005402805288893118,0.5,0.015,20,0.015,0,60
p0.50_thr0.015_win20_dd0.015_off2_unmet20,58,2091689.982153296,1.0916899821532962,-0.14271275123632376,7.649561603262227,0.07419670119539967,0.7068965517241379,0.013036516823617651,0.009766571169073618,17.603448275862068,21.0,1021.0,0.0007405660879234317,0.5,0.015,20,0.015,2,20
