symbol,policy_name,signal_date,entry_date,trigger_date,exit_date,signal_index,entry_index,trigger_index,exit_index,entry_price,exit_price,exit_reason,trade_return,entry_capital,exit_capital,hold_trading_days,hold_calendar_days
518880.SH,hold_15d_baseline,2025-05-12,2025-05-13,,2025-06-04,2267,2268,,2283,7.290999889373779,7.48799991607666,time_exit,0.027019617294192777,1485751.9906864502,1525896.4408688832,15,22
518880.SH,hold_15d_baseline,2025-06-27,2025-06-30,,2025-07-21,2300,2301,,2316,7.300000190734863,7.429999828338623,time_exit,0.017808169069468693,1525896.4408688832,1553069.8626703767,15,21
518880.SH,hold_15d_baseline,2025-10-28,2025-10-29,,2025-11-19,2380,2381,,2396,8.680000305175781,8.890000343322754,time_exit,0.02419355193130035,1553069.8626703767,1590644.13904583,15,21
518880.SH,hold_15d_baseline,2026-02-02,2026-02-03,,2026-03-04,2447,2448,,2463,10.354999542236328,11.0,time_exit,0.06228879635704687,1590644.13904583,1689723.4478993858,15,29
518880.SH,hold_15d_baseline,2026-03-17,2026-03-18,,2026-04-09,2472,2473,,2488,10.637999534606934,9.920000076293944,time_exit,-0.06749384186164276,1689723.4478993858,1575677.520716955,15,22
518880.SH,time_or_break_ma10,2021-01-08,2021-01-11,2021-01-11,2021-01-12,1220,1221,1221.0,1222,3.7170000076293945,3.7690000534057617,break_ma10,0.013989788988332919,1000000.0,1013989.788988333,15,1
518880.SH,time_or_break_ma10,2021-01-12,2021-01-13,2021-01-13,2021-01-14,1222,1223,1223.0,1224,3.802999973297119,3.7909998893737793,break_ma10,-0.0031554257185376633,1013989.788988333,1010790.2195298246,15,1
518880.SH,time_or_break_ma10,2021-01-14,2021-01-15,2021-01-15,2021-01-18,1224,1225,1225.0,1226,3.7920000553131104,3.740999937057495,break_ma10,-0.013449398077976626,1010790.2195298246,997195.6994940426,15,3
518880.SH,time_or_break_ma10,2021-02-04,2021-02-05,2021-02-05,2021-02-08,1239,1240,1240.0,1241,3.680000066757202,3.7079999446868896,break_ma10,0.0076086623428681666,997195.6994940426,1004783.024861253,15,3
518880.SH,time_or_break_ma10,2021-02-18,2021-02-19,2021-02-19,2021-02-22,1244,1245,1245.0,1246,3.628999948501587,3.6640000343322754,break_ma10,0.009644553961798863,1004783.024861253,1014473.7089644268,15,3
518880.SH,time_or_break_ma10,2021-02-26,2021-03-01,2021-03-01,2021-03-02,1250,1251,1251.0,1252,3.572000026702881,3.539999961853028,break_ma10,-0.008958584717422502,1014473.7089644268,1005385.4602990712,15,1
518880.SH,time_or_break_ma10,2021-03-02,2021-03-03,2021-03-03,2021-03-04,1252,1253,1253.0,1254,3.553999900817871,3.5179998874664307,break_ma10,-0.010129435665756747,1005385.4602990712,995201.4729596844,15,1
518880.SH,time_or_break_ma10,2021-03-04,2021-03-05,2021-03-05,2021-03-08,1254,1255,1255.0,1256,3.4670000076293945,3.5230000019073486,break_ma10,0.01615229136276941,995201.4729596844,1011276.2571155865,15,3
518880.SH,time_or_break_ma10,2021-03-08,2021-03-09,2021-03-09,2021-03-10,1256,1257,1257.0,1258,3.489000082015991,3.546999931335449,break_ma10,0.016623630827186764,1011276.2571155865,1028087.3402781753,15,1
518880.SH,time_or_break_ma10,2021-03-30,2021-03-31,2021-03-31,2021-04-01,1272,1273,1273.0,1274,3.500999927520752,3.5380001068115234,break_ma10,0.010568460456088502,1028087.3402781753,1038952.6406793104,15,1
518880.SH,time_or_break_ma10,2021-06-17,2021-06-18,2021-06-18,2021-06-21,1324,1325,1325.0,1326,3.625,3.615000009536743,break_ma10,-0.0027586180588294873,1038952.6406793104,1036086.5671624639,15,3
518880.SH,time_or_break_ma10,2021-06-21,2021-06-22,2021-06-22,2021-06-23,1326,1327,1327.0,1328,3.641999959945679,3.640000104904175,break_ma10,-0.0005491090234757134,1036086.5671624639,1035517.642679333,15,1
518880.SH,time_or_break_ma10,2021-06-23,2021-06-24,2021-06-24,2021-06-25,1328,1329,1329.0,1330,3.631999969482422,3.622999906539917,break_ma10,-0.002477990919087847,1035517.642679333,1032951.6393642183,15,1
518880.SH,time_or_break_ma10,2021-08-06,2021-08-09,2021-08-09,2021-08-10,1360,1361,1361.0,1362,3.555000066757202,3.556999921798706,break_ma10,0.000562547117848089,1032951.6393642183,1033532.7233318192,15,1
