trade_date,policy_name,selected_flag,future_ret_15d,hold_max_drawdown_15d,hold_max_runup_15d,symbol
2021-02-04,rule_baseline,1,-0.0555256017820583,-0.0587757324718075,0.0108341159207361,159934.SZ
2021-02-18,rule_baseline,1,-0.0193638771326208,-0.0497926393179765,0.0221300202314389,159934.SZ
2021-02-19,rule_baseline,1,-0.0305046429852717,-0.0474211310603117,0.0246810316039947,159934.SZ
2021-02-26,rule_baseline,1,-0.0058626934475849,-0.0410387279179506,0.0005582495827485,159934.SZ
2021-03-01,rule_baseline,1,-0.0075714527685776,-0.0367358817423019,0.0050477408302767,159934.SZ
2021-03-02,rule_baseline,1,0.0145589182473104,-0.0194121491195323,0.0231229270697004,159934.SZ
2021-03-03,rule_baseline,1,0.0082410777490709,-0.0238705462618341,0.0184711375026818,159934.SZ
2021-03-04,rule_baseline,1,0.0200746183414195,-0.0149125828860385,0.0278176715244911,159934.SZ
2021-03-08,rule_baseline,1,0.0166140940262224,-0.0105986417234449,0.0266399342009924,159934.SZ
2021-03-30,rule_baseline,1,0.0396690463561411,-0.0151254423774822,0.0405251900824867,159934.SZ
2021-06-17,rule_baseline,1,0.0016508279387796,-0.0239337713651188,0.0041266345348278,159934.SZ
2021-06-18,rule_baseline,1,0.0147384078292711,-0.0133481544883508,0.0191879602904017,159934.SZ
2021-06-21,rule_baseline,1,0.0119476196556747,-0.0141705728406901,0.0183384216341482,159934.SZ
2021-06-22,rule_baseline,1,0.0138467255355902,-0.0174465198545208,0.0149544460502235,159934.SZ
2021-06-23,rule_baseline,1,0.0121680754136235,-0.0188052699716129,0.014656890530206,159934.SZ
2021-08-06,rule_baseline,1,0.0049570667492595,-0.0330490000918275,0.0071604288811517,159934.SZ
2021-08-09,rule_baseline,1,0.0350777997164477,-0.0067892783743537,0.0398868425894065,159934.SZ
2021-08-10,rule_baseline,1,0.0383196462024018,-0.0034063618787245,0.0434287398693971,159934.SZ
2021-08-11,rule_baseline,1,0.0372158825457873,0.0062498053357744,0.0443180041209412,159934.SZ
2021-08-12,rule_baseline,1,0.0295609251381143,0.000563219190335,0.0349099164316366,159934.SZ
2021-09-16,rule_baseline,1,-0.0127920782967346,-0.0239154251235801,0.0047274648331783,159934.SZ
2021-09-17,rule_baseline,1,0.0,-0.0145985234698635,0.0143177679888488,159934.SZ
2021-09-28,rule_baseline,1,0.0152843464150709,-0.006509933046447,0.0226437155136545,159934.SZ
2021-09-29,rule_baseline,1,0.0104966062798539,-0.0042551521431399,0.0249646622420882,159934.SZ
2021-11-23,rule_baseline,1,-0.0119479337030843,-0.0197278929937467,0.0002779319576089,159934.SZ
2021-11-24,rule_baseline,1,-0.016201062959155,-0.0170390315555698,0.0055868151188451,159934.SZ
