"split_name","week_start","week_end","spot_weekly_return","spot_first_close","spot_last_close","next_week_return","next_week_positive_label","weekly_spot_return_min","weekly_spot_return_p10","weekly_spot_return_p25","weekly_spot_return_p50","weekly_spot_return_p75","weekly_spot_return_p90","weekly_spot_return_max","weekly_spot_close_position","weekly_spot_drawdown","weekly_spot_rebound","weekly_price_position_52w"
"train","2023-08-07","2023-08-10","0.006792527940235438","32254.56","32473.65","-0.03149907694392229","0",,,,,,,,,,,"0.8413630296297917"
"train","2023-08-14","2023-08-18","-0.019000365253676654","32059.91","31450.76","0.005517195768877992","1",,,,,,,,,,,"0.7096978067595413"
"train","2023-08-21","2023-08-25","0.001857716174929358","31565.64","31624.28","0.03435145400938766","1",,,,,,,,,,,"0.7320331013390619"
"train","2023-08-28","2023-09-01","0.016805413989870566","32169.99","32710.62","-0.00317266991576437","0",,,,,,,,,,,"0.8718655351421761"
"train","2023-09-04","2023-09-08","-0.010089504353174572","32939.18","32606.84","0.02840661652585763","1",,,,,,,,,,,"0.8585070930521426"
"train","2023-09-11","2023-09-15","0.032811934053966096","32467.76","33533.09","-0.033718336127091075","0",,,,,,,,,,,"0.9777329264101465"
"train","2023-09-18","2023-09-22","-0.0252742039654551","33242.59","32402.41","-0.01681325555722557","0",,,,,,,,,,,"0.8321930988676601"
"train","2023-09-25","2023-09-29","-0.02512345992578635","32678.62","31857.62","-0.027087710883612837","0",,,,,,,,,,,"0.7620683574316468"
"train","2023-10-02","2023-10-06","-0.02409360488767598","31759.88","30994.67","0.0426305555116413","1",,,,,,,,,,,"0.6493366079384599"
"train","2023-10-09","2023-10-13","0.017937708467665736","31746.53","32315.99","-0.03269681665330382","0",,,,,,,,,,,"0.8202213333022945"
"train","2023-10-16","2023-10-20","-0.0126242023207912","31659.03","31259.36","-0.008562875247605906","0",,,,,,,,,,,"0.6835686470785272"
"train","2023-10-23","2023-10-27","-0.00025355206769128724","30999.55","30991.69","0.03091796542879721","1",,,,,,,,,,,"0.6489512081249521"
