"split_name","week_start","week_end","spot_weekly_return","spot_first_close","spot_last_close","next_week_return","next_week_positive_label","volume_source","volume_total","weekly_volume_price_confirmation","weekly_volume_accumulation_26w","weekly_volume_accumulation_52w","weekly_high_volume_low_price_signal","weekly_high_volume_breakout_signal"
"train","2020-12-14","2020-12-18","0.0011577693618689544","26732.44","26763.39","-0.003989778574388314","0","NK225_VOL.YFINANCE","315900000","0","0.0","0.0","0","0"
"train","2020-12-21","2020-12-25","-0.002163999817327067","26714.42","26656.61","0.029544642023122902","1","NK225_VOL.YFINANCE","256600000","0","0.0","0.0","0","0"
"train","2020-12-28","2020-12-30","0.02197584496628613","26854.03","27444.17","0.025319038615487344","1","NK225_VOL.YFINANCE","160700000","0","0.0","0.0","0","0"
"train","2021-01-04","2021-01-08","0.0323074958966747","27258.38","28139.03","0.013509705203057942","1","NK225_VOL.YFINANCE","363000000","1","0.08613212769883738","0.08613212769883738","0","0"
"train","2021-01-11","2021-01-15","0.012598910537225505","28164.34","28519.18","0.00393664894993484","1","NK225_VOL.YFINANCE","305700000","1","0.0","0.0","0","0"
"train","2021-01-18","2021-01-22","0.013782207553870718","28242.21","28631.45","-0.03381107139177375","0","NK225_VOL.YFINANCE","314500000","1","0.0028078099082715635","0.0028078099082715635","0","0"
"train","2021-01-25","2021-01-29","-0.04020846365781494","28822.29","27663.39","0.04033489749448638","1","NK225_VOL.YFINANCE","405400000","-1","0.14792042719614917","0.14792042719614917","0","0"
"train","2021-02-01","2021-02-05","0.024496770323644057","28091.05","28779.19","0.02574360153986266","1","NK225_VOL.YFINANCE","391500000","1","0.11558754673468674","0.11558754673468674","0","0"
"train","2021-02-08","2021-02-12","0.004476921244704446","29388.5","29520.07","0.016864797407323273","1","NK225_VOL.YFINANCE","341400000","0","0.030358281686916455","0.030358281686916455","0","0"
"train","2021-02-15","2021-02-19","-0.0022014914830568166","30084.15","30017.92","-0.03504273447327466","0","NK225_VOL.YFINANCE","368000000","0","0.06995059395666514","0.06995059395666514","0","0"
"train","2021-02-22","2021-02-26","-0.039462090998052424","30156.03","28966.01","-0.003510666467352541","0","NK225_VOL.YFINANCE","305100000","0","0.0","0.0","0","0"
"train","2021-03-01","2021-03-05","-0.026941527466414983","29663.5","28864.32","0.029569724836753464","1","NK225_VOL.YFINANCE","362600000","0","0.05942663188308228","0.05942663188308228","0","0"
"train","2021-03-08","2021-03-12","0.03390639541457574","28743.25","29717.83","0.002497490563745597","1","NK225_VOL.YFINANCE","447200000","1","0.18640222091719605","0.18640222091719605","0","0"
"train","2021-03-15","2021-03-19","0.0008425446056483654","29766.97","29792.05","-0.02065483912654542","0","NK225_VOL.YFINANCE","476400000","1","0.22003627386770108","0.22003627386770108","0","0"
"train","2021-03-22","2021-03-26","8.740614550895032e-05","29174.15","29176.7","0.02321372876301986","1","NK225_VOL.YFINANCE","400500000","0","0.0948490969581749","0.0948490969581749","0","0"
"train","2021-03-29","2021-04-02","0.015977119925729477","29384.52","29854.0","-0.0028786762242914987","0","NK225_VOL.YFINANCE","402600000","0","0.0936369307548347","0.0936369307548347","0","0"
"train","2021-04-05","2021-04-09","-0.010674576468340025","30089.25","29768.06","-0.0028449956093881124","0","NK225_VOL.YFINANCE","309900000","0","0.0","0.0","0","0"
"train","2021-04-12","2021-04-16","0.004896622163512054","29538.73","29683.37","-0.02232697971962072","0","NK225_VOL.YFINANCE","262000000","0","0.0","0.0","0","0"
"train","2021-04-19","2021-04-23","-0.022392848733231108","29685.37","29020.63","-0.007167315113421058","0","NK225_VOL.YFINANCE","278200000","0","0.0","0.0","0","0"
"train","2021-04-26","2021-04-30","-0.010766927267964244","29126.23","28812.63","0.018921910287259314","1","NK225_VOL.YFINANCE","248400000","0","0.0","0.0","0","0"
"train","2021-05-03","2021-05-07","0.0009017649022189378","29331.37","29357.82","-0.04337345211599497","0","NK225_VOL.YFINANCE","161800000","0","0.0","0.0","0","0"
"train","2021-05-10","2021-05-14","-0.048575563531011556","29518.34","28084.47","0.00830921858236966","1","NK225_VOL.YFINANCE","383500000","-1","0.06677883631568171","0.08552970589919273","0","0"
"train","2021-05-17","2021-05-21","0.017717987854732664","27824.83","28317.83","0.0293659507102062","1","NK225_VOL.YFINANCE","322800000","1","0.0","0.0","0","0"
"train","2021-05-24","2021-05-28","0.02766828100227703","28364.61","29149.41","-0.007131876768689316","0","NK225_VOL.YFINANCE","391700000","1","0.08783939785740669","0.09530471941854335","0","0"
"train","2021-05-31","2021-06-04","0.002821890999609167","28860.08","28941.52","0.0002491230591896709","1","NK225_VOL.YFINANCE","286500000","0","0.0","0.0","0","0"
"train","2021-06-07","2021-06-11","-0.0024297672854286523","29019.24","28948.73","0.0005302477863451394","1","NK225_VOL.YFINANCE","276200000","0","0.0","0.0","0","0"
"train","2021-06-14","2021-06-18","-0.006780102737142357","29161.8","28964.08","0.0035250558622956785","1","NK225_VOL.YFINANCE","297500000","0","0.0","0.0","0","0"
"train","2021-06-21","2021-06-25","0.03767279415571001","28010.93","29066.18","-0.00973296112526656","0","NK225_VOL.YFINANCE","290900000","0","0.0","0.0","0","0"
"train","2021-06-28","2021-07-02","-0.009113874198654504","29048.02","28783.28","-0.029282972614656844","0","NK225_VOL.YFINANCE","254800000","0","0.0","0.0","0","0"
"train","2021-07-05","2021-07-09","-0.02300040666909342","28598.19","27940.42","0.002242629137285901","1","NK225_VOL.YFINANCE","285000000","0","0.0","0.0","0","0"
"train","2021-07-12","2021-07-16","-0.01980956994674643","28569.02","28003.08","-0.016251069525209383","0","NK225_VOL.YFINANCE","263700000","0","0.0","0.0","0","0"
"train","2021-07-19","2021-07-21","-0.0037876897551563093","27652.74","27548.0","-0.009598155945985232","0","NK225_VOL.YFINANCE","164300000","0","0.0","0.0","0","0"
"train","2021-07-26","2021-07-30","-0.019749731346887178","27833.29","27283.59","0.019662001957953423","1","NK225_VOL.YFINANCE","301700000","-1","0.0","0.0","0","0"
"train","2021-08-02","2021-08-06","0.0014045560602167217","27781.02","27820.04","0.00564736786862996","1","NK225_VOL.YFINANCE","297800000","1","0.0","0.0","0","0"
"train","2021-08-09","2021-08-13","0.0031913196106589936","27888.15","27977.15","-0.03445311620375924","0","NK225_VOL.YFINANCE","242200000","0","0.0","0.0","0","0"
"train","2021-08-16","2021-08-20","-0.01852764886628322","27523.19","27013.25","0.0232437785160986","1","NK225_VOL.YFINANCE","297800000","-1","0.0","0.0","0","0"
"train","2021-08-23","2021-08-27","0.005342937284318339","27494.24","27641.14","0.053795538100092966","1","NK225_VOL.YFINANCE","263100000","0","0.0","0.0","0","0"
"train","2021-08-30","2021-09-03","0.04817755329481255","27789.29","29128.11","0.043041927540097946","1","NK225_VOL.YFINANCE","334300000","1","0.0453438907781305","0.031376457887660636","0","0"
"train","2021-09-06","2021-09-10","0.024340953388566122","29659.89","30381.84","0.00389081108978262","1","NK225_VOL.YFINANCE","393600000","1","0.1443683256095103","0.12483477179068503","0","0"
"train","2021-09-13","2021-09-17","0.0017301987002489305","30447.37","30500.05","-0.008237363545305576","0","NK225_VOL.YFINANCE","380100000","1","0.12649609493863478","0.10040564106452343","0","0"
"train","2021-09-20","2021-09-24","0.013709918762615292","29839.71","30248.81","-0.04885283090475301","0","NK225_VOL.YFINANCE","229900000","0","0.0","0.0","0","0"
"train","2021-09-27","2021-10-01","-0.04857761525605442","30240.06","28771.07","-0.025099170799000592","0","NK225_VOL.YFINANCE","440300000","-1","0.11543743181782448","0.09031046781181423","0","0"
"train","2021-10-04","2021-10-08","-0.013919899145329873","28444.89","28048.94","0.03635395847401024","1","NK225_VOL.YFINANCE","427100000","-1","0.1466398068715551","0.11116681044559668","0","0"
"train","2021-10-11","2021-10-15","0.020016351909945218","28498.2","29068.63","-0.009074387062617095","0","NK225_VOL.YFINANCE","333600000","0","0.02198562477152544","0.007318382238734097","0","0"
"train","2021-10-18","2021-10-22","-0.007600568604252955","29025.46","28804.85","0.0030494864580097314","1","NK225_VOL.YFINANCE","305600000","0","0.0028372582101270066","0.0","0","0"
"train","2021-10-25","2021-10-29","0.010219433917206144","28600.41","28892.69","0.024881033922421247","1","NK225_VOL.YFINANCE","453400000","1","0.106209480400838","0.08513771153940275","0","0"
"train","2021-11-01","2021-11-05","-0.0011977570809672544","29647.08","29611.57","-5.40329337485046e-05","0","NK225_VOL.YFINANCE","311700000","0","0.00044524085028214706","0.0","0","0"
"train","2021-11-08","2021-11-12","0.003487979991222412","29507.05","29609.97","0.004589670303617233","1","NK225_VOL.YFINANCE","326200000","0","0.005331796176364233","0.0","0","0"
"train","2021-11-15","2021-11-19","-0.0010387281373418489","29776.8","29745.87","-0.0334248082170735","0","NK225_VOL.YFINANCE","317300000","0","0.0014476426589091996","0.0","0","0"
"train","2021-11-22","2021-11-26","-0.0343415806551397","29774.11","28751.62","-0.025113367525029906","0","NK225_VOL.YFINANCE","251900000","0","0.0","0.0","0","0"
"train","2021-11-29","2021-12-03","-0.008992742165866652","28283.92","28029.57","0.014563191657952723","1","NK225_VOL.YFINANCE","456800000","-1","0.30801203554622014","0.2681121529916845","1","0"
"train","2021-12-06","2021-12-10","0.018275978010102722","27927.37","28437.77","0.0037946013347740504","1","NK225_VOL.YFINANCE","329800000","0","0.024717985691953555","0.011763640196951286","0","0"
"train","2021-12-13","2021-12-17","-0.0033103483913857756","28640.49","28545.68","0.008299329355615281","1","NK225_VOL.YFINANCE","309300000","0","0.0","0.0","0","0"
"train","2021-12-20","2021-12-24","0.030237874765416395","27937.81","28782.59","0.00031685821185645224","1","NK225_VOL.YFINANCE","245200000","0","0.0","0.0","0","0"
"train","2021-12-27","2021-12-30","0.0040189758429038935","28676.46","28791.71","-0.010876394628870578","0","NK225_VOL.YFINANCE","169600000","0","0.0","0.0","0","0"
"train","2022-01-03","2022-01-07","-0.028094870654659654","29301.79","28478.56","-0.012440235742256722","0","NK225_VOL.YFINANCE","291400000","-1","0.0","0.0","0","0"
"train","2022-01-10","2022-01-14","-0.0034794957778339075","28222.48","28124.28","-0.021405703541566234","0","NK225_VOL.YFINANCE","298200000","-1","0.0","0.0","0","0"
"train","2022-01-17","2022-01-21","-0.02863251724459237","28333.52","27522.26","-0.029246144757007486","0","NK225_VOL.YFINANCE","356800000","-1","0.11543382378202731","0.09477384115166271","1","0"
"train","2022-01-24","2022-01-28","-0.03157236183217782","27588.37","26717.34","0.027047977081550822","1","NK225_VOL.YFINANCE","363200000","-1","0.12893468982748924","0.12804462867177135","1","0"
"train","2022-01-31","2022-02-04","0.01622140302303765","27001.98","27439.99","0.00933272934866225","1","NK225_VOL.YFINANCE","405300000","1","0.20272475519507965","0.21193268071350446","1","0"
"train","2022-02-07","2022-02-10","0.016412056720150225","27248.87","27696.08","-0.020725315640336195","0","NK225_VOL.YFINANCE","330100000","0","0.004247582306347522","0.020001439943077404","0","0"
"train","2022-02-14","2022-02-18","0.001568709127427681","27079.59","27122.07","-0.023802386764727013","0","NK225_VOL.YFINANCE","351400000","0","0.05332178688124614","0.08393326835147166","0","0"
"train","2022-02-21","2022-02-25","-0.01614106121429737","26910.87","26476.5","-0.01854588030895321","0","NK225_VOL.YFINANCE","291300000","0","0.0","0.0","0","0"
"train","2022-02-28","2022-03-04","-0.020407647807011875","26526.82","25985.47","-0.03165961593151878","0","NK225_VOL.YFINANCE","421100000","-1","0.25796815037801313","0.3133723196881091","1","0"
"train","2022-03-07","2022-03-11","-0.0023246123035944866","25221.41","25162.78","0.0661552499366127","1","NK225_VOL.YFINANCE","496400000","-1","0.4682714841528066","0.5428127428127427","1","0"
"train","2022-03-14","2022-03-18","0.06004382039564815","25307.85","26827.43","0.04929320475349286","1","NK225_VOL.YFINANCE","425900000","1","0.16871150619641437","0.22006902287297658","1","0"
"train","2022-03-21","2022-03-25","0.03400405008648577","27224.11","28149.84","-0.017188730024753296","0","NK225_VOL.YFINANCE","325200000","0","0.0","0.004756171387283512","0","0"
"train","2022-03-28","2022-04-01","-0.00994528678720108","27943.89","27665.98","-0.02458542946969533","0","NK225_VOL.YFINANCE","371800000","0","0.037188130003410855","0.08542156875528778","0","0"
"train","2022-04-04","2022-04-08","-0.027064366878698065","27736.47","26985.8","0.003979500329803098","1","NK225_VOL.YFINANCE","332500000","0","0.0","0.026395104657588844","0","0"
"train","2022-04-11","2022-04-15","0.0101288070176484","26821.52","27093.19","0.00044549940409388533","1","NK225_VOL.YFINANCE","333700000","0","0.0","0.02707994131698534","0","0"
"train","2022-04-18","2022-04-22","0.01140124277464194","26799.71","27105.26","-0.009494836057650669","0","NK225_VOL.YFINANCE","301900000","0","0.0","0.0","0","0"
"train","2022-04-25","2022-04-28","0.00966951702808272","26590.78","26847.9","0.005797846386495831","1","NK225_VOL.YFINANCE","311000000","0","0.0","0.0","0","0"
"train","2022-05-02","2022-05-06","0.006899334154407466","26818.53","27003.56","-0.021327187970771266","0","NK225_VOL.YFINANCE","173000000","0","0.0","0.0","0","0"
"train","2022-05-09","2022-05-13","0.004115224773873605","26319.34","26427.65","0.011782356736221189","1","NK225_VOL.YFINANCE","441200000","1","0.2563633634208993","0.2780173715954014","1","0"
"train","2022-05-16","2022-05-20","0.0072316886433709815","26547.05","26739.03","0.0015950466415572961","1","NK225_VOL.YFINANCE","391400000","1","0.11946035203887834","0.14532267796612536","1","0"
"train","2022-05-23","2022-05-27","-0.008141763871071017","27001.52","26781.68","0.03658807065128111","1","NK225_VOL.YFINANCE","338500000","0","0.0020323873022440714","0.027152994983010943","0","0"
"train","2022-05-30","2022-06-03","0.01432766411284403","27369.43","27761.57","0.002259238220316817","1","NK225_VOL.YFINANCE","441900000","1","0.1521194862693294","0.185028235785659","0","0"
"train","2022-06-06","2022-06-10","-0.003281285318146754","27915.89","27824.29","-0.06689442929181666","0","NK225_VOL.YFINANCE","363800000","0","0.03466295059658998","0.05511363595314559","0","0"
"train","2022-06-13","2022-06-17","-0.03795988059630695","26987.44","25963.0","0.020373993760351317","1","NK225_VOL.YFINANCE","402100000","0","0.15061019788695904","0.18745044149852944","1","0"
"train","2022-06-20","2022-06-24","0.027967244080800313","25771.22","26491.97","-0.02100070323196057","0","NK225_VOL.YFINANCE","342300000","0","0.0","0.024551166031515886","0","0"
"train","2022-06-27","2022-07-01","-0.03481971637365866","26871.27","25935.62","0.0224236012094563","1","NK225_VOL.YFINANCE","408100000","-1","0.14515102711071454","0.19459712537210586","1","0"
"train","2022-07-04","2022-07-08","0.01389396038282742","26153.81","26517.19","0.010230344919654133","1","NK225_VOL.YFINANCE","391200000","0","0.0690725682703983","0.12415008130978428","1","0"
"train","2022-07-11","2022-07-15","-0.0008887711982932256","26812.3","26788.47","0.0420401015810159","1","NK225_VOL.YFINANCE","313100000","0","0.0","0.0","0","0"
"train","2022-07-18","2022-07-22","0.035345720296361405","26961.68","27914.66","-0.004048768639847267","0","NK225_VOL.YFINANCE","242900000","0","0.0","0.0","0","0"
"train","2022-07-25","2022-07-29","0.003696489977165429","27699.25","27801.64","0.013460716705920861","1","NK225_VOL.YFINANCE","310400000","0","0.0","0.0","0","0"
"train","2022-08-01","2022-08-05","0.0065201199570612545","27993.35","28175.87","0.013171199327651761","1","NK225_VOL.YFINANCE","370400000","1","0.017540794032757538","0.03883619557936413","0","0"
"train","2022-08-08","2022-08-12","0.010539752573874406","28249.24","28546.98","0.01342874097365132","1","NK225_VOL.YFINANCE","280500000","0","0.0","0.0","0","0"
"train","2022-08-15","2022-08-19","0.002027931772824676","28871.78","28930.33","-0.009987787902868694","0","NK225_VOL.YFINANCE","266200000","0","0.0","0.0","0","0"
"train","2022-08-22","2022-08-26","-0.0053176821962527265","28794.5","28641.38","-0.03458422743596856","0","NK225_VOL.YFINANCE","269700000","0","0.0","0.0","0","0"
"train","2022-08-29","2022-09-02","-0.008182514699257015","27878.96","27650.84","0.0203939554820034","1","NK225_VOL.YFINANCE","338700000","-1","0.0","0.0","0","0"
"train","2022-09-05","2022-09-09","0.021547733657354406","27619.61","28214.75","-0.02293481246511131","0","NK225_VOL.YFINANCE","312000000","1","0.0","0.0","0","0"
"train","2022-09-12","2022-09-16","-0.03414113392457663","28542.11","27567.65","-0.015011072761007882","0","NK225_VOL.YFINANCE","303400000","0","0.0","0.0","0","0"
"train","2022-09-19","2022-09-22","-0.019307349426222142","27688.42","27153.83","-0.044804729203946625","0","NK225_VOL.YFINANCE","187700000","0","0.0","0.0","0","0"
"train","2022-09-26","2022-09-30","-0.018702648917676035","26431.55","25937.21","0.045452074452109636","1","NK225_VOL.YFINANCE","446400000","-1","0.2984696923482067","0.2666740472699333","1","0"
"train","2022-10-03","2022-10-07","0.03434266142656761","26215.79","27116.11","-0.0009348686076284807","0","NK225_VOL.YFINANCE","377200000","1","0.07948150953600186","0.06641565642528537","0","0"
"train","2022-10-10","2022-10-14","0.026116566450452128","26401.25","27090.76","-0.007389235296462626","0","NK225_VOL.YFINANCE","289300000","0","0.0","0.0","0","0"
"train","2022-10-17","2022-10-21","0.004287081725693254","26775.79","26890.58","0.007981233576962676","1","NK225_VOL.YFINANCE","305600000","0","0.0","0.0","0","0"
"train","2022-10-24","2022-10-28","0.004830416424157269","26974.9","27105.2","0.0034878916222718104","1","NK225_VOL.YFINANCE","392300000","1","0.10575497995640923","0.09602836353185593","0","0"
"train","2022-10-31","2022-11-04","-0.014054211587438581","27587.46","27199.74","0.03911177092133955","1","NK225_VOL.YFINANCE","341400000","0","0.011309839491882015","0.010473750455595279","0","0"
"train","2022-11-07","2022-11-11","0.026734220587017354","27527.64","28263.57","-0.012871693137137319","0","NK225_VOL.YFINANCE","423200000","1","0.07788723854303191","0.08435739613952237","0","0"
"train","2022-11-14","2022-11-18","-0.002277971939820045","27963.47","27899.77","0.013737030807063899","1","NK225_VOL.YFINANCE","353200000","0","0.015179732772362821","0.018713959163369136","0","0"
"train","2022-11-21","2022-11-25","0.012103866230520843","27944.79","28283.03","-0.01785982619259663","0","NK225_VOL.YFINANCE","273100000","0","0.0","0.0","0","0"
"train","2022-11-28","2022-12-02","-0.013668015607806505","28162.83","27777.9","0.004431940499461717","1","NK225_VOL.YFINANCE","386800000","-1","0.04583997704249556","0.04352486589912241","0","0"
"train","2022-12-05","2022-12-09","0.0028975140544347244","27820.4","27901.01","-0.013400590157847336","0","NK225_VOL.YFINANCE","322400000","0","0.0","0.0","0","0"
"train","2022-12-12","2022-12-16","-0.011321250771756608","27842.33","27527.12","-0.046930808598938056","0","NK225_VOL.YFINANCE","291200000","0","0.0","0.0","0","0"
"train","2022-12-19","2022-12-23","-0.03680164654500162","27237.64","26235.25","-0.005364919335626661","0","NK225_VOL.YFINANCE","445000000","-1","0.25395092601767255","0.22986338325135788","1","0"
"train","2022-12-26","2022-12-30","-0.011791696316008515","26405.87","26094.5","-0.004623579681542145","0","NK225_VOL.YFINANCE","274800000","0","0.0","0.0","0","0"
"train","2023-01-02","2023-01-06","0.009993055139702056","25716.86","25973.85","0.0056083329964560225","1","NK225_VOL.YFINANCE","223800000","0","0.0","0.0","0","0"
"train","2023-01-09","2023-01-13","-0.002140928408026488","26175.56","26119.52","0.016616308416081083","1","NK225_VOL.YFINANCE","308900000","0","0.0","0.0","0","0"
"train","2023-01-16","2023-01-20","0.028316975391831534","25822.32","26553.53","0.031221084353003192","1","NK225_VOL.YFINANCE","362300000","1","0.08197824238343367","0.03832257904533994","0","0"
"train","2023-01-23","2023-01-27","0.017710521503721877","26906.04","27382.56","0.004634336599645739","1","NK225_VOL.YFINANCE","329200000","1","0.0050186612558530555","0.0","0","0"
"train","2023-01-30","2023-02-03","0.002772532752046697","27433.4","27509.46","0.005871434771893114","1","NK225_VOL.YFINANCE","372200000","1","0.05351260238709122","0.03450143001895531","0","0"
"train","2023-02-06","2023-02-10","-0.0008185992095661732","27693.65","27670.98","-0.005704532329537937","0","NK225_VOL.YFINANCE","382200000","-1","0.057601246904180545","0.04108236139410839","0","0"
"train","2023-02-13","2023-02-17","0.0031286323271833005","27427.32","27513.13","-0.002168055761013088","0","NK225_VOL.YFINANCE","335200000","0","0.0060075378900059226","0.0","0","0"
"train","2023-02-20","2023-02-24","-0.0028497810179739513","27531.94","27453.48","0.017265206451058335","1","NK225_VOL.YFINANCE","274800000","0","0.0","0.0","0","0"
"train","2023-02-27","2023-03-03","0.01836022222902889","27423.96","27927.47","0.007752223885657994","1","NK225_VOL.YFINANCE","363000000","1","0.024171659546536023","0.01738902899148712","0","0"
"train","2023-03-06","2023-03-10","-0.0033221450128161356","28237.78","28143.97","-0.02878698349948494","0","NK225_VOL.YFINANCE","386300000","-1","0.032888560296771965","0.02868582977126943","0","0"
"train","2023-03-13","2023-03-17","-0.01793449205546227","27832.96","27333.79","0.0018826514727741106","1","NK225_VOL.YFINANCE","517000000","-1","0.2857899819231686","0.28352693585329775","0","0"
"train","2023-03-20","2023-03-24","0.01631356726331168","26945.67","27385.25","0.023962899736171828","1","NK225_VOL.YFINANCE","280900000","0","0.0","0.0","0","0"
"train","2023-03-27","2023-03-31","0.020548555930861134","27476.87","28041.48","-0.01865700383859903","0","NK225_VOL.YFINANCE","380700000","0","0.027541874144536054","0.0370951452668964","0","0"
"train","2023-04-03","2023-04-07","-0.023763177079730302","28188.15","27518.31","0.03543676919113126","1","NK225_VOL.YFINANCE","344900000","0","0.0","0.008805564177663013","0","0"
"train","2023-04-10","2023-04-14","0.03111458996021521","27633.66","28493.47","0.002488289422102552","1","NK225_VOL.YFINANCE","308300000","0","0.0","0.0","0","0"
"train","2023-04-17","2023-04-21","0.0017390981098224234","28514.78","28564.37","0.010224976080340564","1","NK225_VOL.YFINANCE","296400000","0","0.0","0.0","0","0"
"train","2023-04-24","2023-04-28","0.009195090356136637","28593.52","28856.44","0.01044862082779452","1","NK225_VOL.YFINANCE","355600000","1","0.0007595022524610993","0.0012678009287721106","0","0"
"train","2023-05-01","2023-05-02","0.0011938943480760411","29123.18","29157.95","0.007900075279640761","1","NK225_VOL.YFINANCE","137300000","0","0.0","0.0","0","0"
"train","2023-05-08","2023-05-12","0.015144104224266153","28949.88","29388.3","0.04832024989536654","1","NK225_VOL.YFINANCE","436100000","1","0.0","0.0","0","1"
"train","2023-05-15","2023-05-19","0.03989726709407915","29626.34","30808.35","0.003504244790779154","1","NK225_VOL.YFINANCE","460100000","1","0.0","0.0","0","1"
"train","2023-05-22","2023-05-26","-0.005484961150738377","31086.82","30916.31","0.019663083983826102","1","NK225_VOL.YFINANCE","411600000","-1","0.0","0.0","0","1"
"train","2023-05-29","2023-06-02","0.00930666200501129","31233.54","31524.22","0.02350415014233498","1","NK225_VOL.YFINANCE","520500000","1","0.0","0.0","0","1"
"train","2023-06-05","2023-06-09","0.00148180658730368","32217.43","32265.17","0.0446583731001573","1","NK225_VOL.YFINANCE","480700000","1","0.0","0.0","0","1"
"train","2023-06-12","2023-06-16","0.03922057100573473","32434.0","33706.08","-0.02742947266487239","0","NK225_VOL.YFINANCE","507600000","1","0.0","0.0","0","1"
"train","2023-06-19","2023-06-23","-0.017646766207916942","33370.42","32781.54","0.012430776589507309","1","NK225_VOL.YFINANCE","445600000","0","0.02619108894212068","0.03389241556136729","0","1"
"train","2023-06-26","2023-06-30","0.014992288710200752","32698.81","33189.04","-0.024123023745188266","0","NK225_VOL.YFINANCE","474000000","0","0.019816005445599184","0.023884898310839547","0","1"
"train","2023-07-03","2023-07-07","-0.040437787916036805","33753.33","32388.42","8.768566049233151e-05","1","NK225_VOL.YFINANCE","495600000","0","0.05581280791761887","0.07051325556290018","0","1"
"train","2023-07-10","2023-07-14","0.0062606924630930205","32189.73","32391.26","-0.002686218442876198","0","NK225_VOL.YFINANCE","444900000","0","0.027175186406566368","0.0446232251760031","0","1"
"train","2023-07-17","2023-07-21","-0.00583617412381221","32493.89","32304.25","0.01408421492528067","1","NK225_VOL.YFINANCE","318000000","0","0.0","0.0","0","0"
"train","2023-07-24","2023-07-28","0.0017825175667733895","32700.94","32759.23","-0.01729222573302236","0","NK225_VOL.YFINANCE","531100000","1","0.045436111862322964","0.05992036556192011","0","1"
"train","2023-07-31","2023-08-04","-0.02952681490717235","33172.22","32192.75","0.008725567091969477","1","NK225_VOL.YFINANCE","596200000","-1","0.09949105643939637","0.12754312135250206","0","1"
"train","2023-08-07","2023-08-10","0.006792527940235438","32254.56","32473.65","-0.03149907694392229","0","NK225_VOL.YFINANCE","398400000","0","0.0","0.01468896471612801","0","0"
"train","2023-08-14","2023-08-18","-0.019000365253676654","32059.91","31450.76","0.005517195768877992","1","NK225_VOL.YFINANCE","418000000","0","0.010151508966735523","0.04042837294616588","0","0"
"train","2023-08-21","2023-08-25","0.001857716174929358","31565.64","31624.28","0.03435145400938766","1","NK225_VOL.YFINANCE","343900000","0","0.0","0.0","0","0"
"train","2023-08-28","2023-09-01","0.016805413989870566","32169.99","32710.62","-0.00317266991576437","0","NK225_VOL.YFINANCE","439500000","0","0.009313555825228621","0.02355603293345854","0","1"
"train","2023-09-04","2023-09-08","-0.010089504353174572","32939.18","32606.84","0.02840661652585763","1","NK225_VOL.YFINANCE","489400000","-1","0.02631199417872399","0.04406113825175473","0","1"
"train","2023-09-11","2023-09-15","0.032811934053966096","32467.76","33533.09","-0.033718336127091075","0","NK225_VOL.YFINANCE","555000000","1","0.0073954977847932426","0.010548183559293305","0","1"
"train","2023-09-18","2023-09-22","-0.0252742039654551","33242.59","32402.41","-0.01681325555722557","0","NK225_VOL.YFINANCE","448400000","0","0.012166050502966524","0.029458508769577053","0","1"
