group,count,next_1w_avg_return,next_1w_positive_rate,next_4w_avg_return,next_4w_positive_rate
shrink,40,-0.0023985749770143727,0.45,0.009000317500015972,0.525
normal,105,0.0016766919124192867,0.5714285714285714,0.01584345968953842,0.6190476190476191
mild_volume,82,0.004267138495032837,0.6219512195121951,0.008277615772033689,0.5769230769230769
extreme_volume,62,0.010042928073759476,0.6129032258064516,0.018322545770002047,0.6612903225806451
